worker_type,spouse_type,birth_yr,claim_age,age,year,marginal_irr_scheduled,marginal_irr_payable
high,high,1930,65,21,1951,NA,NA
high,high,1930,65,22,1952,NA,NA
high,high,1930,65,23,1953,NA,NA
high,high,1930,65,24,1954,NA,NA
high,high,1930,65,25,1955,NA,NA
high,high,1930,65,26,1956,NA,NA
high,high,1930,65,27,1957,NA,NA
high,high,1930,65,28,1958,NA,NA
high,high,1930,65,29,1959,NA,NA
high,high,1930,65,30,1960,NA,NA
high,high,1930,65,31,1961,NA,NA
high,high,1930,65,32,1962,-0.15360291261257097,-0.15360291261257097
high,high,1930,65,33,1963,NA,NA
high,high,1930,65,34,1964,NA,NA
high,high,1930,65,35,1965,-0.1278324508592179,-0.1278324508592179
high,high,1930,65,36,1966,-0.19057278069675587,-0.19057278069675587
high,high,1930,65,37,1967,-0.15209638823985172,-0.15209638823985172
high,high,1930,65,38,1968,0.021251277401638458,0.021251277401638458
high,high,1930,65,39,1969,0.02349873773574407,0.02349873773574407
high,high,1930,65,40,1970,0.024907782334368855,0.024907782334368855
high,high,1930,65,41,1971,0.022245298322217,0.022245298322217
high,high,1930,65,42,1972,0.020667084858414064,0.020667084858414064
high,high,1930,65,43,1973,0.01845235038287818,0.01845235038287818
high,high,1930,65,44,1974,0.019657413647524713,0.019657413647524713
high,high,1930,65,45,1975,0.022429219908648435,0.022429219908648435
high,high,1930,65,46,1976,0.022319251699615128,0.022319251699615128
high,high,1930,65,47,1977,0.02421740256738003,0.02421740256738003
high,high,1930,65,48,1978,0.02348241003157625,0.02348241003157625
high,high,1930,65,49,1979,0.023739389133812017,0.023739389133812017
high,high,1930,65,50,1980,0.026098879189498714,0.026098879189498714
high,high,1930,65,51,1981,0.023329510834265266,0.023329510834265266
high,high,1930,65,52,1982,0.025293158099524815,0.025293158099524815
high,high,1930,65,53,1983,0.027420110364337447,0.027420110364337447
high,high,1930,65,54,1984,0.02248484308633092,0.02248484308633092
high,high,1930,65,55,1985,0.022184753640273502,0.022184753640273502
high,high,1930,65,56,1986,-0.017789761707977303,-0.017789761707977303
high,high,1930,65,57,1987,-0.11531148885711984,-0.11531148885711984
high,high,1930,65,58,1988,-0.16304691869623,-0.16304691869623
high,high,1930,65,59,1989,-0.21465068583768265,-0.21465068583768265
high,high,1930,65,60,1990,-0.2919589694015947,-0.2919589694015947
high,high,1930,65,61,1991,-0.3621555454207147,-0.3621555454207147
high,high,1930,65,62,1992,-0.4624540222476964,-0.4624540222476964
high,high,1930,65,63,1993,-0.6240381340621031,-0.6240381340621031
high,high,1930,65,64,1994,-0.8628415668840582,-0.8628415668840582
high,high,1935,65,21,1956,NA,NA
high,high,1935,65,22,1957,NA,NA
high,high,1935,65,23,1958,NA,NA
high,high,1935,65,24,1959,NA,NA
high,high,1935,65,25,1960,NA,NA
high,high,1935,65,26,1961,NA,NA
high,high,1935,65,27,1962,NA,NA
high,high,1935,65,28,1963,NA,NA
high,high,1935,65,29,1964,NA,NA
high,high,1935,65,30,1965,NA,NA
high,high,1935,65,31,1966,-0.13792212434229023,-0.13792212434229023
high,high,1935,65,32,1967,NA,NA
high,high,1935,65,33,1968,NA,NA
high,high,1935,65,34,1969,NA,NA
high,high,1935,65,35,1970,-0.16449502781048797,-0.16449502781048797
high,high,1935,65,36,1971,NA,NA
high,high,1935,65,37,1972,-0.19948146924781351,-0.19948146924781351
high,high,1935,65,38,1973,0.012577172573234874,0.012577172573234874
high,high,1935,65,39,1974,0.02450291952772443,0.02450291952772443
high,high,1935,65,40,1975,0.026376132441315647,0.026376132441315647
high,high,1935,65,41,1976,0.026580454339837578,0.026580454339837578
high,high,1935,65,42,1977,0.028044539272030544,0.028044539272030544
high,high,1935,65,43,1978,0.027618992017958366,0.027618992017958366
high,high,1935,65,44,1979,0.02885527521840725,0.02885527521840725
high,high,1935,65,45,1980,0.029855252268043087,0.029855252268043087
high,high,1935,65,46,1981,0.02855398026014222,0.02855398026014222
high,high,1935,65,47,1982,0.030673509074050864,0.030673509074050864
high,high,1935,65,48,1983,0.031454814562030586,0.031454814562030586
high,high,1935,65,49,1984,0.028466747160748263,0.028466747160748263
high,high,1935,65,50,1985,0.02975062934218431,0.02975062934218431
high,high,1935,65,51,1986,0.03080548689630147,0.03080548689630147
high,high,1935,65,52,1987,0.03080267786082036,0.03080267786082036
high,high,1935,65,53,1988,0.027072732523007792,0.027072732523007792
high,high,1935,65,54,1989,0.026426778700390896,0.026426778700390896
high,high,1935,65,55,1990,-0.04596387610052166,-0.04596387610052166
high,high,1935,65,56,1991,-0.08347900728257818,-0.08347900728257818
high,high,1935,65,57,1992,-0.10673163239535655,-0.10673163239535655
high,high,1935,65,58,1993,-0.14542197913733157,-0.14542197913733157
high,high,1935,65,59,1994,-0.18847181033187554,-0.18847181033187554
high,high,1935,65,60,1995,-0.2636597634007408,-0.2636597634007408
high,high,1935,65,61,1996,-0.34243384992527914,-0.34243384992527914
high,high,1935,65,62,1997,-0.43056971579939674,-0.43056971579939674
high,high,1935,65,63,1998,-0.5468640720436058,-0.5468640720436058
high,high,1935,65,64,1999,-0.8148741931770257,-0.8148741931770257
high,high,1940,65,21,1961,NA,NA
high,high,1940,65,22,1962,NA,NA
high,high,1940,65,23,1963,NA,NA
high,high,1940,65,24,1964,NA,NA
high,high,1940,65,25,1965,NA,NA
high,high,1940,65,26,1966,NA,NA
high,high,1940,65,27,1967,NA,NA
high,high,1940,65,28,1968,NA,NA
high,high,1940,65,29,1969,NA,NA
high,high,1940,65,30,1970,-0.025107966460927722,-0.025107966460927722
high,high,1940,65,31,1971,-0.11348489580689025,-0.11348489580689025
high,high,1940,65,32,1972,-0.1127030764075515,-0.1127030764075515
high,high,1940,65,33,1973,-0.11197686920760463,-0.11197686920760463
high,high,1940,65,34,1974,-0.10758469177063101,-0.10758469177063101
high,high,1940,65,35,1975,-0.13396384608596013,-0.13396384608596013
high,high,1940,65,36,1976,-0.12138670360839698,-0.12138670360839698
high,high,1940,65,37,1977,0.013580475750776255,0.013580475750776255
high,high,1940,65,38,1978,0.03001589074054123,0.03001589074054123
high,high,1940,65,39,1979,0.03062621227362805,0.03062621227362805
high,high,1940,65,40,1980,0.03198067856724518,0.03198067856724518
high,high,1940,65,41,1981,0.03060817445365749,0.03060817445365749
high,high,1940,65,42,1982,0.031912930053437094,0.031912930053437094
high,high,1940,65,43,1983,0.03347687905942287,0.03347687905942287
high,high,1940,65,44,1984,0.030760386774667303,0.030760386774667303
high,high,1940,65,45,1985,0.03211999555396772,0.03211999555396772
high,high,1940,65,46,1986,0.03262374534311485,0.03262374534311485
high,high,1940,65,47,1987,0.03304097606172607,0.03304097606172607
high,high,1940,65,48,1988,0.030299594407259267,0.030299594407259267
high,high,1940,65,49,1989,0.03218059454446953,0.03218059454446953
high,high,1940,65,50,1990,0.03239454211864845,0.03239454211864845
high,high,1940,65,51,1991,0.034491702053171425,0.034491702053171425
high,high,1940,65,52,1992,0.03498093328075913,0.03498093328075913
high,high,1940,65,53,1993,0.028351087175087164,0.028351087175087164
high,high,1940,65,54,1994,-0.02748362177024466,-0.02748362177024466
high,high,1940,65,55,1995,-0.03210050399774411,-0.03210050399774411
high,high,1940,65,56,1996,-0.06877165981722111,-0.06877165981722111
high,high,1940,65,57,1997,-0.09788600003144488,-0.09788600003144488
high,high,1940,65,58,1998,-0.13046884216871157,-0.13046884216871157
high,high,1940,65,59,1999,-0.19426601685627265,-0.19426601685627265
high,high,1940,65,60,2000,-0.2532303668164382,-0.2532303668164382
high,high,1940,65,61,2001,-0.35727842206930616,-0.35727842206930616
high,high,1940,65,62,2002,-0.5185799675396343,-0.5185799675396343
high,high,1940,65,63,2003,-0.6976417342774268,-0.6976417342774268
high,high,1940,65,64,2004,-0.9049189238482515,-0.9049189238482515
high,high,1945,65,21,1966,NA,NA
high,high,1945,65,22,1967,NA,NA
high,high,1945,65,23,1968,NA,NA
high,high,1945,65,24,1969,NA,NA
high,high,1945,65,25,1970,NA,NA
high,high,1945,65,26,1971,NA,NA
high,high,1945,65,27,1972,NA,NA
high,high,1945,65,28,1973,NA,NA
high,high,1945,65,29,1974,NA,NA
high,high,1945,65,30,1975,-0.008374266837980149,-0.008374266837980149
high,high,1945,65,31,1976,-0.09255376665331838,-0.09255376665331838
high,high,1945,65,32,1977,-0.09487310913634828,-0.09487310913634828
high,high,1945,65,33,1978,-0.09592810545327535,-0.09592810545327535
high,high,1945,65,34,1979,-0.09520202438058678,-0.09520202438058678
high,high,1945,65,35,1980,-0.10688666294180038,-0.10688666294180038
high,high,1945,65,36,1981,-0.09989426515724287,-0.09989426515724287
high,high,1945,65,37,1982,0.022037271395117797,0.022037271395117797
high,high,1945,65,38,1983,0.028642839090417205,0.028642839090417205
high,high,1945,65,39,1984,0.0266639369615409,0.0266639369615409
high,high,1945,65,40,1985,0.027247217672807134,0.027247217672807134
high,high,1945,65,41,1986,0.028360156337321918,0.028360156337321918
high,high,1945,65,42,1987,0.02773432993014069,0.02773432993014069
high,high,1945,65,43,1988,0.02541223612964605,0.02541223612964605
high,high,1945,65,44,1989,0.02666823925390971,0.02666823925390971
high,high,1945,65,45,1990,0.02615502828620464,0.02615502828620464
high,high,1945,65,46,1991,0.027956432119706554,0.027956432119706554
high,high,1945,65,47,1992,0.027841758546539586,0.027841758546539586
high,high,1945,65,48,1993,0.03005772827144404,0.03005772827144404
high,high,1945,65,49,1994,0.03140516288160078,0.03140516288160078
high,high,1945,65,50,1995,0.0327714370951393,0.0327714370951393
high,high,1945,65,51,1996,0.03280699463213166,0.03280699463213166
high,high,1945,65,52,1997,0.0320479561032081,0.0320479561032081
high,high,1945,65,53,1998,0.006243200527360715,0.006243200527360715
high,high,1945,65,54,1999,-0.038187189683331124,-0.038187189683331124
high,high,1945,65,55,2000,-0.04470359043885497,-0.04470359043885497
high,high,1945,65,56,2001,-0.08131751429178657,-0.08131751429178657
high,high,1945,65,57,2002,-0.1023041537007765,-0.1023041537007765
high,high,1945,65,58,2003,-0.13555706601805018,-0.13555706601805018
high,high,1945,65,59,2004,-0.1907555112050331,-0.1907555112050331
high,high,1945,65,60,2005,-0.2601905927545466,-0.2601905927545466
high,high,1945,65,61,2006,-0.34396693275916224,-0.34396693275916224
high,high,1945,65,62,2007,-0.4572580109896326,-0.4572580109896326
high,high,1945,65,63,2008,-0.6654906947591757,-0.6654906947591757
high,high,1945,65,64,2009,-0.9360841250811787,-0.9360841250811787
high,high,1950,65,21,1971,NA,NA
high,high,1950,65,22,1972,NA,NA
high,high,1950,65,23,1973,NA,NA
high,high,1950,65,24,1974,NA,NA
high,high,1950,65,25,1975,NA,NA
high,high,1950,65,26,1976,NA,NA
high,high,1950,65,27,1977,NA,NA
high,high,1950,65,28,1978,NA,NA
high,high,1950,65,29,1979,NA,NA
high,high,1950,65,30,1980,-0.008885564355834985,-0.009393005402629107
high,high,1950,65,31,1981,-0.09049779603800934,-0.0910590105634218
high,high,1950,65,32,1982,-0.0907549178594339,-0.090921045988551
high,high,1950,65,33,1983,-0.09881607609818222,-0.09962461769448461
high,high,1950,65,34,1984,-0.1010749192238507,-0.10162365363961678
high,high,1950,65,35,1985,-0.1031541854493061,-0.103325853996318
high,high,1950,65,36,1986,-0.1162378259001321,-0.11719613140119167
high,high,1950,65,37,1987,0.018907717878877683,0.018279094183780265
high,high,1950,65,38,1988,0.02226023791164189,0.0215963871469238
high,high,1950,65,39,1989,0.023357235432323042,0.022667732659546802
high,high,1950,65,40,1990,0.022741159278319323,0.022023648804121887
high,high,1950,65,41,1991,0.02323607001251493,0.02249410038169697
high,high,1950,65,42,1992,0.023502814333181465,0.02272480255187026
high,high,1950,65,43,1993,0.025093502198639372,0.024277654701179596
high,high,1950,65,44,1994,0.026395463867108004,0.025541881975725378
high,high,1950,65,45,1995,0.026112979003916292,0.025214918685850796
high,high,1950,65,46,1996,0.026478806208912742,0.025531789793576287
high,high,1950,65,47,1997,0.025152809788458796,0.024158555376735835
high,high,1950,65,48,1998,0.02446915493734747,0.02341640755547214
high,high,1950,65,49,1999,0.024004052070389914,0.022882800418331906
high,high,1950,65,50,2000,0.022785136680379514,0.021585070784341465
high,high,1950,65,51,2001,0.02463320373751543,0.02335524027730873
high,high,1950,65,52,2002,0.026895345644036617,0.02552291526707795
high,high,1950,65,53,2003,0.0029687518224570386,0.001498757032465603
high,high,1950,65,54,2004,-0.03828830353007129,-0.03981006521460939
high,high,1950,65,55,2005,-0.04387074382528777,-0.04553528383395311
high,high,1950,65,56,2006,-0.07994705445415395,-0.08173707326459556
high,high,1950,65,57,2007,-0.10652309413599337,-0.10846637262009418
high,high,1950,65,58,2008,-0.13796165193399612,-0.14013145029667684
high,high,1950,65,59,2009,-0.18653255418903747,-0.18897216216518709
high,high,1950,65,60,2010,-0.25638597568130717,-0.2589941165336308
high,high,1950,65,61,2011,-0.34863389105553977,-0.35124586288464443
high,high,1950,65,62,2012,-0.48137190094180304,-0.48462636117998636
high,high,1950,65,63,2013,-0.685511837873326,-0.6882194397063575
high,high,1950,65,64,2014,-0.932320785492136,-0.9335265475205234
high,high,1955,65,21,1976,NA,NA
high,high,1955,65,22,1977,NA,NA
high,high,1955,65,23,1978,NA,NA
high,high,1955,65,24,1979,NA,NA
high,high,1955,65,25,1980,NA,NA
high,high,1955,65,26,1981,NA,NA
high,high,1955,65,27,1982,NA,NA
high,high,1955,65,28,1983,NA,NA
high,high,1955,65,29,1984,NA,NA
high,high,1955,65,30,1985,-0.006601122944560722,-0.008463088919399842
high,high,1955,65,31,1986,-0.08956339899145338,-0.09129909130231972
high,high,1955,65,32,1987,-0.0881268214342068,-0.08969367632028824
high,high,1955,65,33,1988,-0.09832055983997512,-0.10035110512334433
high,high,1955,65,34,1989,-0.0976164246268848,-0.0992770108841452
high,high,1955,65,35,1990,-0.10004126783614009,-0.1020439417231318
high,high,1955,65,36,1991,-0.10877096379093854,-0.11098790731184982
high,high,1955,65,37,1992,0.01632946797507495,0.013987510252503554
high,high,1955,65,38,1993,0.022539118921015344,0.020076486663845206
high,high,1955,65,39,1994,0.023391209294656212,0.020845267060753736
high,high,1955,65,40,1995,0.02353914000194024,0.02087598473802088
high,high,1955,65,41,1996,0.023247208146195852,0.020483583068002797
high,high,1955,65,42,1997,0.022424721994912078,0.019548064639682394
high,high,1955,65,43,1998,0.021770987753487958,0.018758439746624278
high,high,1955,65,44,1999,0.020905041735421293,0.017752753501682594
high,high,1955,65,45,2000,0.020138106715432702,0.01683374099987378
high,high,1955,65,46,2001,0.02115973965156459,0.01766127963182007
high,high,1955,65,47,2002,0.022622080660500865,0.018949065223341943
high,high,1955,65,48,2003,0.02408180814502847,0.02018466018733367
high,high,1955,65,49,2004,0.02393284997780376,0.01977783882913653
high,high,1955,65,50,2005,0.02569321686273307,0.021261860145953326
high,high,1955,65,51,2006,0.026261434890094026,0.021507983616785964
high,high,1955,65,52,2007,0.026609271351828,0.021492226255738878
high,high,1955,65,53,2008,0.0028750506229577866,-0.0025235882319861735
high,high,1955,65,54,2009,-0.03592789255727857,-0.04161143206116813
high,high,1955,65,55,2010,-0.0408283180543656,-0.047035710554310106
high,high,1955,65,56,2011,-0.07658355109406845,-0.08321854411834151
high,high,1955,65,57,2012,-0.09943551848519394,-0.10673649657863382
high,high,1955,65,58,2013,-0.1339654631351882,-0.14197871417500263
high,high,1955,65,59,2014,-0.18379922377704583,-0.192583400701979
high,high,1955,65,60,2015,-0.2550812328675949,-0.2645596301066572
high,high,1955,65,61,2016,-0.36083520584864914,-0.37133111932763263
high,high,1955,65,62,2017,-0.48292644951708485,-0.4938059609626797
high,high,1955,65,63,2018,-0.6883331955634453,-0.6983981311987619
high,high,1955,65,64,2019,-0.9330618985658641,-0.9374710609313102
high,high,1960,65,21,1981,NA,NA
high,high,1960,65,22,1982,NA,NA
high,high,1960,65,23,1983,NA,NA
high,high,1960,65,24,1984,NA,NA
high,high,1960,65,25,1985,NA,NA
high,high,1960,65,26,1986,NA,NA
high,high,1960,65,27,1987,NA,NA
high,high,1960,65,28,1988,NA,NA
high,high,1960,65,29,1989,NA,NA
high,high,1960,65,30,1990,0.0029331703602102355,-6.522594017979166e-4
high,high,1960,65,31,1991,-0.0760430685181267,-0.07913837503823196
high,high,1960,65,32,1992,-0.08085038694722368,-0.0843315380847871
high,high,1960,65,33,1993,-0.08354430232640875,-0.08728746656728337
high,high,1960,65,34,1994,-0.08525640214457808,-0.0888647844094208
high,high,1960,65,35,1995,-0.0890695317651794,-0.09269816037142964
high,high,1960,65,36,1996,-0.09302887570764073,-0.09699985016612411
high,high,1960,65,37,1997,0.006157440173343298,0.0017041214900086477
high,high,1960,65,38,1998,0.013319263325888953,0.008662778954926065
high,high,1960,65,39,1999,0.01225091060953587,0.007411993482988155
high,high,1960,65,40,2000,0.01153437227806875,0.006507309324616184
high,high,1960,65,41,2001,0.012114015637081366,0.006879929203434276
high,high,1960,65,42,2002,0.012546941082809404,0.007076065717711355
high,high,1960,65,43,2003,0.013092459122134414,0.007380338388504493
high,high,1960,65,44,2004,0.012701819117739044,0.006705391539070904
high,high,1960,65,45,2005,0.0131811883310613,0.006896616914093379
high,high,1960,65,46,2006,0.01317481400993814,0.006572957620733844
high,high,1960,65,47,2007,0.01285921565025272,0.005867545814843611
high,high,1960,65,48,2008,0.013528220619080766,0.006126327489684336
high,high,1960,65,49,2009,0.015146141005278224,0.007272618588046731
high,high,1960,65,50,2010,0.015980904450232813,0.007596283594398345
high,high,1960,65,51,2011,0.016349061560280376,0.007337428739202512
high,high,1960,65,52,2012,0.016513375851518797,0.006837023846094636
high,high,1960,65,53,2013,-0.007541695562425121,-0.017757317461195243
high,high,1960,65,54,2014,-0.049050176241485,-0.05978283802739848
high,high,1960,65,55,2015,-0.0572057102863216,-0.06886664574636292
high,high,1960,65,56,2016,-0.09434326378345159,-0.1067472387735453
high,high,1960,65,57,2017,-0.11907052959096842,-0.13272598791107337
high,high,1960,65,58,2018,-0.15631188030837273,-0.17114592663272987
high,high,1960,65,59,2019,-0.21054100321359603,-0.22679997973846844
high,high,1960,65,60,2020,-0.28295216851711114,-0.3008276121849034
high,high,1960,65,61,2021,-0.3482578530003215,-0.3680298633895218
high,high,1960,65,62,2022,-0.4576234665575022,-0.4796514227288863
high,high,1960,65,63,2023,-0.6254224577347247,-0.6477754069494152
high,high,1960,65,64,2024,-0.8839402696713407,-0.8976782970310054
high,high,1965,65,21,1986,NA,NA
high,high,1965,65,22,1987,NA,NA
high,high,1965,65,23,1988,NA,NA
high,high,1965,65,24,1989,NA,NA
high,high,1965,65,25,1990,NA,NA
high,high,1965,65,26,1991,NA,NA
high,high,1965,65,27,1992,NA,NA
high,high,1965,65,28,1993,NA,NA
high,high,1965,65,29,1994,NA,NA
high,high,1965,65,30,1995,0.004079453923078624,-0.0013523405851061376
high,high,1965,65,31,1996,-0.07846276669360175,-0.08372194129512933
high,high,1965,65,32,1997,-0.0808644367424618,-0.08596481879816154
high,high,1965,65,33,1998,-0.08440485378062179,-0.08984625221566322
high,high,1965,65,34,1999,-0.0889933123785126,-0.09456752197603069
high,high,1965,65,35,2000,-0.09174799574719239,-0.09731840210159959
high,high,1965,65,36,2001,-0.09449448043924957,-0.100419380721681
high,high,1965,65,37,2002,0.006884591471966628,9.428530432731286e-5
high,high,1965,65,38,2003,0.013357094336601483,0.006265592046562629
high,high,1965,65,39,2004,0.013102805402116724,0.005734931268810861
high,high,1965,65,40,2005,0.013394383515953123,0.0057395226851213454
high,high,1965,65,41,2006,0.013493516138837425,0.005521691203444812
high,high,1965,65,42,2007,0.013111014425489786,0.004796022397220767
high,high,1965,65,43,2008,0.013759265411670274,0.005056923413387926
high,high,1965,65,44,2009,0.015318086084262328,0.006196536500065353
high,high,1965,65,45,2010,0.015327169343056335,0.005751615032541402
high,high,1965,65,46,2011,0.015856852137528188,0.005772750412465832
high,high,1965,65,47,2012,0.01601803078504327,0.005365350446245198
high,high,1965,65,48,2013,0.017203184297394536,0.005922884522774563
high,high,1965,65,49,2014,0.0173926231875694,0.005406257210113674
high,high,1965,65,50,2015,0.01655559968712028,0.0037933454842802306
high,high,1965,65,51,2016,0.017403512449286618,0.003722385125413341
high,high,1965,65,52,2017,0.01775106482670341,0.003003841291236764
high,high,1965,65,53,2018,-0.007240811388030788,-0.02280151068944003
high,high,1965,65,54,2019,-0.04983969236497754,-0.06606538158127795
high,high,1965,65,55,2020,-0.05578096095555407,-0.07351989960323912
high,high,1965,65,56,2021,-0.09830117719542908,-0.11710511368227505
high,high,1965,65,57,2022,-0.11788959897461104,-0.1385537063881398
high,high,1965,65,58,2023,-0.1571419153225636,-0.1796280210992367
high,high,1965,65,59,2024,-0.2070274140916888,-0.2317091388975221
high,high,1965,65,60,2025,-0.2836267324181021,-0.31026205861252587
high,high,1965,65,61,2026,-0.3705373397279823,-0.39993883886928894
high,high,1965,65,62,2027,-0.4972736659378334,-0.527454376023225
high,high,1965,65,63,2028,-0.6827185479168202,-0.7118789521511943
high,high,1965,65,64,2029,-0.9134121591162019,-0.9282408804674012
high,high,1970,65,21,1991,NA,NA
high,high,1970,65,22,1992,NA,NA
high,high,1970,65,23,1993,NA,NA
high,high,1970,65,24,1994,NA,NA
high,high,1970,65,25,1995,NA,NA
high,high,1970,65,26,1996,NA,NA
high,high,1970,65,27,1997,NA,NA
high,high,1970,65,28,1998,NA,NA
high,high,1970,65,29,1999,NA,NA
high,high,1970,65,30,2000,0.0011177118862164548,-0.00617882722140739
high,high,1970,65,31,2001,-0.08020381650893915,-0.08711829296758933
high,high,1970,65,32,2002,-0.08286396619546388,-0.08994841825218425
high,high,1970,65,33,2003,-0.08497895514040432,-0.09228086272865355
high,high,1970,65,34,2004,-0.08826375747299642,-0.0957831756362415
high,high,1970,65,35,2005,-0.08906122068597588,-0.09679982284768418
high,high,1970,65,36,2006,-0.09418154158439507,-0.10214520776411218
high,high,1970,65,37,2007,0.007546131951942092,-0.0016250194294954445
high,high,1970,65,38,2008,0.013868938552767274,0.004300097707258699
high,high,1970,65,39,2009,0.01542056845848161,0.005468360929075322
high,high,1970,65,40,2010,0.015453590438304854,0.005106945473215996
high,high,1970,65,41,2011,0.015759327261754663,0.004979184735394604
high,high,1970,65,42,2012,0.01568361848249622,0.004439116248678543
high,high,1970,65,43,2013,0.016863433498068403,0.005096871617137788
high,high,1970,65,44,2014,0.016587323683553645,0.004266761967434363
high,high,1970,65,45,2015,0.01631490778056821,0.0033866458462783466
high,high,1970,65,46,2016,0.01687369996583743,0.0032609640467731182
high,high,1970,65,47,2017,0.017171956215222606,0.002804105877099783
high,high,1970,65,48,2018,0.017305668116075923,0.0020984458478030543
high,high,1970,65,49,2019,0.0171531746258764,0.0010033635769812754
high,high,1970,65,50,2020,0.017326907454156215,1.0942579724626533e-4
high,high,1970,65,51,2021,0.0155682064578333,-0.0028388007586823694
high,high,1970,65,52,2022,0.01808812650484115,-0.0017693007249215409
high,high,1970,65,53,2023,-0.006879956263905251,-0.027845288892357267
high,high,1970,65,54,2024,-0.04873201203162869,-0.07061927482539787
high,high,1970,65,55,2025,-0.05502497850567656,-0.07891635224463966
high,high,1970,65,56,2026,-0.09462434151594079,-0.1200199356534325
high,high,1970,65,57,2027,-0.11975867680679253,-0.14748695878039408
high,high,1970,65,58,2028,-0.15892019362706555,-0.18913304030622302
high,high,1970,65,59,2029,-0.21103034136785415,-0.24399159872010134
high,high,1970,65,60,2030,-0.284665606290184,-0.320363867252882
high,high,1970,65,61,2031,-0.37498137254716146,-0.41374169239691305
high,high,1970,65,62,2032,-0.502074250534175,-0.5428074578141819
high,high,1970,65,63,2033,-0.6848008602767486,-0.7226870747028322
high,high,1970,65,64,2034,-0.9232504275321792,-0.9405894519659518
high,high,1975,65,21,1996,NA,NA
high,high,1975,65,22,1997,NA,NA
high,high,1975,65,23,1998,NA,NA
high,high,1975,65,24,1999,NA,NA
high,high,1975,65,25,2000,NA,NA
high,high,1975,65,26,2001,NA,NA
high,high,1975,65,27,2002,NA,NA
high,high,1975,65,28,2003,NA,NA
high,high,1975,65,29,2004,NA,NA
high,high,1975,65,30,2005,0.002805991286567444,-0.004916797509077586
high,high,1975,65,31,2006,-0.07908042523263481,-0.08636999430538095
high,high,1975,65,32,2007,-0.08188350181705861,-0.08938518487477398
high,high,1975,65,33,2008,-0.08339983334378986,-0.09110769298353716
high,high,1975,65,34,2009,-0.08589279535674099,-0.09382719125529027
high,high,1975,65,35,2010,-0.08836330745609011,-0.09654574182283426
high,high,1975,65,36,2011,-0.093683784982930507,-0.1021149201704199
high,high,1975,65,37,2012,0.010174702893325671,4.632269576005932e-4
high,high,1975,65,38,2013,0.016716014042799543,0.0065800355101377495
high,high,1975,65,39,2014,0.016669808995080748,0.006146229701257555
high,high,1975,65,40,2015,0.016298557612202558,0.005359859605313266
high,high,1975,65,41,2016,0.016857459266737207,0.005459451287261663
high,high,1975,65,42,2017,0.017029835937230065,0.005138134625182644
high,high,1975,65,43,2018,0.017072924155609792,0.0046420825180546466
high,high,1975,65,44,2019,0.01697763949027631,0.003961772018289622
high,high,1975,65,45,2020,0.01702714997744348,0.0033619797488140257
high,high,1975,65,46,2021,0.015720646979974662,0.001361925420324761
high,high,1975,65,47,2022,0.017703151705394715,0.0025218373531781246
high,high,1975,65,48,2023,0.01814623982103658,0.0020713875177271746
high,high,1975,65,49,2024,0.018222662198120076,0.0011522903215133162
high,high,1975,65,50,2025,0.018392492425545193,1.8954201061482934e-4
high,high,1975,65,51,2026,0.01818997839447678,-0.0012956691161589706
high,high,1975,65,52,2027,0.017966816009443276,-0.002999290054127024
high,high,1975,65,53,2028,-0.00791976023734664,-0.03003267969298018
high,high,1975,65,54,2029,-0.04998463770022432,-0.07306647552718915
high,high,1975,65,55,2030,-0.05649545308414805,-0.08167889290568242
high,high,1975,65,56,2031,-0.09617490833319564,-0.12293561621279647
high,high,1975,65,57,2032,-0.12064056925744371,-0.14988658672806598
high,high,1975,65,58,2033,-0.15942670280898952,-0.19128828204246362
high,high,1975,65,59,2034,-0.21293824965954533,-0.24763619306288587
high,high,1975,65,60,2035,-0.2852002913061378,-0.3228360458493674
high,high,1975,65,61,2036,-0.3786884262806913,-0.4193255383625313
high,high,1975,65,62,2037,-0.5051699548319947,-0.5478343788281486
high,high,1975,65,63,2038,-0.6902705420101807,-0.7294637809094027
high,high,1975,65,64,2039,-0.9299349915649021,-0.9465537209822469
high,high,1980,65,21,2001,NA,NA
high,high,1980,65,22,2002,NA,NA
high,high,1980,65,23,2003,NA,NA
high,high,1980,65,24,2004,NA,NA
high,high,1980,65,25,2005,NA,NA
high,high,1980,65,26,2006,NA,NA
high,high,1980,65,27,2007,NA,NA
high,high,1980,65,28,2008,NA,NA
high,high,1980,65,29,2009,NA,NA
high,high,1980,65,30,2010,0.005258168208104763,-0.0029588710799013374
high,high,1980,65,31,2011,-0.07637201064747556,-0.08412521295722375
high,high,1980,65,32,2012,-0.07824828047420496,-0.08623957984815989
high,high,1980,65,33,2013,-0.08208423143353616,-0.09030093953365315
high,high,1980,65,34,2014,-0.08298053136915318,-0.09143181103294373
high,high,1980,65,35,2015,-0.0870950060516057,-0.09577206543337091
high,high,1980,65,36,2016,-0.09040714006672768,-0.0993913611200844
high,high,1980,65,37,2017,0.012220040371635488,0.0018902204872779382
high,high,1980,65,38,2018,0.018188805827858978,0.007414326598086829
high,high,1980,65,39,2019,0.018046342179996344,0.006860621009090906
high,high,1980,65,40,2020,0.018207009598760537,0.006574980568542221
high,high,1980,65,41,2021,0.017201844867229976,0.005100153882933389
high,high,1980,65,42,2022,0.018706106578549875,0.006062556900943594
high,high,1980,65,43,2023,0.01939924415637062,0.006175206416891399
high,high,1980,65,44,2024,0.01931286881177008,0.005465786565945985
