worker_type,spouse_type,birth_yr,claim_age,age,year,marginal_irr_scheduled,marginal_irr_payable
low,low,1940,65,25,1965,NA,NA
low,low,1940,65,26,1966,NA,NA
low,low,1940,65,27,1967,NA,NA
low,low,1940,65,28,1968,NA,NA
low,low,1940,65,29,1969,NA,NA
low,low,1940,65,30,1970,-0.03518080110460675,-0.03518080110460675
low,low,1940,65,31,1971,-0.07237165671341028,-0.07237165671341028
low,low,1940,65,32,1972,-0.0706667095810165,-0.0706667095810165
low,low,1940,65,33,1973,-0.08223768856365388,-0.08223768856365388
low,low,1940,65,34,1974,-0.10520032242617927,-0.10520032242617927
low,low,1940,65,35,1975,-0.08781452400764012,-0.08781452400764012
low,low,1940,65,36,1976,-0.08623878061468082,-0.08623878061468082
low,low,1940,65,37,1977,0.054869277675821726,0.054869277675821726
low,low,1940,65,38,1978,0.06972813098640862,0.06972813098640862
low,low,1940,65,39,1979,0.07214655850556206,0.07214655850556206
low,low,1940,65,40,1980,0.07521269283435617,0.07521269283435617
low,low,1940,65,41,1981,0.07689931097954683,0.07689931097954683
low,low,1940,65,42,1982,0.06162899630605789,0.06162899630605789
low,low,1940,65,43,1983,0.032720414569477496,0.032720414569477496
low,low,1940,65,44,1984,0.0327616509501969,0.0327616509501969
low,low,1940,65,45,1985,0.03149619921404323,0.03149619921404323
low,low,1940,65,46,1986,0.03368322493630882,0.03368322493630882
low,low,1940,65,47,1987,0.03182847532997268,0.03182847532997268
low,low,1940,65,48,1988,0.03031938641125187,0.03031938641125187
low,low,1940,65,49,1989,0.03387187768245514,0.03387187768245514
low,low,1940,65,50,1990,0.030220130627985675,0.030220130627985675
low,low,1940,65,51,1991,0.03546722209464881,0.03546722209464881
low,low,1940,65,52,1992,0.034398143449407836,0.034398143449407836
low,low,1940,65,53,1993,0.038327714031330506,0.038327714031330506
low,low,1940,65,54,1994,0.042856815964531725,0.042856815964531725
low,low,1940,65,55,1995,0.04453207911795709,0.04453207911795709
low,low,1940,65,56,1996,0.009338697233860715,0.009338697233860715
low,low,1940,65,57,1997,-0.0032227042658111715,-0.0032227042658111715
low,low,1940,65,58,1998,-0.03968797641865274,-0.03968797641865274
low,low,1940,65,59,1999,-0.07205560376199471,-0.07205560376199471
low,low,1940,65,60,2000,-0.14523207962356532,-0.14523207962356532
low,low,1940,65,61,2001,-0.20378898181831628,-0.20378898181831628
low,low,1940,65,62,2002,-0.3798224361590409,-0.3798224361590409
low,low,1940,65,63,2003,-0.5404787981094361,-0.5404787981094361
low,low,1940,65,64,2004,-0.9157981374522323,-0.9157981374522323
low,low,1945,65,21,1966,NA,NA
low,low,1945,65,22,1967,NA,NA
low,low,1945,65,23,1968,NA,NA
low,low,1945,65,24,1969,NA,NA
low,low,1945,65,25,1970,NA,NA
low,low,1945,65,26,1971,NA,NA
low,low,1945,65,27,1972,NA,NA
low,low,1945,65,28,1973,NA,NA
low,low,1945,65,29,1974,NA,NA
low,low,1945,65,30,1975,-0.008755200366871385,-0.008755200366871385
low,low,1945,65,31,1976,-0.06125879754507335,-0.06125879754507335
low,low,1945,65,32,1977,-0.0547677829787897,-0.0547677829787897
low,low,1945,65,33,1978,-0.06819159811642839,-0.06819159811642839
low,low,1945,65,34,1979,-0.07200118553549306,-0.07200118553549306
low,low,1945,65,35,1980,-0.06819927436790518,-0.06819927436790518
low,low,1945,65,36,1981,-0.07340519629810882,-0.07340519629810882
low,low,1945,65,37,1982,0.052081501839773336,0.052081501839773336
low,low,1945,65,38,1983,0.068190100262981,0.068190100262981
low,low,1945,65,39,1984,0.06835914419082845,0.06835914419082845
low,low,1945,65,40,1985,0.07130106132106517,0.07130106132106517
low,low,1945,65,41,1986,0.07273380837852272,0.07273380837852272
low,low,1945,65,42,1987,0.057366041349891095,0.057366041349891095
low,low,1945,65,43,1988,0.02700395468626038,0.02700395468626038
low,low,1945,65,44,1989,0.026603405826371995,0.026603405826371995
low,low,1945,65,45,1990,0.026180673013550315,0.026180673013550315
low,low,1945,65,46,1991,0.027818576897305602,0.027818576897305602
low,low,1945,65,47,1992,0.02798533711913409,0.02798533711913409
low,low,1945,65,48,1993,0.028348379552419756,0.028348379552419756
low,low,1945,65,49,1994,0.033805656979797316,0.033805656979797316
low,low,1945,65,50,1995,0.031917379543457525,0.031917379543457525
low,low,1945,65,51,1996,0.032069500202996704,0.032069500202996704
low,low,1945,65,52,1997,0.031866533452361345,0.031866533452361345
low,low,1945,65,53,1998,0.032478597713901936,0.032478597713901936
low,low,1945,65,54,1999,0.03077871655078912,0.03077871655078912
low,low,1945,65,55,2000,0.029501848290868216,0.029501848290868216
low,low,1945,65,56,2001,-0.0023032260369257873,-0.0023032260369257873
low,low,1945,65,57,2002,-0.010044612631305072,-0.010044612631305072
low,low,1945,65,58,2003,-0.041363122015996456,-0.041363122015996456
low,low,1945,65,59,2004,-0.06699380364694862,-0.06699380364694862
low,low,1945,65,60,2005,-0.1517774140454563,-0.1517774140454563
low,low,1945,65,61,2006,-0.19133263119681243,-0.19133263119681243
low,low,1945,65,62,2007,-0.3357471711442077,-0.3357471711442077
low,low,1945,65,63,2008,-0.46808622045715,-0.46808622045715
low,low,1945,65,64,2009,-0.8789156494873133,-0.8789156494873133
low,low,1950,65,21,1971,NA,NA
low,low,1950,65,22,1972,NA,NA
low,low,1950,65,23,1973,NA,NA
low,low,1950,65,24,1974,NA,NA
low,low,1950,65,25,1975,NA,NA
low,low,1950,65,26,1976,NA,NA
low,low,1950,65,27,1977,NA,NA
low,low,1950,65,28,1978,NA,NA
low,low,1950,65,29,1979,NA,NA
low,low,1950,65,30,1980,-0.007769328857699098,-0.00833509298575863
low,low,1950,65,31,1981,-0.0655886413929222,-0.0658549313370036
low,low,1950,65,32,1982,-0.06403180714772094,-0.06451351115216386
low,low,1950,65,33,1983,-0.06596416406639038,-0.06619564736574557
low,low,1950,65,34,1984,-0.06533865518796089,-0.06594513778740585
low,low,1950,65,35,1985,-0.08472273697389321,-0.0850620310266712
low,low,1950,65,36,1986,-0.07426007762489373,-0.07495750780918797
low,low,1950,65,37,1987,0.04871435496331866,0.04806431423889612
low,low,1950,65,38,1988,0.06249284058697491,0.061807621543395586
low,low,1950,65,39,1989,0.06447216888623397,0.06375308307730387
low,low,1950,65,40,1990,0.06524335968816408,0.06449881562817295
low,low,1950,65,41,1991,0.06849406342932318,0.06771175553140818
low,low,1950,65,42,1992,0.05362742507337637,0.052830796443116945
low,low,1950,65,43,1993,0.025560595474033,0.024733429998707646
low,low,1950,65,44,1994,0.025247804145815067,0.0243987675513615
low,low,1950,65,45,1995,0.02703751285254108,0.02613778498915975
low,low,1950,65,46,1996,0.025780934219884033,0.024838189577124137
low,low,1950,65,47,1997,0.026272625659602644,0.025284355151356408
low,low,1950,65,48,1998,0.02386242829120322,0.02281163728997071
low,low,1950,65,49,1999,0.025001038290394684,0.023856400583613935
low,low,1950,65,50,2000,0.021676504587999634,0.02050352155346924
low,low,1950,65,51,2001,0.024416856247019947,0.023125007943893383
low,low,1950,65,52,2002,0.026963293726119497,0.025594019181228722
low,low,1950,65,53,2003,0.029452976264235264,0.027937853671722523
low,low,1950,65,54,2004,0.03024251086990959,0.028604411925617024
low,low,1950,65,55,2005,0.031910502442284994,0.030108523902957707
low,low,1950,65,56,2006,-0.0024747070818479378,-0.004363190003810802
low,low,1950,65,57,2007,-0.013904562755618244,-0.01608040089887175
low,low,1950,65,58,2008,-0.04137862750347843,-0.04378801445049729
low,low,1950,65,59,2009,-0.07690455074666824,-0.07966881317402308
low,low,1950,65,60,2010,-0.1335979366758896,-0.1364954854415693
low,low,1950,65,61,2011,-0.2163890007023188,-0.21994695862045954
low,low,1950,65,62,2012,-0.33077528512696375,-0.33469247747904207
low,low,1950,65,63,2013,-0.5156888393614056,-0.5194428201528292
low,low,1950,65,64,2014,-0.8935496285851284,-0.8960026103355153
low,low,1955,65,21,1976,NA,NA
low,low,1955,65,22,1977,NA,NA
low,low,1955,65,23,1978,NA,NA
low,low,1955,65,24,1979,NA,NA
low,low,1955,65,25,1980,NA,NA
low,low,1955,65,26,1981,NA,NA
low,low,1955,65,27,1982,NA,NA
low,low,1955,65,28,1983,NA,NA
low,low,1955,65,29,1984,NA,NA
low,low,1955,65,30,1985,-0.0049174429399235775,-0.00675554008448731
low,low,1955,65,31,1986,-0.057309789365585395,-0.05926235150278614
low,low,1955,65,32,1987,-0.06119473448166568,-0.06303469080962809
low,low,1955,65,33,1988,-0.06820705443986408,-0.06978690112285735
low,low,1955,65,34,1989,-0.06289374043923934,-0.06530787627183643
low,low,1955,65,35,1990,-0.07350457508334851,-0.07491002819700887
low,low,1955,65,36,1991,-0.07161659806560794,-0.07395870975437424
low,low,1955,65,37,1992,0.04589180925717096,0.0434700833304833
low,low,1955,65,38,1993,0.06280602875091601,0.06026345068435579
low,low,1955,65,39,1994,0.06471878001127318,0.06206403891616108
low,low,1955,65,40,1995,0.06693304301727432,0.06416691297559729
low,low,1955,65,41,1996,0.06792154030494468,0.06502547519418633
low,low,1955,65,42,1997,0.052038670659356745,0.049094543728143814
low,low,1955,65,43,1998,0.021133261620835952,0.018110332723553224
low,low,1955,65,44,1999,0.021532010883337893,0.018346004320320963
low,low,1955,65,45,2000,0.020194783778056724,0.01689518950070168
low,low,1955,65,46,2001,0.021370251441036103,0.017902456618743345
low,low,1955,65,47,2002,0.021960244158391706,0.018252143036165513
low,low,1955,65,48,2003,0.02462260834868646,0.020738198254136364
low,low,1955,65,49,2004,0.02330886693999301,0.019159396024983844
low,low,1955,65,50,2005,0.024798632598761472,0.0203604403012414
low,low,1955,65,51,2006,0.026700881176912716,0.021958598903654147
low,low,1955,65,52,2007,0.026690428654638332,0.021592836704161122
low,low,1955,65,53,2008,0.029729111133810493,0.024179193152186196
low,low,1955,65,54,2009,0.03195929646165907,0.025853542585892564
low,low,1955,65,55,2010,0.03693520950047646,0.030273690558310307
low,low,1955,65,56,2011,0.002089152620722512,-0.005274539183309335
low,low,1955,65,57,2012,-0.008881755997552476,-0.016742280804562304
low,low,1955,65,58,2013,-0.03205063706707467,-0.041085582266378484
low,low,1955,65,59,2014,-0.08152559725620567,-0.09143527000448837
low,low,1955,65,60,2015,-0.12617352599115272,-0.13729465102541072
low,low,1955,65,61,2016,-0.22567925685031376,-0.23813715620938447
low,low,1955,65,62,2017,-0.3591772033396198,-0.37308973700727455
low,low,1955,65,63,2018,-0.5360906690735183,-0.5519724884238955
low,low,1955,65,64,2019,-0.8463247826022131,-0.8550156662263637
low,low,1960,65,21,1981,NA,NA
low,low,1960,65,22,1982,NA,NA
low,low,1960,65,23,1983,NA,NA
low,low,1960,65,24,1984,NA,NA
low,low,1960,65,25,1985,NA,NA
low,low,1960,65,26,1986,NA,NA
low,low,1960,65,27,1987,NA,NA
low,low,1960,65,28,1988,NA,NA
low,low,1960,65,29,1989,NA,NA
low,low,1960,65,30,1990,0.005857583121185783,0.002277421589547801
low,low,1960,65,31,1991,-0.04992820795153596,-0.053439382827524806
low,low,1960,65,32,1992,-0.053608630613252495,-0.05726656582952405
low,low,1960,65,33,1993,-0.05095957096000958,-0.05444510403466385
low,low,1960,65,34,1994,-0.054990196108345435,-0.058799288946344896
low,low,1960,65,35,1995,-0.05613905404234565,-0.06026100294007142
low,low,1960,65,36,1996,-0.060379145892819674,-0.06424310092068741
low,low,1960,65,37,1997,0.03592107761298169,0.03135950985488578
low,low,1960,65,38,1998,0.0530288274148869,0.048171565238255276
low,low,1960,65,39,1999,0.052961421690108645,0.04794674802879939
low,low,1960,65,40,2000,0.05407043852892213,0.04881440294176809
low,low,1960,65,41,2001,0.05655076297424011,0.051083005646793245
low,low,1960,65,42,2002,0.0425909581668753,0.03697696384887217
low,low,1960,65,43,2003,0.0128601515474418,0.007122996195841003
low,low,1960,65,44,2004,0.012189640603384344,0.006207732325685944
low,low,1960,65,45,2005,0.013977995792567866,0.007678866110369276
low,low,1960,65,46,2006,0.012884706311059535,0.0062965177882114975
low,low,1960,65,47,2007,0.01280572216448883,0.00583466434726021
low,low,1960,65,48,2008,0.0133671634739978,0.005947038966722884
low,low,1960,65,49,2009,0.014640528844075185,0.00682046544520909
low,low,1960,65,50,2010,0.016231802388303684,0.007801171303244647
low,low,1960,65,51,2011,0.015307985177217986,0.006292406136900741
low,low,1960,65,52,2012,0.017903892780841257,0.008238967143870735
low,low,1960,65,53,2013,0.017518950225010377,0.007004095394214982
low,low,1960,65,54,2014,0.01869840716623128,0.007265228584186989
low,low,1960,65,55,2015,0.017213413234234753,0.004530958295843712
low,low,1960,65,56,2016,-0.014414990514637016,-0.027893152319648284
low,low,1960,65,57,2017,-0.030996084696907067,-0.04578179730798926
low,low,1960,65,58,2018,-0.06029785462920756,-0.07717648657355036
low,low,1960,65,59,2019,-0.10715863780279944,-0.1251927125686514
low,low,1960,65,60,2020,-0.16897678517034076,-0.18944062274336904
low,low,1960,65,61,2021,-0.20361699457220261,-0.22798311105335944
low,low,1960,65,62,2022,-0.29187766921002956,-0.3207319924927877
low,low,1960,65,63,2023,-0.4637614968272902,-0.49610795390403895
low,low,1960,65,64,2024,-0.7557338670535323,-0.7843151352030273
low,low,1965,65,21,1986,NA,NA
low,low,1965,65,22,1987,NA,NA
low,low,1965,65,23,1988,NA,NA
low,low,1965,65,24,1989,NA,NA
low,low,1965,65,25,1990,NA,NA
low,low,1965,65,26,1991,NA,NA
low,low,1965,65,27,1992,NA,NA
low,low,1965,65,28,1993,NA,NA
low,low,1965,65,29,1994,NA,NA
low,low,1965,65,30,1995,0.00681753819172104,0.001386589503255875
low,low,1965,65,31,1996,-0.05036471863069103,-0.05559649767038555
low,low,1965,65,32,1997,-0.0521271525716146,-0.05760199455739101
low,low,1965,65,33,1998,-0.051925011486560924,-0.05758969309513684
low,low,1965,65,34,1999,-0.05727564641314431,-0.06296722998295845
low,low,1965,65,35,2000,-0.062072645762700884,-0.0682664182109004
low,low,1965,65,36,2001,-0.06123200174980059,-0.06712950288418085
low,low,1965,65,37,2002,0.03635239167537674,0.029372638704788345
low,low,1965,65,38,2003,0.05293307726340468,0.045565941514513986
low,low,1965,65,39,2004,0.05410483640040242,0.04644676353809163
low,low,1965,65,40,2005,0.05639950092781931,0.048411596972125936
low,low,1965,65,41,2006,0.05813525749525117,0.04980499301277597
low,low,1965,65,42,2007,0.04233406279355556,0.033786207083112973
low,low,1965,65,43,2008,0.01371456386685832,0.005022450997954397
low,low,1965,65,44,2009,0.015487166329583912,0.006347401292021049
low,low,1965,65,45,2010,0.015530756660552258,0.005956527188048399
low,low,1965,65,46,2011,0.015864923183684043,0.0057430881922524435
low,low,1965,65,47,2012,0.015646556099187192,0.00504128142909277
low,low,1965,65,48,2013,0.017066974186368933,0.005774362788251608
low,low,1965,65,49,2014,0.017212627519351598,0.005245863748543522
low,low,1965,65,50,2015,0.017247914478457638,0.004490157090825786
low,low,1965,65,51,2016,0.01698200061193056,0.003251042075476107
low,low,1965,65,52,2017,0.01796213665819879,0.003261722500884412
low,low,1965,65,53,2018,0.018495565078984644,0.002547682934816331
low,low,1965,65,54,2019,0.017742615120377225,3.928787825158153e-4
low,low,1965,65,55,2020,0.019171212082822908,-9.404034589455268e-5
low,low,1965,65,56,2021,-0.019802580681768878,-0.040071162614496836
low,low,1965,65,57,2022,-0.031711270795747426,-0.05449706724436476
low,low,1965,65,58,2023,-0.059287057901584284,-0.08431037804657049
low,low,1965,65,59,2024,-0.10462065142877197,-0.1325742316443841
low,low,1965,65,60,2025,-0.1604420004977818,-0.19193710643134865
low,low,1965,65,61,2026,-0.2337933385531923,-0.26895512763947116
low,low,1965,65,62,2027,-0.3651932716985197,-0.4040718553233994
low,low,1965,65,63,2028,-0.5302954755426859,-0.5729355297991321
low,low,1965,65,64,2029,-0.8307670764463168,-0.859550165134335
low,low,1970,65,21,1991,NA,NA
low,low,1970,65,22,1992,NA,NA
low,low,1970,65,23,1993,NA,NA
low,low,1970,65,24,1994,NA,NA
low,low,1970,65,25,1995,NA,NA
low,low,1970,65,26,1996,NA,NA
low,low,1970,65,27,1997,NA,NA
low,low,1970,65,28,1998,NA,NA
low,low,1970,65,29,1999,NA,NA
low,low,1970,65,30,2000,0.0037832055326145753,-0.0035343461241805763
low,low,1970,65,31,2001,-0.05151969095101172,-0.0586395108491391
low,low,1970,65,32,2002,-0.050677475540982786,-0.05801092822927223
low,low,1970,65,33,2003,-0.05641235024334568,-0.06393768578132364
low,low,1970,65,34,2004,-0.0573314531568303,-0.06508605309193627
low,low,1970,65,35,2005,-0.0572771493745331,-0.0652943240781656
low,low,1970,65,36,2006,-0.06123521881302274,-0.06950006416104859
low,low,1970,65,37,2007,0.03719529266452848,0.027756523117356213
low,low,1970,65,38,2008,0.05331138641676847,0.043367687532495314
low,low,1970,65,39,2009,0.05673461803971058,0.046380347210028816
low,low,1970,65,40,2010,0.058060763230423085,0.0472787076063379
low,low,1970,65,41,2011,0.06068491508112017,0.04942757721424518
low,low,1970,65,42,2012,0.04488702298472158,0.03331997982558432
low,low,1970,65,43,2013,0.017135500226041156,0.005365077062434498
low,low,1970,65,44,2014,0.016344668175645838,0.004029225570517436
low,low,1970,65,45,2015,0.016715826484162255,0.00378189985639521
low,low,1970,65,46,2016,0.016608757313575584,0.002999426064853594
low,low,1970,65,47,2017,0.017831265140864527,0.0034525153188695867
low,low,1970,65,48,2018,0.016651520060197544,0.0014534874614011706
low,low,1970,65,49,2019,0.01706226165792435,9.097285965684598e-4
low,low,1970,65,50,2020,0.01739908542592139,1.8437349646815981e-4
low,low,1970,65,51,2021,0.015559895642197397,-0.002847169341312794
low,low,1970,65,52,2022,0.017882369425464173,-0.001968402085474219
low,low,1970,65,53,2023,0.018690092602927866,-0.002818410358009227
low,low,1970,65,54,2024,0.019332421773372355,-0.0041174606155991444
low,low,1970,65,55,2025,0.019308218187380488,-0.006464204719905942
low,low,1970,65,56,2026,-0.015266434291066444,-0.042874464022130465
low,low,1970,65,57,2027,-0.03157501455971479,-0.06209479921205585
low,low,1970,65,58,2028,-0.061659331281185725,-0.09535422744052746
low,low,1970,65,59,2029,-0.10802030834541143,-0.14527937721045636
low,low,1970,65,60,2030,-0.169006083007741,-0.21052366930512278
low,low,1970,65,61,2031,-0.24266017049935706,-0.289596651287509
low,low,1970,65,62,2032,-0.35647822239331883,-0.40913147047293474
low,low,1970,65,63,2033,-0.5469068984358048,-0.6013925767828889
low,low,1970,65,64,2034,-0.8375045226497193,-0.8741937698753447
low,low,1975,65,21,1996,NA,NA
low,low,1975,65,22,1997,NA,NA
low,low,1975,65,23,1998,NA,NA
low,low,1975,65,24,1999,NA,NA
low,low,1975,65,25,2000,NA,NA
low,low,1975,65,26,2001,NA,NA
low,low,1975,65,27,2002,NA,NA
low,low,1975,65,28,2003,NA,NA
low,low,1975,65,29,2004,NA,NA
low,low,1975,65,30,2005,0.00570927830625223,-0.002037337834931985
low,low,1975,65,31,2006,-0.05072777753833502,-0.058233683949258874
low,low,1975,65,32,2007,-0.050826552501564426,-0.058586622232095875
low,low,1975,65,33,2008,-0.05379228802254021,-0.06175963989090216
low,low,1975,65,34,2009,-0.0552544054162345,-0.06344047164440625
low,low,1975,65,35,2010,-0.05659708560123411,-0.06506835150532131
low,low,1975,65,36,2011,-0.05861330597369241,-0.06736143072397527
low,low,1975,65,37,2012,0.03968945484821118,0.02969358111001008
low,low,1975,65,38,2013,0.056355281121394096,0.04582435559743292
low,low,1975,65,39,2014,0.058023782068971075,0.04707089862456959
low,low,1975,65,40,2015,0.05920505845552215,0.047805850036136244
low,low,1975,65,41,2016,0.06142353194186656,0.04952763187066633
low,low,1975,65,42,2017,0.04647649372234408,0.03423761840529349
low,low,1975,65,43,2018,0.01692787067225643,0.004499054592752794
low,low,1975,65,44,2019,0.01679638173144893,0.003782084892670401
low,low,1975,65,45,2020,0.0170667713994177,0.003404789896718885
low,low,1975,65,46,2021,0.01569756463516514,0.0013349316971043024
low,low,1975,65,47,2022,0.017936781672933222,0.002755592534821716
low,low,1975,65,48,2023,0.018517806673772785,0.0024337652780439534
low,low,1975,65,49,2024,0.017938644742483856,8.71575209200115e-4
low,low,1975,65,50,2025,0.018444732972117128,2.408892493743764e-4
low,low,1975,65,51,2026,0.018067147815141738,-0.0014152552941623098
low,low,1975,65,52,2027,0.018264492224505213,-0.002705981486217035
low,low,1975,65,53,2028,0.017149161379234723,-0.0055257455904849095
low,low,1975,65,54,2029,0.01822640119302399,-0.0065107257432546195
low,low,1975,65,55,2030,0.01765631981433957,-0.00949884565485759
low,low,1975,65,56,2031,-0.016838230102751317,-0.045957535729726495
low,low,1975,65,57,2032,-0.03372977740471994,-0.06584789625668919
low,low,1975,65,58,2033,-0.06388272202348699,-0.0993763663485766
low,low,1975,65,59,2034,-0.10434179835835111,-0.1438403931220371
low,low,1975,65,60,2035,-0.1706044065876431,-0.2143018030486612
low,low,1975,65,61,2036,-0.2459130663156226,-0.29522548778753877
low,low,1975,65,62,2037,-0.36734383361087564,-0.42186367791694956
low,low,1975,65,63,2038,-0.5448193363498514,-0.6023267839736294
low,low,1975,65,64,2039,-0.8432620734456123,-0.8804984394976589
low,low,1980,65,21,2001,NA,NA
low,low,1980,65,22,2002,NA,NA
low,low,1980,65,23,2003,NA,NA
low,low,1980,65,24,2004,NA,NA
low,low,1980,65,25,2005,NA,NA
low,low,1980,65,26,2006,NA,NA
low,low,1980,65,27,2007,NA,NA
low,low,1980,65,28,2008,NA,NA
low,low,1980,65,29,2009,NA,NA
low,low,1980,65,30,2010,0.008489191847397715,2.4240086078419765e-4
low,low,1980,65,31,2011,-0.047986883789295276,-0.05598915118336789
low,low,1980,65,32,2012,-0.048947874425978366,-0.05715376303222264
low,low,1980,65,33,2013,-0.050795748793341367,-0.05930505404821462
low,low,1980,65,34,2014,-0.054284477242446116,-0.06304485125300974
low,low,1980,65,35,2015,-0.054159923078439975,-0.06313219367654044
low,low,1980,65,36,2016,-0.05764163392138133,-0.06695595864428194
low,low,1980,65,37,2017,0.042039100025624165,0.03140683479929174
low,low,1980,65,38,2018,0.057711077834551316,0.04651849910406036
low,low,1980,65,39,2019,0.059361912732543765,0.04772265845482293
low,low,1980,65,40,2020,0.06124602902314513,0.04912242458550464
low,low,1980,65,41,2021,0.061951698124726784,0.04931616303514397
low,low,1980,65,42,2022,0.048282560998679225,0.03527320931795108
low,low,1980,65,43,2023,0.01916863636200694,0.00594853629052583
low,low,1980,65,44,2024,0.0194625154301582,0.005610494111222719
low,low,1980,65,45,2025,0.019355934028035593,0.004819977168761591
low,low,1980,65,46,2026,0.019614061231409963,0.004318988839024485
low,low,1980,65,47,2027,0.019107465694828685,0.0029723582188248
low,low,1980,65,48,2028,0.019078551452383463,0.0020017812943697866
low,low,1980,65,49,2029,0.01953752715556134,0.0013985333745791806
low,low,1980,65,50,2030,0.019226290584193118,-1.0522920345223952e-4
low,low,1980,65,51,2031,0.01965783663650078,-0.001053237274089902
low,low,1980,65,52,2032,0.019425077454326978,-0.0028515441484043835
low,low,1980,65,53,2033,0.019829614102273352,-0.004289371302940159
low,low,1980,65,54,2034,0.019845609418925658,-0.006446276372646831
low,low,1980,65,55,2035,0.020252290023546005,-0.008629569560163586
low,low,1980,65,56,2036,-0.01349611883492785,-0.04449134458212978
low,low,1980,65,57,2037,-0.030395968174484644,-0.06460328888588707
low,low,1980,65,58,2038,-0.060226993874386014,-0.09797882141620773
low,low,1980,65,59,2039,-0.10184893990590926,-0.1438648485475138
low,low,1980,65,60,2040,-0.16229383118568508,-0.20905517471428292
low,low,1980,65,61,2041,-0.23786895294605426,-0.2906847218711185
low,low,1980,65,62,2042,-0.35709750640343996,-0.4157787867199134
low,low,1980,65,63,2043,-0.5491511448643767,-0.6095234417549011
low,low,1980,65,64,2044,-0.8400290978305168,-0.8799887244111947
low,low,1985,65,21,2006,NA,NA
low,low,1985,65,22,2007,NA,NA
low,low,1985,65,23,2008,NA,NA
low,low,1985,65,24,2009,NA,NA
low,low,1985,65,25,2010,NA,NA
low,low,1985,65,26,2011,NA,NA
low,low,1985,65,27,2012,NA,NA
low,low,1985,65,28,2013,NA,NA
low,low,1985,65,29,2014,NA,NA
low,low,1985,65,30,2015,0.008905285186479706,1.5207465390454367e-4
low,low,1985,65,31,2016,-0.04716983103458705,-0.055687686393492974
low,low,1985,65,32,2017,-0.048374779808037505,-0.0571255604724753
low,low,1985,65,33,2018,-0.05089299615733711,-0.05988548107222358
low,low,1985,65,34,2019,-0.05302651958381155,-0.06232079051385664
low,low,1985,65,35,2020,-0.054740354078997244,-0.06430895334998021
low,low,1985,65,36,2021,-0.0584602560216162,-0.06830065324068135
low,low,1985,65,37,2022,0.04194519497177174,0.030660569660767578
low,low,1985,65,38,2023,0.058400457729505195,0.04651337026121216
low,low,1985,65,39,2024,0.05975184178224624,0.04739357836049196
low,low,1985,65,40,2025,0.06180735184711539,0.04893280323486193
low,low,1985,65,41,2026,0.06326101413925822,0.04983633379218899
low,low,1985,65,42,2027,0.04760726784267755,0.03380852409335655
low,low,1985,65,43,2028,0.01846658933724976,0.004444252826578232
low,low,1985,65,44,2029,0.018226119730536672,0.0035476763542796608
low,low,1985,65,45,2030,0.018399600052654508,0.002986321708152717
low,low,1985,65,46,2031,0.018382828159308584,0.0021676652511180006
low,low,1985,65,47,2032,0.01842861267482987,0.0013197787202965383
low,low,1985,65,48,2033,0.018251458227644513,1.466534874028369e-4
low,low,1985,65,49,2034,0.01851937824734695,-7.106323004962833e-4
low,low,1985,65,50,2035,0.018433472981247423,-0.0020618383924394523
low,low,1985,65,51,2036,0.018701952776618347,-0.0032499665041957337
low,low,1985,65,52,2037,0.01870758517565041,-0.00491304770092027
low,low,1985,65,53,2038,0.018960572918239604,-0.006608094874691273
low,low,1985,65,54,2039,0.019885279547583457,-0.008004457378091412
low,low,1985,65,55,2040,0.020050092151403742,-0.010583077798520746
low,low,1985,65,56,2041,-0.014299574367544254,-0.047138175679097616
low,low,1985,65,57,2042,-0.030032463104191942,-0.06632321990002421
low,low,1985,65,58,2043,-0.06023583485496209,-0.10029131716118267
low,low,1985,65,59,2044,-0.10155246054861322,-0.14607376785889215
low,low,1985,65,60,2045,-0.16217335824761803,-0.21178051683905585
low,low,1985,65,61,2046,-0.24329996913834762,-0.29882307306166533
low,low,1985,65,62,2047,-0.3593204348570682,-0.42129061922845834
low,low,1985,65,63,2048,-0.5460562447035189,-0.6101503762542249
low,low,1985,65,64,2049,-0.8441610220105259,-0.8851916416539432
low,low,1990,65,21,2011,NA,NA
low,low,1990,65,22,2012,NA,NA
low,low,1990,65,23,2013,NA,NA
low,low,1990,65,24,2014,NA,NA
low,low,1990,65,25,2015,NA,NA
low,low,1990,65,26,2016,NA,NA
low,low,1990,65,27,2017,NA,NA
low,low,1990,65,28,2018,NA,NA
low,low,1990,65,29,2019,NA,NA
low,low,1990,65,30,2020,0.009093976369269008,-2.0315041999763306e-4
low,low,1990,65,31,2021,-0.04756797120147127,-0.05659922934214778
low,low,1990,65,32,2022,-0.04952523754739968,-0.058804228164057726
low,low,1990,65,33,2023,-0.04993475735427799,-0.05949928943508187
low,low,1990,65,34,2024,-0.05199532147541186,-0.061822302997226464
low,low,1990,65,35,2025,-0.05554252902635848,-0.06570454193031916
low,low,1990,65,36,2026,-0.0569839159058978,-0.06745396018558447
low,low,1990,65,37,2027,0.04185204156766864,0.029872602721471964
low,low,1990,65,38,2028,0.05732159245673163,0.044714697809320914
low,low,1990,65,39,2029,0.05881246173633836,0.045705031604763136
low,low,1990,65,40,2030,0.06069268138813144,0.047040327944188
low,low,1990,65,41,2031,0.06220549046373369,0.047967425119750606
low,low,1990,65,42,2032,0.04689197671642642,0.03225496228434288
low,low,1990,65,43,2033,0.017486832390912532,0.002619787896450898
