worker_type,spouse_type,birth_yr,claim_age,irr_scheduled,irr_payable
max,high,1990,65,0.014927266352787093,0.0044798017011194674
max,high,1995,65,0.01590798907256463,0.005102772832730809
max,high,2000,65,0.015727671747802825,0.004624454982764577
max,high,2005,65,0.015542395083392644,0.0043795331253967265
max,high,2010,65,0.015454326148638571,0.004398009575776544
max,max,1930,65,0.02740684870372069,0.02740684870372069
max,max,1935,65,0.022588647208656394,0.022588647208656394
max,max,1940,65,0.02005106651822316,0.02005106651822316
max,max,1945,65,0.01386953406224387,0.01386953406224387
max,max,1950,65,0.011482229310588968,0.010861007367999973
max,max,1955,65,0.010685468928769072,0.008338635227086267
max,max,1960,65,0.008026859246207614,0.003615878831523051
max,max,1965,65,0.008093178444984814,0.001700293096819769
max,max,1970,65,0.008720259897008904,4.999335057372862e-4
max,max,1975,65,0.009160241045622835,4.5797044599034723e-4
max,max,1980,65,0.010632488180509768,0.001521499783605568
max,max,1985,65,0.0108357688925247,0.0010953278555790602
max,max,1990,65,0.010827160125709438,4.4133957132760676e-4
max,max,1995,65,0.01186578848704474,0.0011308497319146367
max,max,2000,65,0.011688056621187689,6.618005640717916e-4
max,max,2005,65,0.011477144255189621,4.08005345104419e-4
max,max,2010,65,0.01137406152152401,4.209657921765701e-4
