worker_type,spouse_type,birth_yr,claim_age,irr_scheduled,irr_payable
max,none,2005,65,0.011477144255189621,4.08005345104419e-4
max,none,2010,65,0.01137406152152401,4.209657921765701e-4
max,very_low,1930,65,0.038237293302181855,0.038237293302181855
max,very_low,1935,65,0.03333712115810069,0.03333712115810069
max,very_low,1940,65,0.030767226331046102,0.030767226331046102
max,very_low,1945,65,0.024550418492322965,0.024550418492322965
max,very_low,1950,65,0.0218454904619688,0.02129893724810698
max,very_low,1955,65,0.02083936274396744,0.018718727491289843
max,very_low,1960,65,0.01782771604744757,0.013723961821689062
max,very_low,1965,65,0.017807874059883207,0.0117045980907987
max,very_low,1970,65,0.0184025344821792,0.010390913365553095
max,very_low,1975,65,0.0188460389158964,0.010375096151794518
max,very_low,1980,65,0.020183667474815252,0.01130950388022108
max,very_low,1985,65,0.020432689757438862,0.010946215605825132
max,very_low,1990,65,0.020456575439220758,0.010333644599911714
max,very_low,1995,65,0.02135464567432868,0.010857186003053071
max,very_low,2000,65,0.021175222895573612,0.01037055166772199
max,very_low,2005,65,0.020943242952797366,0.010070703792284523
max,very_low,2010,65,0.02082680009500592,0.010050289069093951
max,low,1930,65,0.034585397180571624,0.034585397180571624
max,low,1935,65,0.03009094030371525,0.03009094030371525
max,low,1940,65,0.027867165008210126,0.027867165008210126
max,low,1945,65,0.021944383597347548,0.021944383597347548
max,low,1950,65,0.019494174926596882,0.01893155879055048
max,low,1955,65,0.018666531095513222,0.016494242681854513
max,low,1960,65,0.01580757352905973,0.011627687264511855
max,low,1965,65,0.015835800287306467,0.009651283328842785
max,low,1970,65,0.016454896107982474,0.008370552794226362
max,low,1975,65,0.016906374357422167,0.008355919644849311
max,low,1980,65,0.018284130871792356,0.009325925314764642
max,low,1985,65,0.018513612110493925,0.008938054231893774
max,low,1990,65,0.01851826770970671,0.008304066395553053
max,low,1995,65,0.019440661368332463,0.008857150590806908
max,low,2000,65,0.019259863076605387,0.008372504276153141
max,low,2005,65,0.01904201639869144,0.008090052132251219
max,low,2010,65,0.018933669384743067,0.008081596878533
max,medium,1930,65,0.03125841409960214,0.03125841409960214
max,medium,1935,65,0.02682563060371718,0.02682563060371718
max,medium,1940,65,0.024591626698652683,0.024591626698652683
max,medium,1945,65,0.018732780096763556,0.018732780096763556
max,medium,1950,65,0.016398619184571594,0.015813546668855833
max,medium,1955,65,0.015785222906729953,0.013540290928551857
max,medium,1960,65,0.013175560292209497,0.00888587777236968
max,medium,1965,65,0.013248899259229193,0.0069412414457299424
max,medium,1970,65,0.013900266826526907,0.005698129712575712
max,medium,1975,65,0.014373048854568282,0.005694051966036149
max,medium,1980,65,0.01580450740210455,0.006709646363515227
max,medium,1985,65,0.016009278509343826,0.0062901543101958396
max,medium,1990,65,0.01599460383515355,0.00563399729424525
max,medium,1995,65,0.01695962359779958,0.006237309438893102
max,medium,2000,65,0.016780052221418235,0.005757901824069101
max,medium,2005,65,0.016580120549336125,0.0054977596827357565
max,medium,2010,65,0.016483332892736312,0.005505598798154554
max,high,1930,65,0.029618828244574603,0.029618828244574603
max,high,1935,65,0.024970004260238293,0.024970004260238293
max,high,1940,65,0.022729412623254886,0.022729412623254886
max,high,1945,65,0.017049083084112477,0.017049083084112477
max,high,1950,65,0.014957504406263662,0.014361784795488436
max,high,1955,65,0.014527861834239693,0.012248034623156545
max,high,1960,65,0.011994577654516721,0.007646526016143003
max,high,1965,65,0.012142454339385728,0.005767075950157506
max,high,1970,65,0.012821963920897024,0.004549738004223361
max,high,1975,65,0.013309479372145562,0.004554385425046867
max,high,1980,65,0.014774947908460883,0.005598313783971402
max,high,1985,65,0.014961628111397118,0.0051571501376019785
