worker_type,spouse_type,birth_yr,claim_age,age,year,earnings,tax,pv_ben_through_t,delta_pv_ben,net_tax
high,medium,1965,65,52,2017,87459.44482,10844.97115768,1118520.042248022,17818.804418512387,-0.02001397988759725
high,medium,1965,65,53,2018,90055.79660000002,11166.9187784,1131597.783096409,13077.740848386891,0.01837438823746427
high,medium,1965,65,54,2019,92727.38286,11498.19547464,1139834.6032773545,8236.820180945331,0.05796857638060013
high,medium,1965,65,55,2020,94346.1056,11698.9170944,1148008.6510950455,8174.047817691462,0.05895204498160499
high,medium,1965,65,56,2021,100796.91648,12498.81764352,1153851.246970485,5842.595875439234,0.07987171919180272
high,medium,1965,65,57,2022,103730.88138,12862.629291119998,1159073.4825103586,5222.235539873596,0.08452301108641376
high,medium,1965,65,58,2023,105595.553,13093.848572,1163299.3160585554,4225.833548196824,0.09133270919540556
high,medium,1965,65,59,2024,106918.08516,13257.84255984,1166736.821593326,3437.5055347706657,0.09662696811473688
high,medium,1965,65,60,2025,106793.65856,13242.41366144,1169286.9504219154,2550.128828589339,0.10281565481134732
high,medium,1965,65,61,2026,105144.93957,13037.97250668,1171333.8189680865,2046.8685461711136,0.106021614248925
high,medium,1965,65,62,2027,105632.52768,13098.433432320002,1172964.6210380157,1630.8020699291956,0.10915762399816292
high,medium,1965,65,63,2028,106223.99992,13171.77599008,1174237.8534540122,1273.232415996492,0.11200402331273272
high,medium,1965,65,64,2029,106598.11444,13218.16619056,1175314.7874609793,1076.934006967116,0.1134745450925333
high,medium,1970,65,21,1991,9662.5388,1198.1548111999998,807810.9446571012,0,0.12399999999999996
high,medium,1970,65,22,1992,12522.73932,1552.8196756799998,807810.9446571012,0,0.124
high,medium,1970,65,23,1993,16146.603659999995,2002.1788538399992,807810.9446571012,0,0.124
high,medium,1970,65,24,1994,19810.44402,2456.495058479999,807810.9446571012,0,0.12399999999999996
high,medium,1970,65,25,1995,23223.320399999997,2879.6917295999992,807810.9446571012,0,0.12399999999999996
high,medium,1970,65,26,1996,26769.0587,3319.3632787999995,807810.9446571012,0,0.124
high,medium,1970,65,27,1997,30689.694,3805.5220559999993,807810.9446571012,0,0.12399999999999996
high,medium,1970,65,28,1998,34576.005119999994,4287.424634879999,807810.9446571012,0,0.12399999999999996
high,medium,1970,65,29,1999,38605.28728,4787.055622719999,807810.9446571012,0,0.124
high,medium,1970,65,30,2000,42733.75578,5298.98571672,817712.4079904066,9901.463333305437,0.03843172780118882
high,medium,1970,65,31,2001,45596.8592,5654.0105408,819693.1201190633,1980.7121286566835,0.10712333559602656
high,medium,1970,65,32,2002,47716.74915,5916.876894599999,835563.4892179212,15870.36909885786,-0.01154760526629161
high,medium,1970,65,33,2003,50382.06105,6247.3755702,851914.7027282162,16351.213510295029,-0.01368938499500108
high,medium,1970,65,34,2004,54150.14745,6714.6182838,868751.9744498276,16837.27172161138,-0.01358870575326087
high,medium,1970,65,35,2005,57424.868760000005,7120.68372624,885921.6940482979,17169.719598470372,-0.01399336597305275
high,medium,1970,65,36,2006,61223.83344000001,7591.755346560001,903450.1881138944,17528.494065596373,-0.0144778738117019
high,medium,1970,65,37,2007,65052.82280000001,8066.550027200001,921264.1974400604,17814.009326166124,-0.0146751072908941
high,medium,1970,65,38,2008,67541.34098,8375.126281519999,939305.3148904104,18041.117450349964,-0.01613818602239532
high,medium,1970,65,39,2009,67337.00293999999,8349.78836456,957652.1918573696,18346.876966959215,-0.02309112772790962
high,medium,1970,65,40,2010,69720.31759,8645.319381160001,976150.403815396,18498.211958026397,-0.02324536097816526
high,medium,1970,65,41,2011,72592.56129,9001.477599959999,994868.9607881708,18718.55697277491,-0.02253839433272431
high,medium,1970,65,42,2012,75435.48234,9353.99981016,1013636.4190817112,18767.458293540287,-0.01950499338956855
high,medium,1970,65,43,2013,77028.08256000001,9551.48223744,1032668.3558382308,19031.9367565196,-0.02122631167373831
high,medium,1970,65,44,2014,80273.58504,9953.92454496,1051730.467596136,19062.111757905222,-0.01878592360197993
high,medium,1970,65,45,2015,83499.22167999999,10353.903488319998,1070952.3357139514,19221.86811781535,-0.01718884331619477
high,medium,1970,65,46,2016,84831.9096,10519.156790399998,1090186.4082237843,19234.072509833142,-0.01756210053536031
high,medium,1970,65,47,2017,88012.98561,10913.61021564,1109567.4470708126,19381.038847028045,-0.01665038487745868
high,medium,1970,65,48,2018,91307.2958,11322.104679199998,1128934.9862367716,19367.539165958995,-0.01541033262821921
high,medium,1970,65,49,2019,94674.9825,11739.69783,1148308.2518903725,19373.265653600916,-0.01344992179147244
high,medium,1970,65,50,2020,97350.05,12071.4062,1167682.721103504,19374.469213131582,-0.01101807290396426
high,medium,1970,65,51,2021,105824.64729,13122.25626396,1187007.7100904016,19324.988986897515,-0.0016228526479948
high,medium,1970,65,52,2022,110875.93594,13748.616056559998,1206230.3037719198,19222.59368151822,0.0011576438689455
high,medium,1970,65,53,2023,115055.8486,14266.9252264,1220255.7027758113,14025.399003891507,0.03408529888166103
high,medium,1970,65,54,2024,119075.76216,14765.39450784,1229143.584500285,8887.881724473787,0.06657732965210951
high,medium,1970,65,55,2025,122545.36192,15195.624878080002,1237950.4217032152,8806.837202930124,0.06638981142504499
high,medium,1970,65,56,2026,125240.64384,15529.83983616,1244298.2665523677,6347.844849152258,0.08170315745324877
high,medium,1970,65,57,2027,127322.82432,15788.03021568,1249874.3461184832,5576.079566115746,0.08595475679470525
high,medium,1970,65,58,2028,129213.3844,16022.4596656,1254455.3811334774,4581.03501499421,0.09193845066663844
high,medium,1970,65,59,2029,130408.98101999998,16170.713646479997,1258125.2620388514,3669.8809053739537,0.09750746024632174
high,medium,1970,65,60,2030,130109.0051,16133.516632399998,1260911.527801572,2786.26576272049,0.10301325733360876
high,medium,1970,65,61,2031,127796.80562,15846.80389688,1263096.5129118802,2184.9851103082765,0.10655748650916588
high,medium,1970,65,62,2032,128277.67806,15906.43207944,1264835.0680876612,1738.5551757810172,0.1096064241141198
high,medium,1970,65,63,2033,128810.16283,15972.46019092,1266211.8044973062,1376.736409645062,0.1121836672516488
high,medium,1970,65,64,2034,129158.9858,16015.7142392,1267256.8091014486,1045.004604142392,0.11468835628253828
high,medium,1975,65,21,1996,11479.8577,1423.5023548,876058.0904279627,0,0.124
high,medium,1975,65,22,1997,14974.596,1856.849904,876058.0904279627,0,0.124
high,medium,1975,65,23,1998,20145.285119999997,2498.015354879999,876058.0904279627,0,0.124
high,medium,1975,65,24,1999,25411.84656,3151.0689734399994,876058.0904279627,0,0.124
high,medium,1975,65,25,2000,30225.530799999997,3747.9658192,876058.0904279627,0,0.124
high,medium,1975,65,26,2001,34008.34336,4217.03457664,876058.0904279627,0,0.124
high,medium,1975,65,27,2002,37209.088710000004,4613.927000039999,876058.0904279627,0,0.12399999999999996
high,medium,1975,65,28,2003,40809.810099999995,5060.4164524,876058.0904279627,0,0.124
high,medium,1975,65,29,2004,45166.71285,5600.6723934,876058.0904279627,0,0.124
high,medium,1975,65,30,2005,49110.45726,6089.696700240001,886823.1354360939,10765.045008131186,0.034235320231044176
high,medium,1975,65,31,2006,53532.20285000001,6637.993153400001,889134.4580117343,2311.322575640399,0.10547021659561878
high,medium,1975,65,32,2007,57981.86380000001,7189.751111200001,906359.7119973032,17225.253985568765,-0.00948886528493851
high,medium,1975,65,33,2008,61134.42063000001,7580.668158120001,924134.6841199878,17774.972122684703,-0.01134881604391906
high,medium,1975,65,34,2009,61840.935589999994,7668.276013159999,942332.74249806,18198.058378072103,-0.0169599416196201
high,medium,1975,65,35,2010,64761.13182,8030.380345680001,960974.8178211376,18642.075323077737,-0.01774888502095977
high,medium,1975,65,36,2011,68079.70224,8441.88307776,980019.4456583644,19044.62783722673,-0.01705699330567505
high,medium,1975,65,37,2012,71357.8887,8848.3781988,999300.6181587492,19281.172500384855,-0.01429206777059956
high,medium,1975,65,38,2013,73347.25344,9095.05942656,1018926.5739842784,19625.955825529178,-0.01554907658634011
high,medium,1975,65,39,2014,76880.43407999999,9533.17382592,1038789.983222069,19863.40923779062,-0.01384582064485591
high,medium,1975,65,40,2015,80469.00799,9978.15699076,1058867.4364219836,20077.453199914657,-0.01177999431207302
high,medium,1975,65,41,2016,82156.59135,10187.4173274,1079112.6807738775,20245.244351893896,-0.01251620286966139
high,medium,1975,65,42,2017,85647.85678,10620.33424072,1099582.9214845265,20470.24071064894,-0.01145207833643004
high,medium,1975,65,43,2018,89482.1928,11095.7919072,1120159.6692117115,20576.747727185026,-0.01010183269033613
high,medium,1975,65,44,2019,93430.68273,11585.40465852,1140899.961198271,20740.29198655952,-0.00830334898351524
high,medium,1975,65,45,2020,96571.2496,11974.8349504,1161720.1397618386,20820.178563567577,-0.00577871402220441
high,medium,1975,65,46,2021,105642.92208,13099.72233792,1182620.6464189782,20900.50665713963,0.00324052076093147
high,medium,1975,65,47,2022,111577.68237,13835.63261388,1203635.3046645208,21014.658245542552,0.00559036491128458
high,medium,1975,65,48,2023,116654.7718,14465.1917032,1224608.3171929629,20973.01252844208,0.00633397441935751
high,medium,1975,65,49,2024,121576.77,15075.51948,1245596.6496110829,20988.33241812,0.00615682959957303
high,medium,1975,65,50,2025,126447.16,15679.44784,1266632.337339474,21035.68772839103,0.00567066065813672
high,medium,1975,65,51,2026,131487.62307,16304.46526068,1287617.3876069346,20985.050267460756,0.00582634367864586
high,medium,1975,65,52,2027,136092.90816000002,16875.520611840002,1308461.3961879597,20844.00858102506,0.00594292690144167
high,medium,1975,65,53,2028,140789.59928,17457.91031072,1323699.3914202298,15237.9952322701,0.03715311353971406
high,medium,1975,65,54,2029,145237.81251999998,18009.488752479996,1333339.8849337036,9640.493513473775,0.06855437417237295
high,medium,1975,65,55,2030,149299.6432,18513.1557568,1342882.5217066407,9542.63677293714,0.06842133954130132
high,medium,1975,65,56,2031,152221.82144,18875.50585856,1349746.771816162,6864.2501095212065,0.08318071754550066
high,medium,1975,65,57,2032,154617.86844,19172.61568656,1355816.0174864922,6069.245670330245,0.0870107993557301
high,medium,1975,65,58,2033,156687.72685,19429.2781294,1360813.9999544448,4997.98246795265,0.09270965233394853
high,medium,1975,65,59,2034,158009.2839,19593.1512036,1364773.6158586706,3959.615904225735,0.09840990931546932
high,medium,1975,65,60,2035,157398.73798,19517.44350952,1367807.700443003,3034.084584332537,0.10346890482183271
high,medium,1975,65,61,2036,154204.40837999998,19121.34663912,1370133.788539334,2326.0880963308737,0.10722681464320072
high,medium,1975,65,62,2037,154355.1431,19140.037744399997,1371988.890883363,1855.1023440293504,0.11003473321073988
high,medium,1975,65,63,2038,154556.9086,19165.0566664,1373430.073530082,1441.1826467185747,0.1126773167176238
high,medium,1975,65,64,2039,154711.01634,19184.16602616,1374462.5376905578,1032.46416047588,0.11552374159301748
high,medium,1980,65,21,2001,14584.41056,1808.46690944,980488.7914818581,0,0.124
high,medium,1980,65,22,2002,18155.64114,2251.29950136,980488.7914818581,0,0.124
high,medium,1980,65,23,2003,23777.335099999997,2948.3895523999995,980488.7914818581,0,0.124
high,medium,1980,65,24,2004,29730.8907,3686.6304468,980488.7914818581,0,0.124
high,medium,1980,65,25,2005,34735.7636,4307.2346864,980488.7914818581,0,0.12400000000000004
high,medium,1980,65,26,2006,39926.90653,4950.93640972,980488.7914818581,0,0.124
high,medium,1980,65,27,2007,45213.73212,5606.50278288,980488.7914818581,0,0.124
high,medium,1980,65,28,2008,49519.29406,6140.39246344,980488.7914818581,0,0.124
high,medium,1980,65,29,2009,51581.60987,6396.11962388,980488.7914818581,0,0.124
high,medium,1980,65,30,2010,55384.52007,6867.68048868,992527.2783023237,12038.486820465536,0.029842490015233807
high,medium,1980,65,31,2011,59526.75985,7381.3182214,995144.8342003094,2617.5558979857014,0.1044945875724311
high,medium,1980,65,32,2012,63601.59645,7886.597959799999,1014458.2906003378,19313.45640002843,-0.01271918015942222
high,medium,1980,65,33,2013,66389.58864000002,8232.308991360002,1034282.14744794,19823.856847602292,-0.01299345472317407
high,medium,1980,65,34,2014,70605.42887999999,8755.073181119998,1054705.920187086,20423.77273914602,-0.01176416421339674
high,medium,1980,65,35,2015,74745.27102,9268.41360648,1075550.959545006,20845.039357919944,-0.00950774071165802
high,medium,1980,65,36,2016,77049.16560000001,9554.0965344,1096833.178765161,21282.21922015492,-0.01061213074158139
high,medium,1980,65,37,2017,81018.2429,10046.262119599998,1118475.3571711225,21642.178405961487,-0.00917693413561197
high,medium,1980,65,38,2018,85206.2372,10565.5734128,1140440.2982578254,21964.94108670298,-0.00824671434486366
high,medium,1980,65,39,2019,89481.38346,11095.69154904,1162646.526103099,22206.227845273912,-0.0061125630636371
high,medium,1980,65,40,2020,93066.6478,11540.2643272,1185120.599639938,22474.07353683864,-0.00387517195406005
high,medium,1980,65,41,2021,102311.29323,12686.60036052,1207782.691273727,22662.09163378901,0.00506412378262477
high,medium,1980,65,42,2022,108579.31126,13463.834596239998,1230619.575292788,22836.88401906099,0.00767757489094665
high,medium,1980,65,43,2023,114323.0088,14176.0530912,1253723.9364392117,23104.3611464235,0.00764508534051967
high,medium,1980,65,44,2024,119978.90388,14877.38408112,1276908.8635293753,23184.92709016381,0.00795950669257501
high,medium,1980,65,45,2025,125435.58272,15554.01225728,1300223.5426881022,23314.67915872694,0.00769854914577766
high,medium,1980,65,46,2026,131261.82864,16276.46675136,1323627.8525640846,23404.309875982348,0.00785926777262824
high,medium,1980,65,47,2027,136954.25568000003,16982.327704320003,1347127.564191317,23499.711627232376,0.00765039829835763
high,medium,1980,65,48,2028,142746.14263999998,17700.521687359997,1370633.599667962,23506.03547664499,0.00776320266412986
high,medium,1980,65,49,2029,148288.315,18387.75106,1394178.8915998845,23545.291931922548,0.0073253496057712
high,medium,1980,65,50,2030,154053.2875,19102.60765,1417701.5756037266,23522.684003842063,0.0071991529261159
high,medium,1980,65,51,2031,159814.61662000002,19817.012460880003,1441129.9270160254,23428.351412298856,0.00726366611058039
high,medium,1980,65,52,2032,165268.05372,20493.23866128,1464509.4334250707,23379.50640904531,0.0067324173119164
high,medium,1980,65,53,2033,170725.36547000002,21169.945318280003,1481544.7891079425,17035.35568287177,0.03789360012949143
high,medium,1980,65,54,2034,175976.5514,21821.0923736,1492324.609720067,10779.8206121244,0.06897123860075297
high,medium,1980,65,55,2035,180614.51936,22396.20040064,1502988.748532219,10664.138812152203,0.06867894613372111
high,medium,1980,65,56,2036,183676.54656,22775.89177344,1510687.3900065843,7698.641474365257,0.08300053370321396
high,medium,1980,65,57,2037,186050.0094,23070.201165599996,1517479.5189267034,6792.128920119023,0.08668269016823742
high,medium,1980,65,58,2038,188006.677,23312.827948,1523050.746023921,5571.227097217692,0.0923460448310576
high,medium,1980,65,59,2039,189268.88247,23469.341426279996,1527486.2816581477,4435.5356342263985,0.09781521974018736
high,medium,1980,65,60,2040,188414.9966,23363.4595784,1530914.1054724876,3427.8238143401686,0.1027373794793724
high,medium,1980,65,61,2041,184558.84348,22885.29659152,1533517.996455272,2603.890982784331,0.1067357235005334
high,medium,1980,65,62,2042,184676.751,22899.917124,1535560.2652724313,2042.2688171593472,0.10983202415528244
high,medium,1980,65,63,2043,184809.84533,22916.420820919997,1537156.4338114671,1596.1685390358325,0.11241469554080812
high,medium,1980,65,64,2044,184810.5785,22916.511734,1538299.470645227,1143.036833759863,0.11531371870504036
high,medium,1985,65,21,2006,17122.574630000003,2123.19925412,1057123.36629873,0,0.124
high,medium,1985,65,22,2007,22061.392080000005,2735.6126179200005,1057123.36629873,0,0.124
high,medium,1985,65,23,2008,28851.80906,3577.62432344,1057123.36629873,0,0.124
high,medium,1985,65,24,2009,33953.48274,4210.23185976,1057123.36629873,0,0.124
high,medium,1985,65,25,2010,39173.4002,4857.501624799999,1057123.36629873,0,0.124
high,medium,1985,65,26,2011,44397.93713,5505.34420412,1057123.36629873,0,0.124
high,medium,1985,65,27,2012,49595.94873,6149.89764252,1057123.36629873,0,0.124
high,medium,1985,65,28,2013,53776.01568,6668.22594432,1057123.36629873,0,0.124
high,medium,1985,65,29,2014,58892.08583999999,7302.618644159999,1057123.36629873,0,0.124
high,medium,1985,65,30,2015,63923.079269999995,7926.461829479999,1070102.3859892734,12979.019690543413,0.03849268114715292
high,medium,1985,65,31,2016,67369.37775,8353.802840999999,1073000.088625876,2897.7026366025675,0.10556011776615108
high,medium,1985,65,32,2017,72211.91215,8954.277106599999,1093780.8580844842,20780.769458608236,-0.00221043870069256
high,medium,1985,65,33,2018,77123.63820000002,9563.3311368,1115173.1545231598,21392.296438675607,-0.00117793168219219
high,medium,1985,65,34,2019,82177.88480999999,10190.057716439998,1137197.0261286476,22023.871605487773,3.917450045028664e-4
high,medium,1985,65,35,2020,86446.8444,10719.4087056,1159722.0622682078,22525.036139560165,0.00262017887993541
high,medium,1985,65,36,2021,95950.91088,11897.912949120002,1182646.3736381528,22924.311369945062,0.01114643231614799
high,medium,1985,65,37,2022,102710.1593,12736.0597532,1205952.7008607113,23306.327222558437,0.01360084277783409
high,medium,1985,65,38,2023,108860.0212,13498.6426288,1229609.584121609,23656.883260897823,0.01393603280455252
high,medium,1985,65,39,2024,114907.41576,14248.51955424,1253586.049658241,23976.465536631877,0.01377567099088071
high,medium,1985,65,40,2025,120883.48496000002,14989.55213504,1277816.978183403,24230.928525161697,0.01366554283186512
high,medium,1985,65,41,2026,127122.26409,15763.16074716,1302284.5499061754,24467.57172277267,0.01371205150805861
high,medium,1985,65,42,2027,133273.95264,16525.97012736,1326897.0094669615,24612.459560786378,0.01384118021808037
high,medium,1985,65,43,2028,139892.85024,17346.71342976,1351766.452449575,24869.442982613346,0.01360972737363432
high,medium,1985,65,44,2029,146339.38285999998,18146.08347464,1376779.4675234992,25013.015073924093,0.01351181950960899
high,medium,1985,65,45,2030,152820.86119999998,18949.786788799996,1401923.0670878994,25143.59956440027,0.01328498215571665
high,medium,1985,65,46,2031,159540.17824,19782.98210176,1427190.9693569837,25267.90226908424,0.01305402005857314
high,medium,1985,65,47,2032,166314.05406000002,20622.942703440003,1452506.7955550584,25315.826198074737,0.01299914093571777
high,medium,1985,65,48,2033,173097.92411,21464.14258964,1477859.7485596717,25352.95300461329,0.01281387213008892
high,medium,1985,65,49,2034,179672.67500000002,22279.4117,1503207.4034562565,25347.654896584805,0.01251398412894695
high,medium,1985,65,50,2035,186365.2175,23109.28697,1528543.6663540166,25336.26289776014,0.01194618469715547
high,medium,1985,65,51,2036,192838.29738,23911.94887512,1553863.5845546154,25319.918200598797,0.01101560596669756
high,medium,1985,65,52,2037,198865.2622,24659.2925128,1579051.0874073736,25187.50285275816,0.01010833903568408
high,medium,1985,65,53,2038,204850.1774,25401.4219976,1597407.9156292768,18356.828221903183,0.03979394311314041
high,medium,1985,65,54,2039,210790.68522,26138.04496728,1609066.957093622,11659.041464345297,0.06963427960718971
high,medium,1985,65,55,2040,216205.5712,26809.490828799997,1620562.5054019005,11495.548308278434,0.06933514371741431
high,medium,1985,65,56,2041,219832.43775999997,27259.222282239996,1628851.218782966,8288.713381065521,0.08341295540136687
high,medium,1985,65,57,2042,222597.774,27602.123975999995,1636187.9796193556,7336.760836389614,0.08685312288534706
high,medium,1985,65,58,2043,224807.06434999997,27876.075979399997,1642218.5048445556,6030.525225199992,0.09234585192761637
high,medium,1985,65,59,2044,226091.79675,28035.382797,1647002.310350647,4783.805506091332,0.09785908189681308
high,medium,1985,65,60,2045,224848.06610000003,27881.160196400004,1650638.2243052048,3635.913954557851,0.10308281443257052
high,medium,1985,65,61,2046,220044.83677,27285.55975948,1653428.580480749,2790.356175544206,0.1068259014536734
high,medium,1985,65,62,2047,219997.88780000003,27279.738087200003,1655703.457447376,2274.876966627082,0.1093373801606558
high,medium,1985,65,63,2048,219994.78039,27279.35276836,1657351.450581974,1647.993134597782,0.1128785381804563
high,medium,1985,65,64,2049,219881.97052,27265.36434448,1658572.4719840991,1221.0214021252468,0.11536824327765915
high,medium,1990,65,21,2011,19039.96723,2360.9559365200003,1135983.9426168967,0,0.124
high,medium,1990,65,22,2012,24199.63182,3000.7543456800004,1135983.9426168967,0,0.124
high,medium,1990,65,23,2013,31331.93568,3885.16002432,1135983.9426168967,0,0.124
high,medium,1990,65,24,2014,38765.58768,4806.93287232,1135983.9426168967,0,0.124
high,medium,1990,65,25,2015,45212.712199999994,5606.376312799999,1135983.9426168967,0,0.124
high,medium,1990,65,26,2016,50247.34095,6230.670277799999,1135983.9426168967,0,0.12399999999999996
high,medium,1990,65,27,2017,56310.19491,6982.464168839999,1135983.9426168967,0,0.124
high,medium,1990,65,28,2018,62470.6684,7746.362881599999,1135983.9426168967,0,0.12399999999999996
high,medium,1990,65,29,2019,68544.68732999999,8499.541228919998,1135983.9426168967,0,0.12399999999999996
high,medium,1990,65,30,2020,73930.40939999999,9167.3707656,1149934.891923124,13950.949306227267,0.046670994015144115
high,medium,1990,65,31,2021,83896.47195,10403.1625218,1153013.8930639648,3079.0011408408172,0.10875013900634418
high,medium,1990,65,32,2022,91546.01155,11351.7054322,1175403.1829370684,22389.28987310361,0.01932623409624689
high,medium,1990,65,33,2023,98533.64220000002,12218.171632800002,1198391.935700273,22988.752763204277,0.02005142011604118
high,medium,1990,65,34,2024,105528.63636,13085.55090864,1222040.3041236864,23648.36842341372,0.01986352994221938
high,medium,1990,65,35,2025,112285.07808,13923.34968192,1246232.0805080696,24191.776384383207,0.01967571211868031
high,medium,1990,65,36,2026,119219.45904,14783.21292096,1270869.21664683,24637.136138760485,0.01983219312684396
high,medium,1990,65,37,2027,126069.95520000004,15632.674444800004,1295910.9266931254,25041.71004629531,0.0197698031694543
high,medium,1990,65,38,2028,133207.99375999998,16517.79122624,1321344.3828861527,25433.45619302732,0.01970415742464424
high,medium,1990,65,39,2029,140153.64172,17379.051573279998,1347079.6459212035,25735.263035050823,0.01958404679136505
high,medium,1990,65,40,2030,147274.94285,18262.0929134,1373150.1531490132,26070.50722780963,0.01921141391753848
high,medium,1990,65,41,2031,154508.80794000003,19159.09218456,1399389.0556286527,26238.90247963951,0.01935065480218856
high,medium,1990,65,42,2032,161844.77988,20068.75270512,1425878.054549331,26488.99892067839,0.01900667954710474
high,medium,1990,65,43,2033,169637.94276,21035.10490224,1452613.0419131322,26734.987363801105,0.01875474200776693
high,medium,1990,65,44,2034,177311.26270000002,21986.5965748,1479505.635969116,26892.594055983936,0.01856309380903861
high,medium,1990,65,45,2035,184874.29576,22924.41267424,1506477.6086889482,26971.97271983209,0.018216783571025
high,medium,1990,65,46,2036,192507.14976,23870.88657024,1533635.9142640473,27158.305575099075,0.01720844898691983
high,medium,1990,65,47,2037,200123.9031,24815.3639844,1560833.1316128874,27197.217348840088,0.01649643030906745
high,medium,1990,65,48,2038,207696.9662,25754.4238088,1588103.5664451902,27270.434832302853,0.01546355854617641
high,medium,1990,65,49,2039,215218.0275,26687.03541,1615331.6655594448,27228.099114254583,0.01460838630473171
high,medium,1990,65,50,2040,223089.475,27663.0949,1642550.8673429324,27219.201783487573,0.01364974501470232
high,medium,1990,65,51,2041,230797.63748,28618.90704752,1669771.8883586735,27221.021015741164,0.01231450558471228
high,medium,1990,65,52,2042,237930.462,29503.377288,1696807.1087753922,27035.22041671863,0.01134505299892738
high,medium,1990,65,53,2043,244947.50797,30373.49098828,1716563.6017541154,19756.492978723258,0.04027523997527474
high,medium,1990,65,54,2044,251800.7405,31223.291822,1729066.7588557175,12503.157101602294,0.07003322705324609
high,medium,1990,65,55,2045,258012.3952,31993.5370048,1741453.1215189174,12386.36266319966,0.06937220550144854
high,medium,1990,65,56,2046,262100.65024,32500.480629759997,1750329.188086396,8876.066567478701,0.0836531550099648
high,medium,1990,65,57,2047,265171.6572,32881.2854928,1758233.9454734128,7904.757387016667,0.08681521698781633
high,medium,1990,65,58,2048,267606.85105,33183.2495302,1764682.1299878233,6448.184514410561,0.09253043647772544
high,medium,1990,65,59,2049,268997.10066,33355.64048184,1769820.3964373448,5138.266449521529,0.0978804196737289
high,medium,1990,65,60,2050,267411.46576,33159.02175424,1773755.7606778494,3935.364240504568,0.1029307651211408
high,medium,1990,65,61,2051,261642.36978,32443.653852719995,1776769.511716241,3013.7510383916087,0.10673407560640227
high,medium,1990,65,62,2052,261527.08213,32429.35818412,1779169.9557665552,2400.4440503141377,0.10959503733303004
high,medium,1990,65,63,2053,261469.92189,32422.27031436,1780950.7724717169,1780.8167051617056,0.11280867821881138
high,medium,1990,65,64,2054,261280.83836,32398.823956640004,1782234.4674204383,1283.694948721677,0.11554750636777136
high,medium,1995,65,21,2016,21548.47245,2672.0105838,1259703.6179982522,0,0.124
high,medium,1995,65,22,2017,27475.75194,3406.99324056,1259703.6179982522,0,0.124
high,medium,1995,65,23,2018,36397.7684,4513.3232816,1259703.6179982522,0,0.124
high,medium,1995,65,24,2019,45119.391659999994,5594.804565839999,1259703.6179982522,0,0.124
high,medium,1995,65,25,2020,52290.884,6484.069616,1259703.6179982522,0,0.12400000000000004
high,medium,1995,65,26,2021,62574.047309999994,7759.181866439999,1259703.6179982522,0,0.124
high,medium,1995,65,27,2022,71386.75047,8851.95705828,1259703.6179982522,0,0.124
high,medium,1995,65,28,2023,79812.9164,9896.8016336,1259703.6179982522,0,0.124
high,medium,1995,65,29,2024,88021.58148,10914.67610352,1259703.6179982522,0,0.124
high,medium,1995,65,30,2025,96027.58608,11907.420673920002,1275188.7081591715,15485.090160919353,0.05531070197549484
high,medium,1995,65,31,2026,104241.76185,12925.9784694,1278618.7125126007,3430.004353429191,0.10940933758471276
high,medium,1995,65,32,2027,112366.69920000002,13933.470700800002,1303438.261169948,24819.548657347448,0.02204017846571015
high,medium,1995,65,33,2028,120571.98456,14950.926085440002,1328943.4458928131,25505.184722865,0.02235041635835999
high,medium,1995,65,34,2029,128714.25741999998,15960.567920079997,1355134.5672658577,26191.12137304456,0.02221079853959662
high,medium,1995,65,35,2030,136799.3193,16963.1155932,1381956.397008164,26821.829742306145,0.02189912494133943
high,medium,1995,65,36,2031,144903.46464000002,17968.029615360003,1409304.082026221,27347.685018057236,0.02169013110817615
high,medium,1995,65,37,2032,153096.41340000002,18983.955261600004,1437060.9826206116,27756.900594390463,0.02168662484128761
high,medium,1995,65,38,2033,161531.70074,20029.93089176,1465295.7705435136,28234.787922902033,0.021315722429264
high,medium,1995,65,39,2034,169816.3454,21057.2268296,1493823.7595359436,28527.988992430037,0.02126472560950189
high,medium,1995,65,40,2035,178165.14793,22092.47834332,1522661.4550819742,28837.695546030533,0.02075951755469648
high,medium,1995,65,41,2036,186436.11006,23118.07764744,1551839.290879376,29177.835797401844,0.01978367192185191
high,medium,1995,65,42,2037,194746.0738,24148.513151199997,1581221.631836806,29382.34095742996,0.0190102992245405
high,medium,1995,65,43,2038,203545.3992,25239.6295008,1610812.0475986209,29590.41576181492,0.01828537291094881
high,medium,1995,65,44,2039,212389.44771,26336.29151604,1640605.6863508583,29793.638752237428,0.01729921817961941
high,medium,1995,65,45,2040,221304.7592,27441.7901408,1670585.151243826,29979.464892967837,0.01621910209751676
high,medium,1995,65,46,2041,230401.30496,28569.76181504,1700659.5552241525,30074.40398032614,0.01526547775863918
high,medium,1995,65,47,2042,239436.351,29690.107524000003,1730869.410005,30209.854780847672,0.01395746412731609
high,medium,1995,65,48,2043,248351.52660999997,30795.589299639996,1761075.0699494088,30205.65994440881,0.01293679191218937
high,medium,1995,65,49,2044,257089.4375,31879.09025,1791301.0043686389,30225.934419230092,0.01159363530661453
high,medium,1995,65,50,2045,266227.41250000003,33012.19915000001,1821457.545342364,30156.540973725263,0.01061102307756029
high,medium,1995,65,51,2046,275174.18027,34121.59835348,1851609.2268076425,30151.68146527838,0.00916014927657855
high,medium,1995,65,52,2047,283436.86360000004,35146.171086400005,1881632.072347391,30022.845539748436,0.00776659396404104
