id,worker_type,spouse_type,birth_yr,claim_age,year_at_65,awi_at_65,ben_at_65,real_ben_at_65,real_career_avg_earn,rep_rate_awi,rep_rate_career
R-low-2005-44-65,low,max,2005,65,2070,362245.73,77352,31673.725527782175,45499.631196843664,0.21353460812360717,0.6961314783135957
R-low-2010-44-65,low,max,2010,65,2075,431340.48,92124,34082.80604911632,48998.80982355487,0.2135760594507615,0.6955843656580394
R-medium-1930-44-65,medium,none,1930,65,1995,24705.66,10284,20081.338490517308,36536.859677992885,0.4162608892051457,0.5496186226046358
R-medium-1935-44-65,medium,none,1935,65,2000,32154.82,11832,21266.80042244093,38677.37664158795,0.3679697165152845,0.5498511602664837
R-medium-1940-44-65,medium,none,1940,65,2005,36952.94,14856,23809.80193732168,41198.91334041305,0.4020248456550412,0.5779230568677657
R-medium-1945-44-65,medium,none,1945,65,2010,41673.83,16824,24534.430496505127,43768.97650458081,0.4037065947622285,0.5605438476254382
R-medium-1950-44-65,medium,none,1950,65,2015,48098.63,18372,24676.41106984069,46292.24327328239,0.38196514121088276,0.5330571457547555
R-medium-1955-44-65,medium,none,1955,65,2020,55628.6,21252,26361.115611184287,49095.888149526676,0.3820337020884941,0.5369312299820047
R-medium-1960-44-65,medium,none,1960,65,2025,72255.52,25116,25635.9012,52313.001178224324,0.3475997404765753,0.49004837464135276
R-medium-1965-44-65,medium,none,1965,65,2030,88030.45,30336,27970.889625774886,55902.19533421282,0.34460803051671324,0.500354046179227
R-medium-1970-44-65,medium,none,1970,65,2035,106494.41,36948,30780.371245285212,59937.86401636532,0.34694778815150956,0.5135380072416494
R-medium-1975-44-65,medium,none,1975,65,2040,127479.7,44676,33627.31216943272,64427.94409826308,0.35045579806039706,0.5219367564817156
R-medium-1980-44-65,medium,none,1980,65,2045,152129.95,53472,36364.63696607134,69209.8959903163,0.35148897373594085,0.5254253953966265
R-medium-1985-44-65,medium,none,1985,65,2050,180927.92,63804,39204.47920309204,74519.3002043075,0.3526487233147874,0.5260983274883985
R-medium-1990-44-65,medium,none,1990,65,2055,214968.38,75888,42130.42543930385,80427.41961701309,0.35301936033569215,0.5238316191160242
R-medium-1995-44-65,medium,none,1995,65,2060,255531.48,90168,45228.28592005166,86872.98562219726,0.352864547256565,0.520625434893482
R-medium-2000-44-65,medium,none,2000,65,2065,304175.68,107184,48576.09591712429,93765.13403431384,0.3523753115304945,0.5180613926211379
R-medium-2005-44-65,medium,none,2005,65,2070,362245.73,127596,52247.39738394475,101115.3965763477,0.3522360360189753,0.5167106014809039
R-medium-2010-44-65,medium,none,2010,65,2075,431340.48,151956,56218.649602704165,108891.61384638822,0.35228782608115056,0.5162808008522215
R-medium-1930-44-65,medium,very_low,1930,65,1995,24705.66,10284,20081.338490517308,36536.859677992885,0.4162608892051457,0.5496186226046358
R-medium-1935-44-65,medium,very_low,1935,65,2000,32154.82,11832,21266.80042244093,38677.37664158795,0.3679697165152845,0.5498511602664837
R-medium-1940-44-65,medium,very_low,1940,65,2005,36952.94,14856,23809.80193732168,41198.91334041305,0.4020248456550412,0.5779230568677657
R-medium-1945-44-65,medium,very_low,1945,65,2010,41673.83,16824,24534.430496505127,43768.97650458081,0.4037065947622285,0.5605438476254382
R-medium-1950-44-65,medium,very_low,1950,65,2015,48098.63,18372,24676.41106984069,46292.24327328239,0.38196514121088276,0.5330571457547555
R-medium-1955-44-65,medium,very_low,1955,65,2020,55628.6,21252,26361.115611184287,49095.888149526676,0.3820337020884941,0.5369312299820047
R-medium-1960-44-65,medium,very_low,1960,65,2025,72255.52,25116,25635.9012,52313.001178224324,0.3475997404765753,0.49004837464135276
R-medium-1965-44-65,medium,very_low,1965,65,2030,88030.45,30336,27970.889625774886,55902.19533421282,0.34460803051671324,0.500354046179227
R-medium-1970-44-65,medium,very_low,1970,65,2035,106494.41,36948,30780.371245285212,59937.86401636532,0.34694778815150956,0.5135380072416494
R-medium-1975-44-65,medium,very_low,1975,65,2040,127479.7,44676,33627.31216943272,64427.94409826308,0.35045579806039706,0.5219367564817156
R-medium-1980-44-65,medium,very_low,1980,65,2045,152129.95,53472,36364.63696607134,69209.8959903163,0.35148897373594085,0.5254253953966265
R-medium-1985-44-65,medium,very_low,1985,65,2050,180927.92,63804,39204.47920309204,74519.3002043075,0.3526487233147874,0.5260983274883985
R-medium-1990-44-65,medium,very_low,1990,65,2055,214968.38,75888,42130.42543930385,80427.41961701309,0.35301936033569215,0.5238316191160242
R-medium-1995-44-65,medium,very_low,1995,65,2060,255531.48,90168,45228.28592005166,86872.98562219726,0.352864547256565,0.520625434893482
R-medium-2000-44-65,medium,very_low,2000,65,2065,304175.68,107184,48576.09591712429,93765.13403431384,0.3523753115304945,0.5180613926211379
R-medium-2005-44-65,medium,very_low,2005,65,2070,362245.73,127596,52247.39738394475,101115.3965763477,0.3522360360189753,0.5167106014809039
R-medium-2010-44-65,medium,very_low,2010,65,2075,431340.48,151956,56218.649602704165,108891.61384638822,0.35228782608115056,0.5162808008522215
R-medium-1930-44-65,medium,low,1930,65,1995,24705.66,10284,20081.338490517308,36536.859677992885,0.4162608892051457,0.5496186226046358
R-medium-1935-44-65,medium,low,1935,65,2000,32154.82,11832,21266.80042244093,38677.37664158795,0.3679697165152845,0.5498511602664837
R-medium-1940-44-65,medium,low,1940,65,2005,36952.94,14856,23809.80193732168,41198.91334041305,0.4020248456550412,0.5779230568677657
R-medium-1945-44-65,medium,low,1945,65,2010,41673.83,16824,24534.430496505127,43768.97650458081,0.4037065947622285,0.5605438476254382
R-medium-1950-44-65,medium,low,1950,65,2015,48098.63,18372,24676.41106984069,46292.24327328239,0.38196514121088276,0.5330571457547555
R-medium-1955-44-65,medium,low,1955,65,2020,55628.6,21252,26361.115611184287,49095.888149526676,0.3820337020884941,0.5369312299820047
R-medium-1960-44-65,medium,low,1960,65,2025,72255.52,25116,25635.9012,52313.001178224324,0.3475997404765753,0.49004837464135276
R-medium-1965-44-65,medium,low,1965,65,2030,88030.45,30336,27970.889625774886,55902.19533421282,0.34460803051671324,0.500354046179227
R-medium-1970-44-65,medium,low,1970,65,2035,106494.41,36948,30780.371245285212,59937.86401636532,0.34694778815150956,0.5135380072416494
R-medium-1975-44-65,medium,low,1975,65,2040,127479.7,44676,33627.31216943272,64427.94409826308,0.35045579806039706,0.5219367564817156
R-medium-1980-44-65,medium,low,1980,65,2045,152129.95,53472,36364.63696607134,69209.8959903163,0.35148897373594085,0.5254253953966265
R-medium-1985-44-65,medium,low,1985,65,2050,180927.92,63804,39204.47920309204,74519.3002043075,0.3526487233147874,0.5260983274883985
R-medium-1990-44-65,medium,low,1990,65,2055,214968.38,75888,42130.42543930385,80427.41961701309,0.35301936033569215,0.5238316191160242
R-medium-1995-44-65,medium,low,1995,65,2060,255531.48,90168,45228.28592005166,86872.98562219726,0.352864547256565,0.520625434893482
R-medium-2000-44-65,medium,low,2000,65,2065,304175.68,107184,48576.09591712429,93765.13403431384,0.3523753115304945,0.5180613926211379
R-medium-2005-44-65,medium,low,2005,65,2070,362245.73,127596,52247.39738394475,101115.3965763477,0.3522360360189753,0.5167106014809039
R-medium-2010-44-65,medium,low,2010,65,2075,431340.48,151956,56218.649602704165,108891.61384638822,0.35228782608115056,0.5162808008522215
R-medium-1930-44-65,medium,medium,1930,65,1995,24705.66,10284,20081.338490517308,36536.859677992885,0.4162608892051457,0.5496186226046358
R-medium-1935-44-65,medium,medium,1935,65,2000,32154.82,11832,21266.80042244093,38677.37664158795,0.3679697165152845,0.5498511602664837
R-medium-1940-44-65,medium,medium,1940,65,2005,36952.94,14856,23809.80193732168,41198.91334041305,0.4020248456550412,0.5779230568677657
R-medium-1945-44-65,medium,medium,1945,65,2010,41673.83,16824,24534.430496505127,43768.97650458081,0.4037065947622285,0.5605438476254382
R-medium-1950-44-65,medium,medium,1950,65,2015,48098.63,18372,24676.41106984069,46292.24327328239,0.38196514121088276,0.5330571457547555
R-medium-1955-44-65,medium,medium,1955,65,2020,55628.6,21252,26361.115611184287,49095.888149526676,0.3820337020884941,0.5369312299820047
R-medium-1960-44-65,medium,medium,1960,65,2025,72255.52,25116,25635.9012,52313.001178224324,0.3475997404765753,0.49004837464135276
R-medium-1965-44-65,medium,medium,1965,65,2030,88030.45,30336,27970.889625774886,55902.19533421282,0.34460803051671324,0.500354046179227
R-medium-1970-44-65,medium,medium,1970,65,2035,106494.41,36948,30780.371245285212,59937.86401636532,0.34694778815150956,0.5135380072416494
R-medium-1975-44-65,medium,medium,1975,65,2040,127479.7,44676,33627.31216943272,64427.94409826308,0.35045579806039706,0.5219367564817156
R-medium-1980-44-65,medium,medium,1980,65,2045,152129.95,53472,36364.63696607134,69209.8959903163,0.35148897373594085,0.5254253953966265
R-medium-1985-44-65,medium,medium,1985,65,2050,180927.92,63804,39204.47920309204,74519.3002043075,0.3526487233147874,0.5260983274883985
R-medium-1990-44-65,medium,medium,1990,65,2055,214968.38,75888,42130.42543930385,80427.41961701309,0.35301936033569215,0.5238316191160242
R-medium-1995-44-65,medium,medium,1995,65,2060,255531.48,90168,45228.28592005166,86872.98562219726,0.352864547256565,0.520625434893482
R-medium-2000-44-65,medium,medium,2000,65,2065,304175.68,107184,48576.09591712429,93765.13403431384,0.3523753115304945,0.5180613926211379
R-medium-2005-44-65,medium,medium,2005,65,2070,362245.73,127596,52247.39738394475,101115.3965763477,0.3522360360189753,0.5167106014809039
R-medium-2010-44-65,medium,medium,2010,65,2075,431340.48,151956,56218.649602704165,108891.61384638822,0.35228782608115056,0.5162808008522215
R-medium-1930-44-65,medium,high,1930,65,1995,24705.66,10284,20081.338490517308,36536.859677992885,0.4162608892051457,0.5496186226046358
R-medium-1935-44-65,medium,high,1935,65,2000,32154.82,11832,21266.80042244093,38677.37664158795,0.3679697165152845,0.5498511602664837
R-medium-1940-44-65,medium,high,1940,65,2005,36952.94,14856,23809.80193732168,41198.91334041305,0.4020248456550412,0.5779230568677657
R-medium-1945-44-65,medium,high,1945,65,2010,41673.83,16824,24534.430496505127,43768.97650458081,0.4037065947622285,0.5605438476254382
R-medium-1950-44-65,medium,high,1950,65,2015,48098.63,18372,24676.41106984069,46292.24327328239,0.38196514121088276,0.5330571457547555
R-medium-1955-44-65,medium,high,1955,65,2020,55628.6,21252,26361.115611184287,49095.888149526676,0.3820337020884941,0.5369312299820047
R-medium-1960-44-65,medium,high,1960,65,2025,72255.52,25116,25635.9012,52313.001178224324,0.3475997404765753,0.49004837464135276
R-medium-1965-44-65,medium,high,1965,65,2030,88030.45,30336,27970.889625774886,55902.19533421282,0.34460803051671324,0.500354046179227
R-medium-1970-44-65,medium,high,1970,65,2035,106494.41,36948,30780.371245285212,59937.86401636532,0.34694778815150956,0.5135380072416494
R-medium-1975-44-65,medium,high,1975,65,2040,127479.7,44676,33627.31216943272,64427.94409826308,0.35045579806039706,0.5219367564817156
R-medium-1980-44-65,medium,high,1980,65,2045,152129.95,53472,36364.63696607134,69209.8959903163,0.35148897373594085,0.5254253953966265
R-medium-1985-44-65,medium,high,1985,65,2050,180927.92,63804,39204.47920309204,74519.3002043075,0.3526487233147874,0.5260983274883985
R-medium-1990-44-65,medium,high,1990,65,2055,214968.38,75888,42130.42543930385,80427.41961701309,0.35301936033569215,0.5238316191160242
R-medium-1995-44-65,medium,high,1995,65,2060,255531.48,90168,45228.28592005166,86872.98562219726,0.352864547256565,0.520625434893482
R-medium-2000-44-65,medium,high,2000,65,2065,304175.68,107184,48576.09591712429,93765.13403431384,0.3523753115304945,0.5180613926211379
R-medium-2005-44-65,medium,high,2005,65,2070,362245.73,127596,52247.39738394475,101115.3965763477,0.3522360360189753,0.5167106014809039
R-medium-2010-44-65,medium,high,2010,65,2075,431340.48,151956,56218.649602704165,108891.61384638822,0.35228782608115056,0.5162808008522215
R-medium-1930-44-65,medium,max,1930,65,1995,24705.66,10284,20081.338490517308,36536.859677992885,0.4162608892051457,0.5496186226046358
R-medium-1935-44-65,medium,max,1935,65,2000,32154.82,11832,21266.80042244093,38677.37664158795,0.3679697165152845,0.5498511602664837
R-medium-1940-44-65,medium,max,1940,65,2005,36952.94,14856,23809.80193732168,41198.91334041305,0.4020248456550412,0.5779230568677657
R-medium-1945-44-65,medium,max,1945,65,2010,41673.83,16824,24534.430496505127,43768.97650458081,0.4037065947622285,0.5605438476254382
R-medium-1950-44-65,medium,max,1950,65,2015,48098.63,18372,24676.41106984069,46292.24327328239,0.38196514121088276,0.5330571457547555
R-medium-1955-44-65,medium,max,1955,65,2020,55628.6,21252,26361.115611184287,49095.888149526676,0.3820337020884941,0.5369312299820047
R-medium-1960-44-65,medium,max,1960,65,2025,72255.52,25116,25635.9012,52313.001178224324,0.3475997404765753,0.49004837464135276
R-medium-1965-44-65,medium,max,1965,65,2030,88030.45,30336,27970.889625774886,55902.19533421282,0.34460803051671324,0.500354046179227
R-medium-1970-44-65,medium,max,1970,65,2035,106494.41,36948,30780.371245285212,59937.86401636532,0.34694778815150956,0.5135380072416494
R-medium-1975-44-65,medium,max,1975,65,2040,127479.7,44676,33627.31216943272,64427.94409826308,0.35045579806039706,0.5219367564817156
R-medium-1980-44-65,medium,max,1980,65,2045,152129.95,53472,36364.63696607134,69209.8959903163,0.35148897373594085,0.5254253953966265
R-medium-1985-44-65,medium,max,1985,65,2050,180927.92,63804,39204.47920309204,74519.3002043075,0.3526487233147874,0.5260983274883985
R-medium-1990-44-65,medium,max,1990,65,2055,214968.38,75888,42130.42543930385,80427.41961701309,0.35301936033569215,0.5238316191160242
R-medium-1995-44-65,medium,max,1995,65,2060,255531.48,90168,45228.28592005166,86872.98562219726,0.352864547256565,0.520625434893482
R-medium-2000-44-65,medium,max,2000,65,2065,304175.68,107184,48576.09591712429,93765.13403431384,0.3523753115304945,0.5180613926211379
R-medium-2005-44-65,medium,max,2005,65,2070,362245.73,127596,52247.39738394475,101115.3965763477,0.3522360360189753,0.5167106014809039
R-medium-2010-44-65,medium,max,2010,65,2075,431340.48,151956,56218.649602704165,108891.61384638822,0.35228782608115056,0.5162808008522215
R-high-1930-44-65,high,none,1930,65,1995,24705.66,13140,25658.186286016866,58458.54728784766,0.5318619296145094,0.4389124854519038
R-high-1935-44-65,high,none,1935,65,2000,32154.82,15408,27694.29182800624,61883.561896774416,0.47918165923491407,0.44752258886135254
R-high-1940-44-65,high,none,1940,65,2005,36952.94,19620,31445.09383483114,65917.97745104661,0.5309455756429664,0.47703365683790216
R-high-1945-44-65,high,none,1945,65,2010,41673.83,22248,32444.24689052818,70029.97168015652,0.5338602187511923,0.46329087549412046
R-high-1950-44-65,high,none,1950,65,2015,48098.63,24324,32670.859071565694,74066.99666287354,0.5057108695195685,0.4410987422680543
R-high-1955-44-65,high,none,1955,65,2020,55628.6,28140,34905.03450492781,78552.78825184671,0.5058549019748835,0.4443513117958257
R-high-1960-44-65,high,none,1960,65,2025,72255.52,33156,33842.3292,83699.94059028376,0.45887151597552683,0.4043291902160389
R-high-1965-44-65,high,none,1965,65,2030,88030.45,40116,36988.403488514814,89442.96304087805,0.4557059517473783,0.41354179502763155
R-high-1970-44-65,high,none,1970,65,2035,106494.41,48864,40707.265901526924,95899.73410273004,0.4588409851747148,0.4244773594254218
R-high-1975-44-65,high,none,1975,65,2040,127479.7,59100,44484.155905037915,103084.02076458785,0.46360322467028087,0.43153299197191797
R-high-1980-44-65,high,none,1980,65,2045,152129.95,70752,48116.22521363478,110734.9229416688,0.4650760747637135,0.4345171688879098
R-high-1985-44-65,high,none,1985,65,2050,180927.92,84432,51879.389820002936,119229.75854357056,0.46666097747655527,0.43512115141157875
R-high-1990-44-65,high,none,1990,65,2055,214968.38,100404,55740.871228756376,128682.4191204447,0.46706403983692857,0.4331661746006174
R-high-1995-44-65,high,none,1995,65,2060,255531.48,119304,59842.90905205664,138995.33390717284,0.466885723825495,0.4305389783229871
R-high-2000-44-65,high,none,2000,65,2065,304175.68,141816,64271.41754910153,150022.57608258395,0.4662305678087085,0.42841163795055487
R-high-2005-44-65,high,none,2005,65,2070,362245.73,168828,69130.87875432322,161782.98552010785,0.46605932387387977,0.427306237006802
R-high-2010-44-65,high,none,2010,65,2075,431340.48,201048,74381.05152362834,174224.90476777375,0.46610046893813445,0.42692548245482836
R-high-1930-44-65,high,very_low,1930,65,1995,24705.66,13140,25658.186286016866,58458.54728784766,0.5318619296145094,0.4389124854519038
R-high-1935-44-65,high,very_low,1935,65,2000,32154.82,15408,27694.29182800624,61883.561896774416,0.47918165923491407,0.44752258886135254
R-high-1940-44-65,high,very_low,1940,65,2005,36952.94,19620,31445.09383483114,65917.97745104661,0.5309455756429664,0.47703365683790216
R-high-1945-44-65,high,very_low,1945,65,2010,41673.83,22248,32444.24689052818,70029.97168015652,0.5338602187511923,0.46329087549412046
R-high-1950-44-65,high,very_low,1950,65,2015,48098.63,24324,32670.859071565694,74066.99666287354,0.5057108695195685,0.4410987422680543
R-high-1955-44-65,high,very_low,1955,65,2020,55628.6,28140,34905.03450492781,78552.78825184671,0.5058549019748835,0.4443513117958257
R-high-1960-44-65,high,very_low,1960,65,2025,72255.52,33156,33842.3292,83699.94059028376,0.45887151597552683,0.4043291902160389
R-high-1965-44-65,high,very_low,1965,65,2030,88030.45,40116,36988.403488514814,89442.96304087805,0.4557059517473783,0.41354179502763155
R-high-1970-44-65,high,very_low,1970,65,2035,106494.41,48864,40707.265901526924,95899.73410273004,0.4588409851747148,0.4244773594254218
R-high-1975-44-65,high,very_low,1975,65,2040,127479.7,59100,44484.155905037915,103084.02076458785,0.46360322467028087,0.43153299197191797
R-high-1980-44-65,high,very_low,1980,65,2045,152129.95,70752,48116.22521363478,110734.9229416688,0.4650760747637135,0.4345171688879098
R-high-1985-44-65,high,very_low,1985,65,2050,180927.92,84432,51879.389820002936,119229.75854357056,0.46666097747655527,0.43512115141157875
R-high-1990-44-65,high,very_low,1990,65,2055,214968.38,100404,55740.871228756376,128682.4191204447,0.46706403983692857,0.4331661746006174
R-high-1995-44-65,high,very_low,1995,65,2060,255531.48,119304,59842.90905205664,138995.33390717284,0.466885723825495,0.4305389783229871
R-high-2000-44-65,high,very_low,2000,65,2065,304175.68,141816,64271.41754910153,150022.57608258395,0.4662305678087085,0.42841163795055487
R-high-2005-44-65,high,very_low,2005,65,2070,362245.73,168828,69130.87875432322,161782.98552010785,0.46605932387387977,0.427306237006802
R-high-2010-44-65,high,very_low,2010,65,2075,431340.48,201048,74381.05152362834,174224.90476777375,0.46610046893813445,0.42692548245482836
R-high-1930-44-65,high,low,1930,65,1995,24705.66,13140,25658.186286016866,58458.54728784766,0.5318619296145094,0.4389124854519038
R-high-1935-44-65,high,low,1935,65,2000,32154.82,15408,27694.29182800624,61883.561896774416,0.47918165923491407,0.44752258886135254
R-high-1940-44-65,high,low,1940,65,2005,36952.94,19620,31445.09383483114,65917.97745104661,0.5309455756429664,0.47703365683790216
R-high-1945-44-65,high,low,1945,65,2010,41673.83,22248,32444.24689052818,70029.97168015652,0.5338602187511923,0.46329087549412046
R-high-1950-44-65,high,low,1950,65,2015,48098.63,24324,32670.859071565694,74066.99666287354,0.5057108695195685,0.4410987422680543
R-high-1955-44-65,high,low,1955,65,2020,55628.6,28140,34905.03450492781,78552.78825184671,0.5058549019748835,0.4443513117958257
R-high-1960-44-65,high,low,1960,65,2025,72255.52,33156,33842.3292,83699.94059028376,0.45887151597552683,0.4043291902160389
R-high-1965-44-65,high,low,1965,65,2030,88030.45,40116,36988.403488514814,89442.96304087805,0.4557059517473783,0.41354179502763155
R-high-1970-44-65,high,low,1970,65,2035,106494.41,48864,40707.265901526924,95899.73410273004,0.4588409851747148,0.4244773594254218
R-high-1975-44-65,high,low,1975,65,2040,127479.7,59100,44484.155905037915,103084.02076458785,0.46360322467028087,0.43153299197191797
R-high-1980-44-65,high,low,1980,65,2045,152129.95,70752,48116.22521363478,110734.9229416688,0.4650760747637135,0.4345171688879098
R-high-1985-44-65,high,low,1985,65,2050,180927.92,84432,51879.389820002936,119229.75854357056,0.46666097747655527,0.43512115141157875
R-high-1990-44-65,high,low,1990,65,2055,214968.38,100404,55740.871228756376,128682.4191204447,0.46706403983692857,0.4331661746006174
R-high-1995-44-65,high,low,1995,65,2060,255531.48,119304,59842.90905205664,138995.33390717284,0.466885723825495,0.4305389783229871
R-high-2000-44-65,high,low,2000,65,2065,304175.68,141816,64271.41754910153,150022.57608258395,0.4662305678087085,0.42841163795055487
R-high-2005-44-65,high,low,2005,65,2070,362245.73,168828,69130.87875432322,161782.98552010785,0.46605932387387977,0.427306237006802
R-high-2010-44-65,high,low,2010,65,2075,431340.48,201048,74381.05152362834,174224.90476777375,0.46610046893813445,0.42692548245482836
R-high-1930-44-65,high,medium,1930,65,1995,24705.66,13140,25658.186286016866,58458.54728784766,0.5318619296145094,0.4389124854519038
R-high-1935-44-65,high,medium,1935,65,2000,32154.82,15408,27694.29182800624,61883.561896774416,0.47918165923491407,0.44752258886135254
R-high-1940-44-65,high,medium,1940,65,2005,36952.94,19620,31445.09383483114,65917.97745104661,0.5309455756429664,0.47703365683790216
R-high-1945-44-65,high,medium,1945,65,2010,41673.83,22248,32444.24689052818,70029.97168015652,0.5338602187511923,0.46329087549412046
R-high-1950-44-65,high,medium,1950,65,2015,48098.63,24324,32670.859071565694,74066.99666287354,0.5057108695195685,0.4410987422680543
R-high-1955-44-65,high,medium,1955,65,2020,55628.6,28140,34905.03450492781,78552.78825184671,0.5058549019748835,0.4443513117958257
R-high-1960-44-65,high,medium,1960,65,2025,72255.52,33156,33842.3292,83699.94059028376,0.45887151597552683,0.4043291902160389
R-high-1965-44-65,high,medium,1965,65,2030,88030.45,40116,36988.403488514814,89442.96304087805,0.4557059517473783,0.41354179502763155
R-high-1970-44-65,high,medium,1970,65,2035,106494.41,48864,40707.265901526924,95899.73410273004,0.4588409851747148,0.4244773594254218
R-high-1975-44-65,high,medium,1975,65,2040,127479.7,59100,44484.155905037915,103084.02076458785,0.46360322467028087,0.43153299197191797
R-high-1980-44-65,high,medium,1980,65,2045,152129.95,70752,48116.22521363478,110734.9229416688,0.4650760747637135,0.4345171688879098
R-high-1985-44-65,high,medium,1985,65,2050,180927.92,84432,51879.389820002936,119229.75854357056,0.46666097747655527,0.43512115141157875
R-high-1990-44-65,high,medium,1990,65,2055,214968.38,100404,55740.871228756376,128682.4191204447,0.46706403983692857,0.4331661746006174
R-high-1995-44-65,high,medium,1995,65,2060,255531.48,119304,59842.90905205664,138995.33390717284,0.466885723825495,0.4305389783229871
R-high-2000-44-65,high,medium,2000,65,2065,304175.68,141816,64271.41754910153,150022.57608258395,0.4662305678087085,0.42841163795055487
R-high-2005-44-65,high,medium,2005,65,2070,362245.73,168828,69130.87875432322,161782.98552010785,0.46605932387387977,0.427306237006802
R-high-2010-44-65,high,medium,2010,65,2075,431340.48,201048,74381.05152362834,174224.90476777375,0.46610046893813445,0.42692548245482836
R-high-1930-44-65,high,high,1930,65,1995,24705.66,13140,25658.186286016866,58458.54728784766,0.5318619296145094,0.4389124854519038
R-high-1935-44-65,high,high,1935,65,2000,32154.82,15408,27694.29182800624,61883.561896774416,0.47918165923491407,0.44752258886135254
R-high-1940-44-65,high,high,1940,65,2005,36952.94,19620,31445.09383483114,65917.97745104661,0.5309455756429664,0.47703365683790216
R-high-1945-44-65,high,high,1945,65,2010,41673.83,22248,32444.24689052818,70029.97168015652,0.5338602187511923,0.46329087549412046
R-high-1950-44-65,high,high,1950,65,2015,48098.63,24324,32670.859071565694,74066.99666287354,0.5057108695195685,0.4410987422680543
R-high-1955-44-65,high,high,1955,65,2020,55628.6,28140,34905.03450492781,78552.78825184671,0.5058549019748835,0.4443513117958257
R-high-1960-44-65,high,high,1960,65,2025,72255.52,33156,33842.3292,83699.94059028376,0.45887151597552683,0.4043291902160389
R-high-1965-44-65,high,high,1965,65,2030,88030.45,40116,36988.403488514814,89442.96304087805,0.4557059517473783,0.41354179502763155
R-high-1970-44-65,high,high,1970,65,2035,106494.41,48864,40707.265901526924,95899.73410273004,0.4588409851747148,0.4244773594254218
R-high-1975-44-65,high,high,1975,65,2040,127479.7,59100,44484.155905037915,103084.02076458785,0.46360322467028087,0.43153299197191797
R-high-1980-44-65,high,high,1980,65,2045,152129.95,70752,48116.22521363478,110734.9229416688,0.4650760747637135,0.4345171688879098
R-high-1985-44-65,high,high,1985,65,2050,180927.92,84432,51879.389820002936,119229.75854357056,0.46666097747655527,0.43512115141157875
R-high-1990-44-65,high,high,1990,65,2055,214968.38,100404,55740.871228756376,128682.4191204447,0.46706403983692857,0.4331661746006174
R-high-1995-44-65,high,high,1995,65,2060,255531.48,119304,59842.90905205664,138995.33390717284,0.466885723825495,0.4305389783229871
R-high-2000-44-65,high,high,2000,65,2065,304175.68,141816,64271.41754910153,150022.57608258395,0.4662305678087085,0.42841163795055487
R-high-2005-44-65,high,high,2005,65,2070,362245.73,168828,69130.87875432322,161782.98552010785,0.46605932387387977,0.427306237006802
R-high-2010-44-65,high,high,2010,65,2075,431340.48,201048,74381.05152362834,174224.90476777375,0.46610046893813445,0.42692548245482836
R-high-1930-44-65,high,max,1930,65,1995,24705.66,13140,25658.186286016866,58458.54728784766,0.5318619296145094,0.4389124854519038
R-high-1935-44-65,high,max,1935,65,2000,32154.82,15408,27694.29182800624,61883.561896774416,0.47918165923491407,0.44752258886135254
R-high-1940-44-65,high,max,1940,65,2005,36952.94,19620,31445.09383483114,65917.97745104661,0.5309455756429664,0.47703365683790216
R-high-1945-44-65,high,max,1945,65,2010,41673.83,22248,32444.24689052818,70029.97168015652,0.5338602187511923,0.46329087549412046
R-high-1950-44-65,high,max,1950,65,2015,48098.63,24324,32670.859071565694,74066.99666287354,0.5057108695195685,0.4410987422680543
R-high-1955-44-65,high,max,1955,65,2020,55628.6,28140,34905.03450492781,78552.78825184671,0.5058549019748835,0.4443513117958257
R-high-1960-44-65,high,max,1960,65,2025,72255.52,33156,33842.3292,83699.94059028376,0.45887151597552683,0.4043291902160389
R-high-1965-44-65,high,max,1965,65,2030,88030.45,40116,36988.403488514814,89442.96304087805,0.4557059517473783,0.41354179502763155
R-high-1970-44-65,high,max,1970,65,2035,106494.41,48864,40707.265901526924,95899.73410273004,0.4588409851747148,0.4244773594254218
R-high-1975-44-65,high,max,1975,65,2040,127479.7,59100,44484.155905037915,103084.02076458785,0.46360322467028087,0.43153299197191797
R-high-1980-44-65,high,max,1980,65,2045,152129.95,70752,48116.22521363478,110734.9229416688,0.4650760747637135,0.4345171688879098
R-high-1985-44-65,high,max,1985,65,2050,180927.92,84432,51879.389820002936,119229.75854357056,0.46666097747655527,0.43512115141157875
R-high-1990-44-65,high,max,1990,65,2055,214968.38,100404,55740.871228756376,128682.4191204447,0.46706403983692857,0.4331661746006174
R-high-1995-44-65,high,max,1995,65,2060,255531.48,119304,59842.90905205664,138995.33390717284,0.466885723825495,0.4305389783229871
R-high-2000-44-65,high,max,2000,65,2065,304175.68,141816,64271.41754910153,150022.57608258395,0.4662305678087085,0.42841163795055487
R-high-2005-44-65,high,max,2005,65,2070,362245.73,168828,69130.87875432322,161782.98552010785,0.46605932387387977,0.427306237006802
R-high-2010-44-65,high,max,2010,65,2075,431340.48,201048,74381.05152362834,174224.90476777375,0.46610046893813445,0.42692548245482836
R-max-1930-44-65,max,none,1930,65,1995,24705.66,14400,28118.56031344314,68054.22690320268,0.5828623886186405,0.41317874866814275
R-max-1935-44-65,max,none,1935,65,2000,32154.82,17220,30951.175057000743,78124.2658652785,0.5355340194720418,0.39617876359151377
R-max-1940-44-65,max,none,1940,65,2005,36952.94,22488,36041.6549519716,90046.35309643939,0.6085578035198281,0.40025668683518023
R-max-1945-44-65,max,none,1945,65,2010,41673.83,26292,38341.609998461296,102596.96582560624,0.6308995357518136,0.3737109542170492
