worker_type,spouse_type,birth_yr,claim_age,age,year,earnings,tax,pv_ben_through_t_sched,delta_pv_ben_sched,net_tax_sched,pv_ben_through_t_pb,delta_pv_ben_pb,net_tax_pb
low,low,1960,65,54,2014,22404.09264,2778.10748736,551374.4340893168,4617.310927408165,-0.027451814799703957,486840.9152443185,4078.2090654722415,-0.009768804788955872
low,low,1960,65,55,2015,22943.046509999996,2844.9377672399996,555906.7389320494,4532.304842732614,-0.02407471986786938,490838.81211451726,3997.896870198776,-0.006615101952938113
low,low,1960,65,56,2016,22764.5262,2822.8012487999995,559202.4121262359,3295.673194186529,0.013529531870118159,493750.35610920726,2911.5439946900005,0.026405484669562065
low,low,1960,65,57,2017,22997.10373,2851.6408625199997,562099.8150432789,2897.4029170429567,0.025650523336966085,496312.3979244921,2562.041815284814,0.03703402428432941
low,low,1960,65,58,2018,23257.026800000003,2883.8713232,564484.2187683734,2384.403725094511,0.04164740711865285,498412.68580051285,2100.2878760207677,0.05146020710871361
low,low,1960,65,59,2019,23425.29567,2904.7366630799997,566333.9845754196,1849.7658070462057,0.059176236577499465,500049.29614564305,1636.6103451302042,0.06664612232348004
low,low,1960,65,60,2020,23141.4976,2869.5457023999998,567744.7113367493,1410.7267613296863,0.07345532682189343,501294.67445336556,1245.378307722509,0.07937956656637997
low,low,1960,65,61,2021,23806.002510000002,2951.9443112400004,569153.284750331,1408.5734135817038,0.07425437225758506,502538.61251643754,1243.9380630719825,0.08006868678370795
low,low,1960,65,62,2022,24178.35427,2998.11592948,570332.2919360823,1179.0071857513394,0.08177313461982869,503579.2873755309,1040.6748590933857,0.08672759173095207
low,low,1960,65,63,2023,24383.5788,3023.5637712,571260.828468361,928.5365322787547,0.08967177048106673,504399.1819512801,819.8945757491747,0.09368829098347575
low,low,1960,65,64,2024,24593.24376,3049.56222624,572037.6518064332,776.8233380721649,0.09430108274655379,505085.110183009,685.9282317289035,0.0977761151119961
low,low,1965,65,21,1986,2165.2275,246.835935,306581.5922972429,0,0.114,253637.65816184733,0,0.114
low,low,1965,65,22,1987,2837.68254,323.49580956,306581.5922972429,0,0.114,253637.65816184733,0,0.114
low,low,1965,65,23,1988,3789.47184,459.28398700800005,306581.5922972429,0,0.1212,253637.65816184733,0,0.1212
low,low,1965,65,24,1989,4723.394249999999,572.4753831,306581.5922972429,0,0.12120000000000002,253637.65816184733,0,0.12120000000000002
low,low,1965,65,25,1990,5551.38672,688.37195328,306581.5922972429,0,0.12399999999999999,253637.65816184733,0,0.12399999999999999
low,low,1965,65,26,1991,6325.364,784.3451359999998,306581.5922972429,0,0.12399999999999997,253637.65816184733,0,0.12399999999999997
low,low,1965,65,27,1992,7224.6573,895.8575051999999,306581.5922972429,0,0.12399999999999999,253637.65816184733,0,0.12399999999999999
low,low,1965,65,28,1993,7795.70979,966.6680139599998,306581.5922972429,0,0.12399999999999999,253637.65816184733,0,0.12399999999999999
low,low,1965,65,29,1994,8456.256679999999,1048.5758283199998,306581.5922972429,0,0.124,253637.65816184733,0,0.124
low,low,1965,65,30,1995,9239.91684,1145.7496881599998,382681.9980062922,76100.40570904932,-2.3701738951043603,316597.56247431855,62959.90431247122,-1.9394968803558024
low,low,1965,65,31,1996,10106.421,1253.1962039999999,393924.1475533648,11242.149547072593,-0.23510131631705786,325900.85804688215,9303.295572563598,-0.17316965356186542
low,low,1965,65,32,1997,11080.104000000001,1373.932896,405471.2464167879,11547.098863423103,-0.23463384815841642,335450.97875427606,9550.120707393915,-0.17261099988666137
low,low,1965,65,33,1998,12006.35904,1488.7885209599997,417613.121458262,12141.875041474064,-0.24350273839990622,345497.0864769648,10046.107722688757,-0.18006935384671413
low,low,1965,65,34,1999,13010.62168,1613.3170883199998,429811.9075366403,12198.786078378325,-0.2368283681245022,355587.8384584604,10090.751981495589,-0.17447474553928477
low,low,1965,65,35,2000,14051.65634,1742.40538616,442530.5032771684,12718.595740528079,-0.24592890586683702,366109.11354254273,10521.275084082328,-0.18201835765376626
low,low,1965,65,36,2001,14650.2544,1816.6315456,455282.9710133584,12752.46773619001,-0.2502582914232765,376660.9950224819,10551.881479939155,-0.1856756812625196
low,low,1965,65,37,2002,15063.196769999999,1867.8363994799997,468366.05598914914,13083.084975790756,-0.26773363674525263,387484.76661285816,10823.771590376273,-0.20008529152290186
low,low,1965,65,38,2003,15669.876999999999,1943.0647479999998,481642.8519230523,13276.795933903137,-0.273810529690126,398468.78049613605,10984.01388327789,-0.2051122649458321
low,low,1965,65,39,2004,16576.575750000004,2055.4953930000006,495013.5809351967,13370.729012144438,-0.2709964149717972,409530.47728207073,11061.696785934677,-0.2027832718755013
low,low,1965,65,40,2005,17367.8818,2153.6173432,508619.4759641843,13605.895028987608,-0.2761266327281162,420784.7604409888,11254.283158918086,-0.20696965797197622
low,low,1965,65,41,2006,18359.41975,2276.568049,522357.7661125284,13738.290148344066,-0.27654582931563837,432149.28962860926,11364.529187620443,-0.20733779524855078
low,low,1965,65,42,2007,19354.22492,2399.92389008,531785.5445152144,9427.778402686003,-0.14899754721403574,439950.40740986215,7801.117781252891,-0.10189478972088334
low,low,1965,65,43,2008,19964.79051,2475.63402324,536746.8334319441,4961.28891672974,-0.020282838943555478,444055.4363551054,4105.028945243277,0.004618677906874016
low,low,1965,65,44,2009,19785.84246,2453.44446504,541747.5388583004,5000.7054263562895,-0.027000024864630778,448191.3795760978,4135.943220992398,-8.878860004374421e-4
low,low,1965,65,45,2010,20336.82904,2521.76680096,546752.6447118918,5005.105853591347,-0.027155319888211193,452332.67204885907,4141.292472761241,-0.001067961953632612
low,low,1965,65,46,2011,21060.0089,2611.4411036,551784.6660371001,5032.021325208363,-0.02627173013736157,456492.8625435012,4160.190494642127,-2.3616334833244317e-4
low,low,1965,65,47,2012,21806.26164,2703.97644336,556800.3886149543,5015.722577854176,-0.02282895073630279,460645.04961768736,4152.187074186164,0.0024499617153031427
low,low,1965,65,48,2013,22084.974720000002,2738.5368652800003,561836.4999951113,5036.1113801569445,-0.024331029281317012,464810.504921414,4165.45530372666,0.0013128261099258462
low,low,1965,65,49,2014,22868.90784,2835.7445721599997,566887.6837985177,5051.183803406428,-0.022979569739159544,468990.3675028022,4179.86258138821,0.002374173720041179
low,low,1965,65,50,2015,23664.52596,2934.40121904,571981.5458116032,5093.862013085512,-0.022102875211181372,473205.6854381105,4215.317935308267,0.0030956510608840496
low,low,1965,65,51,2016,23883.29565,2961.5286605999995,576969.4569219735,4987.9111103703035,-0.020305081447009973,477329.2010918468,4123.515653736307,0.004702713201265885
low,low,1965,65,52,2017,24607.40421,3051.3181220399997,581996.4515062955,5026.994584321976,-0.0204027359760523,481490.05488059233,4160.853788745531,0.004477557512185581
low,low,1965,65,53,2018,25342.8588,3142.5144912,586999.7841850283,5003.3326787328115,-0.01959917978402972,485630.14814629534,4140.093265703006,0.005176400739574923
low,low,1965,65,54,2019,26076.19518,3233.44820232,591932.0632210511,4932.279036022839,-0.016605559598720187,489712.46385487256,4082.3157085772255,0.007624531282400707
low,low,1965,65,55,2020,26534.8422,3290.3204327999997,596866.909763508,4934.846542456886,-0.015629632417492146,493789.96171460825,4077.497859735682,0.008628727065836945
low,low,1965,65,56,2021,28349.13276,3515.29246224,600350.0170158249,3483.1072523168987,0.03046256062754507,496675.9608852192,2885.999170610972,0.04649765715069097
low,low,1965,65,57,2022,29154.37441,3615.14242684,603443.9263695935,3093.9093537685694,0.04078540759299954,499233.2016201628,2557.240734943596,0.05521978664769004
low,low,1965,65,58,2023,29713.3228,3684.4520272,606009.2172262573,2565.290856663836,0.05352554060355118,501357.30096531764,2124.0993451548275,0.06564608950081566
low,low,1965,65,59,2024,30081.56652,3730.11424848,608013.6250180189,2004.407791761565,0.06726954027150235,503014.3583887611,1657.0574234434753,0.07710054679748989
low,low,1965,65,60,2025,30058.29632,3727.22874368,609600.4816148306,1586.8565968116745,0.07716487231057917,504325.07856002304,1310.720171261928,0.08531487450756879
low,low,1965,65,61,2026,29579.07033,3667.80472092,610864.606261754,1264.1246469233884,0.08453114778715635,505372.64685581205,1047.5682957890094,0.09129253056651884
low,low,1965,65,62,2027,29677.337280000003,3679.9898227200006,611787.0888382175,922.4825764636043,0.09411638812809094,506135.8063285011,763.1594726890326,0.09927762359952864
low,low,1965,65,63,2028,29837.286239999998,3699.8234937599996,612570.887422899,783.79858468147,0.09770968853520431,506783.7568907314,647.9505622303113,0.10226632705423014
low,low,1965,65,64,2029,29996.607719999996,3719.5793572799994,613163.1845944858,592.2971715867752,0.10342836444999806,507275.31632369466,491.5594329632586,0.10692718251718973
low,low,1970,65,21,1991,2726.45,338.0797999999999,330574.9290793835,0,0.12399999999999999,255897.25516865158,0,0.12399999999999999
low,low,1970,65,22,1992,3532.0546799999997,437.9747803199999,330574.9290793835,0,0.12399999999999999,255897.25516865158,0,0.12399999999999999
low,low,1970,65,23,1993,4534.00332,562.21641168,330574.9290793835,0,0.12399999999999999,255897.25516865158,0,0.12399999999999999
low,low,1970,65,24,1994,5582.0795499999995,692.1778641999998,330574.9290793835,0,0.12399999999999999,255897.25516865158,0,0.12399999999999999
low,low,1970,65,25,1995,6522.29424,808.76448576,330574.9290793835,0,0.124,255897.25516865158,0,0.124
low,low,1970,65,26,1996,7515.031,931.8638439999999,330574.9290793835,0,0.12399999999999999,255897.25516865158,0,0.12399999999999999
low,low,1970,65,27,1997,8639.19,1071.25956,330574.9290793835,0,0.12399999999999999,255897.25516865158,0,0.12399999999999999
low,low,1970,65,28,1998,9726.30528,1206.06185472,330574.9290793835,0,0.12399999999999999,255897.25516865158,0,0.12399999999999999
low,low,1970,65,29,1999,10847.26304,1345.0606169599998,330574.9290793835,0,0.12399999999999999,255897.25516865158,0,0.12399999999999999
low,low,1970,65,30,2000,12025.90268,1491.21193232,412629.39006841107,82054.46098902758,-2.395816729328721,319415.42502631224,63518.16985766066,-1.8265843447692536
low,low,1970,65,31,2001,12839.5488,1592.1040512,424835.78692871955,12206.39686030848,-0.2453498319161324,328864.5673858687,9449.142359556456,-0.1619188655091445
low,low,1970,65,32,2002,13433.84436,1665.79670064,437448.6902631314,12612.90333441185,-0.25864005052867606,338628.2351466799,9763.667760811222,-0.17220224830782171
low,low,1970,65,33,2003,14171.019199999999,1757.2063807999998,450336.4292824362,12887.739019304805,-0.26183537840228704,348604.69505412003,9976.45990744012,-0.17467699661953917
low,low,1970,65,34,2004,15221.93085,1887.5194254,463570.8935034406,13234.464221004397,-0.2607222710931177,358849.35657768993,10244.6615235699,-0.1738095208170786
low,low,1970,65,35,2005,16148.434780000001,2002.40591272,477221.06944634893,13650.175942908332,-0.26612414712703975,369415.9268102673,10566.57023257739,-0.1779942173114525
low,low,1970,65,36,2006,17199.877450000004,2132.7848038000006,491024.13914978865,13803.069703439716,-0.26415628999762897,380100.8041328242,10684.877322556858,-0.17646956435856723
low,low,1970,65,37,2007,18303.68244,2269.65662256,505133.7768087866,14109.637658997963,-0.26637353757351734,391023.0800354796,10922.275902655441,-0.17818830458445598
low,low,1970,65,38,2008,19014.0862,2357.7466888000004,519366.66902771685,14232.89221893024,-0.26871766678224235,402040.23510959715,11017.15507411753,-0.17998821045879976
low,low,1970,65,39,2009,18930.898650000003,2347.4314326000003,533914.5266075499,14547.857579833013,-0.290864164065377,413302.1869126222,11261.951803025033,-0.19715933187188756
low,low,1970,65,40,2010,19586.7001,2428.7508123999996,548435.4728282595,14520.946220709593,-0.28743844473993196,424542.7101665266,11240.523253904423,-0.19449049885286862
low,low,1970,65,41,2011,20415.314749999998,2531.4990289999996,563309.5520040818,14874.07917582232,-0.2900427570243201,436056.4394030449,11513.729236518266,-0.1965022738125896
low,low,1970,65,42,2012,21230.07993,2632.52991132,573447.0744742971,10137.522470215335,-0.15143392171698156,443904.06238464924,7847.622981604363,-0.08921793173136988
low,low,1970,65,43,2013,21680.98128,2688.44167872,578835.5862729815,5388.511798684369,-0.022083549504673942,448075.2378663801,4171.175481730839,0.010918662750839187
low,low,1970,65,44,2014,22590.018719999996,2801.1623212799996,584173.0843327943,5337.498059812817,-0.018071897909448232,452207.1387915557,4131.900925175636,0.014018319475680639
low,low,1970,65,45,2015,23472.131439999997,2910.54429856,589619.2575786709,5446.173245876562,-0.018306959041414956,456423.0065340068,4215.867742451082,0.013840574094251535
low,low,1970,65,46,2016,23834.6535,2955.4970339999995,594996.6365671586,5377.378988487762,-0.01686295532132809,460585.5671232911,4162.560589284287,0.014959780300780254
low,low,1970,65,47,2017,24758.36988,3070.0378651199994,600512.5534023542,5515.916835195618,-0.018300455144857924,464855.2577466934,4269.6906234023045,0.01384987678547318
low,low,1970,65,48,2018,25655.7336,3181.3109663999994,605895.3063907478,5382.752988393535,-0.013894204754250475,469022.0497580882,4166.792011394806,0.017256021216918035
low,low,1970,65,49,2019,26617.195079999998,3300.53218992,611334.1777309589,5438.871340211132,-0.01325348951400099,473231.90064509487,4209.850887006673,0.017761648615713017
low,low,1970,65,50,2020,27369.2712,3393.7896287999997,616786.971093758,5452.793362799101,-0.01116183454042329,477453.23616303696,4221.3355179420905,0.01936308918135646
low,low,1970,65,51,2021,29742.35937,3688.0525618799998,622217.6995229572,5430.728429199196,-0.0016084610792107623,481657.06150485296,4203.825341816002,0.02676883870822496
low,low,1970,65,52,2022,31195.81857,3868.28150268,627611.9353327161,5394.235809758888,0.0014799988207110937,485832.8358182657,4175.774313412723,0.029155078152462256
low,low,1970,65,53,2023,32378.1948,4014.8961552,632966.7344067601,5354.7990740439855,0.002012669456018211,489977.8804614806,4145.044643214904,0.029572006714053585
low,low,1970,65,54,2024,33485.71608,4152.22879392,638312.0949251228,5345.360518362722,0.0011922147895349472,494115.89566706144,4138.015205580858,0.028930550368141034
low,low,1970,65,55,2025,34465.88304,4273.76949696,643593.6822793557,5281.587354232906,0.0011567594318264412,498204.2110922901,4088.3154252286768,0.028910800178768712
low,low,1970,65,56,2026,35223.93108,4367.767453920001,647396.6985369023,3803.0162575466093,0.03390155491155371,501148.49467653834,2944.2835842482164,0.054246058687286436
low,low,1970,65,57,2027,35785.07424,4437.349205760001,650760.562967026,3363.8644301237073,0.04233908753822509,503752.1419679992,2603.6472914608894,0.060794059937336414
low,low,1970,65,58,2028,36359.09744,4508.528082559999,653533.4523049726,2772.8893379465444,0.05503196703949723,505898.77924880653,2146.6372808073065,0.07060827292639096
low,low,1970,65,59,2029,36690.76594,4549.654976559999,655689.5539729168,2156.1016679442255,0.06867880116199804,507567.88761011534,1669.1083613088122,0.081174062377969
low,low,1970,65,60,2030,36620.667199999996,4540.9627328,657348.7019620095,1659.147989092744,0.07959941140423728,508851.9658052315,1284.0781951161334,0.08963668338150034
low,low,1970,65,61,2031,35951.427780000005,4457.977044720001,658673.7632706669,1325.0613086574012,0.08639891175371982,509877.83687493537,1025.8710697038914,0.09488899330980673
low,low,1970,65,62,2032,36039.46626,4468.89381624,659728.1786386519,1054.4153679849114,0.09292832323288217,510694.0330585947,816.1961836593109,0.09994820336725199
low,low,1970,65,63,2033,36181.51926,4486.50838824,660527.2624286521,799.0837900002953,0.09958326637671572,511312.488172904,618.4551143093267,0.10510254021791246
low,low,1970,65,64,2034,36345.2154,4506.8067096,661149.858158767,622.5957301148446,0.10428523231944924,511794.51033730316,482.02216439915355,0.10873655611763891
low,low,1975,65,21,1996,3239.2375,401.66544999999996,358649.3541030421,0,0.12399999999999999,273641.08168684796,0,0.12399999999999999
low,low,1975,65,22,1997,4223.604,523.726896,358649.3541030421,0,0.124,273641.08168684796,0,0.124
low,low,1975,65,23,1998,5656.84224,701.4484377599999,358649.3541030421,0,0.12399999999999999,273641.08168684796,0,0.12399999999999999
low,low,1975,65,24,1999,7160.412399999999,887.8911375999998,358649.3541030421,0,0.12399999999999999,273641.08168684796,0,0.12399999999999999
low,low,1975,65,25,2000,8488.87248,1052.62018752,358649.3541030421,0,0.12399999999999999,273641.08168684796,0,0.12399999999999999
low,low,1975,65,26,2001,9547.3568,1183.8722432,358649.3541030421,0,0.12400000000000001,273641.08168684796,0,0.12400000000000001
low,low,1975,65,27,2002,10474.40835,1298.8266354,358649.3541030421,0,0.124,273641.08168684796,0,0.124
low,low,1975,65,28,2003,11479.888149999999,1423.5061305999998,358649.3541030421,0,0.124,273641.08168684796,0,0.124
low,low,1975,65,29,2004,12690.8838,1573.6695912,358649.3541030421,0,0.124,273641.08168684796,0,0.124
low,low,1975,65,30,2005,13820.399560000002,1713.7295454400003,447689.9448691432,89040.59076610109,-2.514341735220951,341577.2655972607,67936.18391041271,-1.8890017983969456
low,low,1975,65,31,2006,15074.049900000002,1869.1821876000001,460880.5365321933,13190.591663050116,-0.25154261341049045,351641.55006945605,10064.284472195373,-0.16253511452274794
low,low,1975,65,32,2007,16323.813920000002,2024.1529260800003,474604.28577719233,13723.749244999024,-0.25376586920546407,362112.032534767,10470.482465310954,-0.16421503795328518
low,low,1975,65,33,2008,17195.34752,2132.22309248,488597.56767093897,13993.281893746636,-0.25482615786128526,372788.5197256555,10676.487190888496,-0.16503388445186323
low,low,1975,65,34,2009,17383.85747,2155.59832628,502923.9180387878,14326.35036784882,-0.2707627123636794,383719.61628960364,10931.096563948144,-0.1772064634673188
low,low,1975,65,35,2010,18211.46371,2258.22150004,517708.3576360465,14784.439597258694,-0.27576046154119493,394999.7641134328,11280.147823829146,-0.1810069683495452
low,low,1975,65,36,2011,19125.92645,2371.6148798,532735.9110086069,15027.553372560418,-0.27219188652935017,406465.5677918482,11465.803678415425,-0.17828862126161157
low,low,1975,65,37,2012,20077.71651,2489.63684724,548083.9971458681,15348.086137261242,-0.267242235880662,418175.5421929098,11709.974401061598,-0.1745021406450212
low,low,1975,65,38,2013,20648.553600000003,2560.4206464000004,563601.2872141283,15517.290068260161,-0.2679279619447504,430015.00399830245,11839.461805392639,-0.17503521268843078
low,low,1975,65,39,2014,21613.9068,2680.1244432,579347.4345991915,15746.147385063232,-0.26468401250318385,442028.55677359033,12013.552775287884,-0.17254719868474694
low,low,1975,65,40,2015,22606.356099999997,2803.1881563999996,595206.5501431458,15859.115543954307,-0.2577721204777039,454128.9164634274,12100.359689837089,-0.1672886260604286
low,low,1975,65,41,2016,23105.021249999998,2865.0226349999994,611146.0310844338,15939.48094128794,-0.25818302354518996,466290.72447361314,12161.80801018572,-0.1676052645772867
low,low,1975,65,42,2017,24104.185309999997,2988.918978439999,622253.1631257858,11107.132041351986,-0.1371492005246534,474764.7847669458,8474.060293332674,-0.07524081775228153
low,low,1975,65,43,2018,25186.4214,3123.1162535999997,628026.7251688405,5773.562043054728,-0.00968170312849727,479169.82872465166,4405.043957705842,0.02200511811761072
low,low,1975,65,44,2019,26292.595139999998,3260.2817973599995,633841.5032694706,5814.778100630152,-0.007809036626632284,483606.4009707034,4436.572246051743,0.023432049932711738
low,low,1975,65,45,2020,27146.7568,3366.1978432,639698.7420617547,5857.238792284043,-0.005879870037676282,488075.5723948533,4469.171424149885,0.024899481081539814
low,low,1975,65,46,2021,29681.7843,3680.5412532,645568.4824479223,5869.740386167658,0.0032926512325656652,492553.76792110153,4478.195526248252,0.03190885564386321
low,low,1975,65,47,2022,31387.20396,3892.01329104,651504.4566500245,5935.974202102167,0.005100118265431885,497083.0476602267,4529.279739125166,0.0332767577840816
low,low,1975,65,48,2023,32777.9256,4064.4627744000004,657434.1695807347,5929.712930710171,0.005601832594116099,501606.9549728151,4523.907312588417,0.03367145600750069
low,low,1975,65,49,2024,34180.44048,4238.374619519999,663308.6097126339,5874.440131899202,0.006681659245451192,506088.9826644785,4482.027691663359,0.03448950364706717
low,low,1975,65,50,2025,35549.715840000004,4408.16476416,669227.1952853026,5918.5855726687005,0.005579578738581677,510604.68178848,4515.699124001549,0.03364885343155376
low,low,1975,65,51,2026,36955.02171,4582.42269204,675115.15830646,5887.963021157426,0.006025771560146087,515097.14082902385,4492.459040543821,0.03398680066410809
low,low,1975,65,52,2027,38290.81248,4748.06074752,681002.1179025811,5886.959596121102,0.005493345837118009,519588.7818890873,4491.641060063441,0.03358161933377927
low,low,1975,65,53,2028,39620.003039999996,4912.880376959999,686787.4183232359,5785.300420654821,0.006832165271315764,524002.7856959262,4414.00380683894,0.03460459597136184
low,low,1975,65,54,2029,40842.83876,5064.51200624,692600.2328566222,5812.814533386263,0.005117407091619495,528437.785334962,4434.999639035726,0.033296218964489845
low,low,1975,65,55,2030,41990.52465,5206.8250566,698319.3934256874,5719.1605690652505,0.005565170087695922,532801.6453431355,4363.860008173506,0.033631315367386665
low,low,1975,65,56,2031,42812.38728,5308.736022720001,702436.1096403311,4116.716214643675,0.036957638382100894,535942.4102882502,3140.76494511473,0.05759279973269669
low,low,1975,65,57,2032,43456.55958,5388.61338792,706061.7751959537,3625.665555622545,0.04538013190762626,538708.9680427433,2766.5577544930857,0.0640092472978156
low,low,1975,65,58,2033,44090.04806,5467.16595944,709049.791906174,2988.0167102203704,0.057519681722329935,540988.6516119557,2279.683569212444,0.07327937024741711
low,low,1975,65,59,2034,44456.153300000005,5512.563009200001,711469.167732757,2419.375826583011,0.06842585044539709,542834.422957298,1845.7713453422766,0.08160180305077841
low,low,1975,65,60,2035,44301.67456,5493.40764544,713265.2795256644,1796.1117929073516,0.08081838308992728,544204.6846882713,1370.2617309732595,0.09105655106376077
low,low,1975,65,61,2036,43380.33822,5379.161939279999,714685.2201717291,1419.9406460647006,0.08760318054730033,545288.0758468162,1083.391158544924,0.0962298305189765
low,low,1975,65,62,2037,43365.9001,5377.3716124,715774.4767381294,1089.2565664002905,0.09481334739154926,546119.2991620491,831.223315232899,0.10172735378412966
low,low,1975,65,63,2038,43413.5292,5383.2776208,716648.772308672,874.2955705425702,0.09954588536660142,546786.6333148604,667.3341528113233,0.10533461220499751
low,low,1975,65,64,2039,43535.532419999996,5398.4060200799995,717298.7082060842,649.9358974122442,0.10503830717611361,547282.1633736959,495.5300588355167,0.10954305309484756
low,low,1980,65,21,2001,4115.24,510.28975999999994,401389.08729211916,0,0.124,301173.1867160201,0,0.124
low,low,1980,65,22,2002,5120.821859999999,634.9819106399999,401389.08729211916,0,0.124,301173.1867160201,0,0.124
low,low,1980,65,23,2003,6676.7302,827.9145448,401389.08729211916,0,0.12400000000000001,301173.1867160201,0,0.12400000000000001
low,low,1980,65,24,2004,8377.40925,1038.798747,401389.08729211916,0,0.124,301173.1867160201,0,0.124
low,low,1980,65,25,2005,9755.57616,1209.6914438400001,401389.08729211916,0,0.124,301173.1867160201,0,0.124
low,low,1980,65,26,2006,11208.9089,1389.9047036,401389.08729211916,0,0.124,301173.1867160201,0,0.124
low,low,1980,65,27,2007,12727.726200000001,1578.2380488000001,401389.08729211916,0,0.124,301173.1867160201,0,0.124
low,low,1980,65,28,2008,13929.884890000001,1727.30572636,401389.08729211916,0,0.12399999999999999,301173.1867160201,0,0.12399999999999999
low,low,1980,65,29,2009,14493.33316,1797.17331184,401389.08729211916,0,0.12399999999999999,301173.1867160201,0,0.12399999999999999
low,low,1980,65,30,2010,15586.012420000001,1932.66554008,501190.7168592035,99801.62956708431,-2.649793171078083,376057.29789696576,74884.11118094565,-1.9572589645777192
low,low,1980,65,31,2011,16762.0479,2078.4939396,515880.7184230052,14690.001563801721,-0.2647462217834333,387079.5393777525,11022.24148078676,-0.16768511062646768
low,low,1980,65,32,2012,17905.95468,2220.33838032,531187.2649898046,15306.5465667994,-0.2608727783490568,398564.82799077884,11485.288613026321,-0.16478982723798857
low,low,1980,65,33,2013,18673.474560000002,2315.51084544,546879.5798026567,15692.31481285207,-0.26154361980264806,410339.11052657507,11774.282535796228,-0.1652817002187664
low,low,1980,65,34,2014,19847.60904,2461.10352096,562934.6031699956,16055.02336733893,-0.25565578506532427,422385.15565940214,12046.045132827072,-0.16085481566719198
low,low,1980,65,35,2015,21019.10131,2606.3685624399996,579493.3684820095,16558.765312013915,-0.253138835326307,434810.24412853835,12425.088469136215,-0.15899111109911845
low,low,1980,65,36,2016,21645.75675,2684.073837,596292.2598389356,16798.891356926062,-0.2542187665184618,447414.5135472048,12604.26941866643,-0.1597789191623599
low,low,1980,65,37,2017,22795.816170000002,2826.68120508,613477.8141362984,17185.554297362803,-0.2518540707455147,460309.422486392,12894.90893918724,-0.1580161592012184
low,low,1980,65,38,2018,23987.068000000003,2974.396432,630767.2835174326,17289.46938113426,-0.24576919980290435,473282.34420486784,12972.921718475816,-0.15345136517496868
low,low,1980,65,39,2019,25156.49535,3119.4054234,648329.8999753369,17562.616457904223,-0.24202960223099937,486460.07822432334,13177.7340194555,-0.1506424915107891
low,low,1980,65,40,2020,26145.442,3242.034808,666103.8357740596,17773.935798722785,-0.23598642446254658,499796.3949790863,13336.316754762956,-0.14610860388007343
low,low,1980,65,41,2021,28773.158249999997,3567.8716229999995,684014.3040367914,17910.468262731796,-0.21023803204391467,513234.7252930071,13438.3303139208,-0.12678077313182923
low,low,1980,65,42,2022,30557.86727,3789.17554148,696427.6879902335,12413.383953442099,-0.10066779994767741,522549.0703404264,9314.345047419309,-0.04457880313747777
low,low,1980,65,43,2023,32178.3294,3990.1128455999997,702898.5503121631,6470.8623219295405,0.008222789956115563,527404.3677706115,4855.2974301851355,0.037128612164250945
low,low,1980,65,44,2024,33763.605840000004,4186.68712416,709443.2317744016,6544.681462238543,0.007601223876271328,532314.7776832511,4910.40991263953,0.03666714699639966
low,low,1980,65,45,2025,35260.69376,4372.32602624,715991.5196205728,6548.287846171181,0.007798067760403845,537228.1069517757,4913.329268524656,0.03681104799543023
low,low,1980,65,46,2026,36879.7569,4573.0898556,722605.9163521358,6614.396731563029,0.007176729274683034,542191.4185573644,4963.311605588649,0.03633814376042539
low,low,1980,65,47,2027,38525.72544,4777.18995456,729187.3301524195,6581.413800283684,0.008163274520824297,547129.529637749,4938.11108038458,0.03708636184226429
low,low,1980,65,48,2028,40109.13888,4973.53322112,735772.5343095715,6585.20415715198,0.008107712509237098,552070.3992849159,4940.869647166925,0.03704617564787852
low,low,1980,65,49,2029,41690.20056,5169.584869439999,742401.8407873599,6629.30647778837,0.007154101663500217,557044.6521468804,4974.252861964516,0.036325513059843856
low,low,1980,65,50,2030,43310.9814,5370.5616936,748990.9535187089,6589.112731349072,0.0076251854993652935,561988.693910446,4944.0417635656195,0.03667990599387746
low,low,1980,65,51,2031,44916.414860000004,5569.63544264,755599.7774804434,6608.8239617344225,0.00683445494349804,566947.2420950015,4958.54818455549,0.03609162112711171
low,low,1980,65,52,2032,46499.46966,5765.934237840001,762155.3510811304,6555.573600687087,0.007132367701933708,571866.1569404391,4918.914845437626,0.03630943827678892
low,low,1980,65,53,2033,48044.31246,5957.4947450400005,768697.2530577875,6541.9019766571,0.0064982521887154325,576774.900233581,4908.74329314183,0.03583207596824581
low,low,1980,65,54,2034,49486.9882,6136.3865368,775172.9627647391,6475.709706951515,0.006448180606332631,581633.5270715129,4858.626837931923,0.03580265169380687
low,low,1980,65,55,2035,50797.83357,6298.93136268,781585.4361729366,6412.473408197518,0.0057237078549718145,586445.3474320107,4811.820360497804,0.03524730903677802
low,low,1980,65,56,2036,51659.02872,6405.719561280001,786212.7293345972,4627.293161660666,0.03638093945861619,589917.105552738,3471.7581207272597,0.05826131123797813
low,low,1980,65,57,2037,52290.8083,6484.060229199999,790264.6342218794,4051.904887282173,0.04479219263105125,592957.0850128728,3039.9794601348694,0.06457360323543176
low,low,1980,65,58,2038,52902.8252,6559.9503248,793593.568383561,3328.9341616815655,0.05678336996137803,595455.4827817852,2498.3977689123712,0.07355325928180212
low,low,1980,65,59,2039,53251.08909,6603.13504716,796255.9933840343,2662.425000473275,0.06813613657940897,597452.7447605772,1997.2619787920266,0.08209280247197816
low,low,1980,65,60,2040,53031.555199999995,6575.912844799999,798297.884077434,2041.890693399706,0.07900006465752352,598984.9073960471,1532.1626354699256,0.09023363838565261
