id,worker_type,spouse_type,birth_yr,claim_age,year,age,earnings,nominal_ben,real_ben,death_age
R-very_low-1950-44-65,very_low,none,1950,65,2015,65,0,8508,11419.493394069465,150
R-very_low-1950-44-65,very_low,none,1950,65,2016,66,0,8508,11310.908671725225,150
R-very_low-1950-44-65,very_low,none,1950,65,2017,67,0,8532,11140.06612535611,150
R-very_low-1950-44-65,very_low,none,1950,65,2018,68,0,8700,11105.113354645864,150
R-very_low-1950-44-65,very_low,none,1950,65,2019,69,0,8952,11241.297298414509,150
R-very_low-1950-44-65,very_low,none,1950,65,2020,70,0,9084,11256.220339241467,150
R-very_low-1950-44-65,very_low,none,1950,65,2021,71,0,9204,10908.575276573774,150
R-very_low-1950-44-65,very_low,none,1950,65,2022,72,0,9744,10778.964862979032,150
R-very_low-1950-44-65,very_low,none,1950,65,2023,73,0,10596,11316.335735777368,150
R-very_low-1950-44-65,very_low,none,1950,65,2024,74,0,10932,11400.427341759056,150
R-very_low-1950-44-65,very_low,none,1950,65,2025,75,0,11208,11440.005599999999,150
R-very_low-1950-44-65,very_low,none,1950,65,2026,76,0,11508,11508,150
R-very_low-1950-44-65,very_low,none,1950,65,2027,77,0,11796,11559.039686428221,150
R-very_low-1950-44-65,very_low,none,1950,65,2028,78,0,12084,11603.384898641458,150
R-very_low-1950-44-65,very_low,none,1950,65,2029,79,0,12372,11641.283994248317,150
R-very_low-1950-44-65,very_low,none,1950,65,2030,80,0,12672,11684.042501905968,150
R-very_low-1950-44-65,very_low,none,1950,65,2031,81,0,12972,11720.385456890128,150
R-very_low-1950-44-65,very_low,none,1950,65,2032,82,0,13284,11761.177722513252,150
R-very_low-1950-44-65,very_low,none,1950,65,2033,83,0,13596,11795.601515845054,150
R-very_low-1950-44-65,very_low,none,1950,65,2034,84,0,13932,11844.299850356649,150
R-very_low-1950-44-65,very_low,none,1950,65,2035,85,0,14256,11876.284845533884,150
R-very_low-1950-44-65,very_low,none,1950,65,2036,86,0,14604,11921.797307984085,150
R-very_low-1950-44-65,very_low,none,1950,65,2037,87,0,14952,11960.688742463093,150
R-very_low-1950-44-65,very_low,none,1950,65,2038,88,0,15312,12002.613232896265,150
R-very_low-1950-44-65,very_low,none,1950,65,2039,89,0,15684,12047.24425910011,150
R-very_low-1950-44-65,very_low,none,1950,65,2040,90,0,16056,12085.238700698626,150
R-very_low-1950-44-65,very_low,none,1950,65,2041,91,0,16440,12125.696036953103,150
R-very_low-1950-44-65,very_low,none,1950,65,2042,92,0,16836,12168.32420465826,150
R-very_low-1950-44-65,very_low,none,1950,65,2043,93,0,17232,12204.346575285212,150
R-very_low-1950-44-65,very_low,none,1950,65,2044,94,0,17652,12250.667589409864,150
R-very_low-1950-44-65,very_low,none,1950,65,2045,95,0,18072,12290.202708910105,150
R-very_low-1950-44-65,very_low,none,1950,65,2046,96,0,18504,12331.202754994443,150
R-very_low-1950-44-65,very_low,none,1950,65,2047,97,0,18948,12373.432287300067,150
R-very_low-1950-44-65,very_low,none,1950,65,2048,98,0,19404,12416.667934831738,150
R-very_low-1950-44-65,very_low,none,1950,65,2049,99,0,19872,12460.69799075739,150
R-very_low-1950-44-65,very_low,none,1950,65,2050,100,0,20352,12505.321935009237,150
R-very_low-1950-44-65,very_low,none,1950,65,2051,101,0,20832,12543.124717696372,150
R-very_low-1950-44-65,very_low,none,1950,65,2052,102,0,21336,12588.522696015456,150
R-very_low-1950-44-65,very_low,none,1950,65,2053,103,0,21852,12633.973088750583,150
R-very_low-1950-44-65,very_low,none,1950,65,2054,104,0,22368,12672.51752795682,150
R-very_low-1950-44-65,very_low,none,1950,65,2055,105,0,22908,12717.739115058674,150
R-very_low-1950-44-65,very_low,none,1950,65,2056,106,0,23460,12762.558217352816,150
R-very_low-1950-44-65,very_low,none,1950,65,2057,107,0,24012,12800.44459492883,150
R-very_low-1950-44-65,very_low,none,1950,65,2058,108,0,24588,12844.195720807722,150
R-very_low-1950-44-65,very_low,none,1950,65,2059,109,0,25188,12893.308848953862,150
R-very_low-1950-44-65,very_low,none,1950,65,2060,110,0,25788,12935.26569632566,150
R-very_low-1950-44-65,very_low,none,1950,65,2061,111,0,26400,12976.232254705705,150
R-very_low-1950-44-65,very_low,none,1950,65,2062,112,0,27036,13021.892680274344,150
R-very_low-1950-44-65,very_low,none,1950,65,2063,113,0,27684,13066.14596881666,150
R-very_low-1950-44-65,very_low,none,1950,65,2064,114,0,28356,13114.466366473858,150
R-very_low-1950-44-65,very_low,none,1950,65,2065,115,0,29028,13155.572774689168,150
R-very_low-1950-44-65,very_low,none,1950,65,2066,116,0,29724,13200.393894046207,150
R-very_low-1950-44-65,very_low,none,1950,65,2067,117,0,30444,13248.549786421847,150
R-very_low-1950-44-65,very_low,none,1950,65,2068,118,0,31176,13294.56135533948,150
R-very_low-1950-44-65,very_low,none,1950,65,2069,119,0,31920,13338.392516208964,150
R-very_low-1960-44-65,very_low,none,1960,65,2025,65,0,11604,11844.2028,151
R-very_low-1960-44-65,very_low,none,1960,65,2026,66,0,11916,11916,151
R-very_low-1960-44-65,very_low,none,1960,65,2027,67,0,12204,11958.843704066634,151
R-very_low-1960-44-65,very_low,none,1960,65,2028,68,0,12504,12006.680302268518,151
R-very_low-1960-44-65,very_low,none,1960,65,2029,69,0,12804,12047.76917736465,151
R-very_low-1960-44-65,very_low,none,1960,65,2030,70,0,13104,12082.362132652761,151
R-very_low-1960-44-65,very_low,none,1960,65,2031,71,0,13416,12121.545736173139,151
R-very_low-1960-44-65,very_low,none,1960,65,2032,72,0,13740,12164.903787062036,151
R-very_low-1960-44-65,very_low,none,1960,65,2033,73,0,14076,12212.039345177625,151
R-very_low-1960-44-65,very_low,none,1960,65,2034,74,0,14412,12252.372196622167,151
R-very_low-1960-44-65,very_low,none,1960,65,2035,75,0,14760,12296.153501689123,151
R-very_low-1960-44-65,very_low,none,1960,65,2036,76,0,15108,12333.231561833989,151
R-very_low-1960-44-65,very_low,none,1960,65,2037,77,0,15468,12373.457294570568,151
R-very_low-1960-44-65,very_low,none,1960,65,2038,78,0,15840,12416.496447823723,151
R-very_low-1960-44-65,very_low,none,1960,65,2039,79,0,16224,12462.030786766143,151
R-very_low-1960-44-65,very_low,none,1960,65,2040,80,0,16608,12500.72523300964,151
R-very_low-1960-44-65,very_low,none,1960,65,2041,81,0,17004,12541.68706887777,151
R-very_low-1960-44-65,very_low,none,1960,65,2042,82,0,17412,12584.63180396232,151
R-very_low-1960-44-65,very_low,none,1960,65,2043,83,0,17832,12629.289004786786,151
R-very_low-1960-44-65,very_low,none,1960,65,2044,84,0,18264,12675.401815827203,151
R-very_low-1960-44-65,very_low,none,1960,65,2045,85,0,18696,12714.565617849896,151
R-very_low-1960-44-65,very_low,none,1960,65,2046,86,0,19152,12763.034758087635,151
R-very_low-1960-44-65,very_low,none,1960,65,2047,87,0,19608,12804.42581219019,151
R-very_low-1960-44-65,very_low,none,1960,65,2048,88,0,20076,12846.682408765304,151
R-very_low-1960-44-65,very_low,none,1960,65,2049,89,0,20556,12889.598827395777,151
R-very_low-1960-44-65,very_low,none,1960,65,2050,90,0,21048,12932.980350239506,151
R-very_low-1960-44-65,very_low,none,1960,65,2051,91,0,21552,12976.642853100624,151
R-very_low-1960-44-65,very_low,none,1960,65,2052,92,0,22068,13020.412394810137,151
R-very_low-1960-44-65,very_low,none,1960,65,2053,93,0,22608,13071.06276727408,151
R-very_low-1960-44-65,very_low,none,1960,65,2054,94,0,23148,13114.423986817976,151
R-very_low-1960-44-65,very_low,none,1960,65,2055,95,0,23700,13157.430462148182,151
R-very_low-1960-44-65,very_low,none,1960,65,2056,96,0,24264,13199.945123011454,151
R-very_low-1960-44-65,very_low,none,1960,65,2057,97,0,24852,13248.236259918842,151
R-very_low-1960-44-65,very_low,none,1960,65,2058,98,0,25452,13295.529098991301,151
R-very_low-1960-44-65,very_low,none,1960,65,2059,99,0,26052,13335.575755635462,151
R-very_low-1960-44-65,very_low,none,1960,65,2060,100,0,26688,13386.705867207196,151
R-very_low-1960-44-65,very_low,none,1960,65,2061,101,0,27324,13430.400383620405,151
R-very_low-1960-44-65,very_low,none,1960,65,2062,102,0,27972,13472.717193839102,151
R-very_low-1960-44-65,very_low,none,1960,65,2063,103,0,28644,13519.241624432321,151
R-very_low-1960-44-65,very_low,none,1960,65,2064,104,0,29340,13569.559994087424,151
R-very_low-1960-44-65,very_low,none,1960,65,2065,105,0,30036,13612.401262937985,151
R-very_low-1960-44-65,very_low,none,1960,65,2066,106,0,30756,13658.703896019551,151
R-very_low-1960-44-65,very_low,none,1960,65,2067,107,0,31500,13708.097433723826,151
R-very_low-1960-44-65,very_low,none,1960,65,2068,108,0,32256,13755.111979658399,151
R-very_low-1960-44-65,very_low,none,1960,65,2069,109,0,33024,13799.72037767183,151
R-very_low-1960-44-65,very_low,none,1960,65,2070,110,0,33816,13846.813300851718,151
R-very_low-1960-44-65,very_low,none,1960,65,2071,111,0,34632,13896.075513150676,151
R-very_low-1960-44-65,very_low,none,1960,65,2072,112,0,35460,13942.489140171609,151
R-very_low-1960-44-65,very_low,none,1960,65,2073,113,0,36312,13990.677450529894,151
R-very_low-1960-44-65,very_low,none,1960,65,2074,114,0,37188,14040.36466543442,151
R-very_low-1960-44-65,very_low,none,1960,65,2075,115,0,38076,14086.849497700412,151
R-very_low-1960-44-65,very_low,none,1960,65,2076,116,0,38988,14134.501778945414,151
R-very_low-1960-44-65,very_low,none,1960,65,2077,117,0,39924,14183.081066959536,151
R-very_low-1960-44-65,very_low,none,1960,65,2078,118,0,40884,14232.359621752019,151
R-very_low-1960-44-65,very_low,none,1960,65,2079,119,0,41868,14282.121906293001,151
R-very_low-1970-44-65,very_low,none,1970,65,2035,65,0,17100,14245.543690981302,151
R-very_low-1970-44-65,very_low,none,1970,65,2036,66,0,17508,14292.442294452572,151
R-very_low-1970-44-65,very_low,none,1970,65,2037,67,0,17928,14341.307368571317,151
R-very_low-1970-44-65,very_low,none,1970,65,2038,68,0,18360,14391.848155432042,151
R-very_low-1970-44-65,very_low,none,1970,65,2039,69,0,18792,14434.571162777944,151
R-very_low-1970-44-65,very_low,none,1970,65,2040,70,0,19248,14487.834735366663,151
R-very_low-1970-44-65,very_low,none,1970,65,2041,71,0,19704,14533.133498304374,151
R-very_low-1970-44-65,very_low,none,1970,65,2042,72,0,20184,14588.11212561311,151
R-very_low-1970-44-65,very_low,none,1970,65,2043,73,0,20664,14635.017272034216,151
R-very_low-1970-44-65,very_low,none,1970,65,2044,74,0,21156,14682.479238701286,151
R-very_low-1970-44-65,very_low,none,1970,65,2045,75,0,21660,14730.289435313904,151
R-very_low-1970-44-65,very_low,none,1970,65,2046,76,0,22188,14786.247661468695,151
R-very_low-1970-44-65,very_low,none,1970,65,2047,77,0,22716,14834.013502127313,151
R-very_low-1970-44-65,very_low,none,1970,65,2048,78,0,23268,14889.251159949747,151
R-very_low-1970-44-65,very_low,none,1970,65,2049,79,0,23820,14936.283521529842,151
R-very_low-1970-44-65,very_low,none,1970,65,2050,80,0,24396,14990.164795916142,151
R-very_low-1970-44-65,very_low,none,1970,65,2051,81,0,24972,15035.853996270824,151
R-very_low-1970-44-65,very_low,none,1970,65,2052,82,0,25572,15087.818821827297,151
R-very_low-1970-44-65,very_low,none,1970,65,2053,83,0,26184,15138.56632600427,151
R-very_low-1970-44-65,very_low,none,1970,65,2054,84,0,26820,15194.783623918182,151
R-very_low-1970-44-65,very_low,none,1970,65,2055,85,0,27456,15242.633365769641,151
R-very_low-1970-44-65,very_low,none,1970,65,2056,86,0,28116,15295.485372510306,151
R-very_low-1970-44-65,very_low,none,1970,65,2057,87,0,28800,15352.857085371908,151
R-very_low-1970-44-65,very_low,none,1970,65,2058,88,0,29484,15401.751530514675,151
R-very_low-1970-44-65,very_low,none,1970,65,2059,89,0,30192,15454.77135015146,151
R-very_low-1970-44-65,very_low,none,1970,65,2060,90,0,30912,15505.465069211214,151
R-very_low-1970-44-65,very_low,none,1970,65,2061,91,0,31656,15559.68213086984,151
R-very_low-1970-44-65,very_low,none,1970,65,2062,92,0,32412,15611.243732543722,151
R-very_low-1970-44-65,very_low,none,1970,65,2063,93,0,33192,15665.782292911523,151
R-very_low-1970-44-65,very_low,none,1970,65,2064,94,0,33996,15722.929841819907,151
R-very_low-1970-44-65,very_low,none,1970,65,2065,95,0,34812,15776.898147735956,151
R-very_low-1970-44-65,very_low,none,1970,65,2066,96,0,35640,15827.68262628875,151
R-very_low-1970-44-65,very_low,none,1970,65,2067,97,0,36492,15880.504493696822,151
R-very_low-1970-44-65,very_low,none,1970,65,2068,98,0,37368,15935.051601434618,151
R-very_low-1970-44-65,very_low,none,1970,65,2069,99,0,38268,15991.027719620446,151
R-very_low-1970-44-65,very_low,none,1970,65,2070,100,0,39192,16048.151966139712,151
R-very_low-1970-44-65,very_low,none,1970,65,2071,101,0,40128,16101.34321412885,151
R-very_low-1970-44-65,very_low,none,1970,65,2072,102,0,41088,16155.357974939963,151
R-very_low-1970-44-65,very_low,none,1970,65,2073,103,0,42072,16209.952128736883,151
R-very_low-1970-44-65,very_low,none,1970,65,2074,104,0,43092,16269.425464206195,151
R-very_low-1970-44-65,very_low,none,1970,65,2075,105,0,44124,16324.407690842867,151
R-very_low-1970-44-65,very_low,none,1970,65,2076,106,0,45180,16379.316465906273,151
R-very_low-1970-44-65,very_low,none,1970,65,2077,107,0,46260,16433.95777370875,151
R-very_low-1970-44-65,very_low,none,1970,65,2078,108,0,47376,16492.326324237445,151
R-very_low-1970-44-65,very_low,none,1970,65,2079,109,0,48504,16545.811620875986,151
R-very_low-1970-44-65,very_low,none,1970,65,2080,110,0,49668,16602.52655693621,151
R-very_low-1970-44-65,very_low,none,1970,65,2081,111,0,50868,16662.078059101146,151
R-very_low-1970-44-65,very_low,none,1970,65,2082,112,0,52080,16716.388993114288,151
R-very_low-1970-44-65,very_low,none,1970,65,2083,113,0,53340,16776.891479502578,151
R-very_low-1970-44-65,very_low,none,1970,65,2084,114,0,54612,16831.91605580737,151
R-very_low-1970-44-65,very_low,none,1970,65,2085,115,0,55920,16888.832509612297,151
R-very_low-1970-44-65,very_low,none,1970,65,2086,116,0,57264,16947.324214570788,151
R-very_low-1970-44-65,very_low,none,1970,65,2087,117,0,58644,17007.09089963794,151
R-very_low-1970-44-65,very_low,none,1970,65,2088,118,0,60048,17064.43784202068,151
R-very_low-1970-44-65,very_low,none,1970,65,2089,119,0,61488,17122.64279995506,151
R-very_low-1980-44-65,very_low,none,1980,65,2045,65,0,24756,16835.782329669022,152
R-very_low-1980-44-65,very_low,none,1980,65,2046,66,0,25356,16897.426343257626,152
R-very_low-1980-44-65,very_low,none,1980,65,2047,67,0,25956,16949.79989704246,152
R-very_low-1980-44-65,very_low,none,1980,65,2048,68,0,26580,17008.608210050897,152
R-very_low-1980-44-65,very_low,none,1980,65,2049,69,0,27216,17065.738552559033,152
R-very_low-1980-44-65,very_low,none,1980,65,2050,70,0,27876,17128.456872067487,152
R-very_low-1980-44-65,very_low,none,1980,65,2051,71,0,28536,17181.768766521873,152
R-very_low-1980-44-65,very_low,none,1980,65,2052,72,0,29220,17240.18715680407,152
R-very_low-1980-44-65,very_low,none,1980,65,2053,73,0,29928,17303.200924406345,152
R-very_low-1980-44-65,very_low,none,1980,65,2054,74,0,30648,17363.524552790623,152
R-very_low-1980-44-65,very_low,none,1980,65,2055,75,0,31380,17421.104130894935,152
R-very_low-1980-44-65,very_low,none,1980,65,2056,76,0,32136,17482.4199008035,152
R-very_low-1980-44-65,very_low,none,1980,65,2057,77,0,32904,17540.639220037407,152
R-very_low-1980-44-65,very_low,none,1980,65,2058,78,0,33696,17602.00174915963,152
R-very_low-1980-44-65,very_low,none,1980,65,2059,79,0,34500,17659.963287633327,152
R-very_low-1980-44-65,very_low,none,1980,65,2060,80,0,35328,17720.53150766996,152
R-very_low-1980-44-65,very_low,none,1980,65,2061,81,0,36180,17783.336476335317,152
R-very_low-1980-44-65,very_low,none,1980,65,2062,82,0,37044,17842.247094543676,152
R-very_low-1980-44-65,very_low,none,1980,65,2063,83,0,37932,17902.942092513855,152
R-very_low-1980-44-65,very_low,none,1980,65,2064,84,0,38844,17965.098446159915,152
R-very_low-1980-44-65,very_low,none,1980,65,2065,85,0,39768,18022.971548292644,152
R-very_low-1980-44-65,very_low,none,1980,65,2066,86,0,40728,18087.257519738727,152
R-very_low-1980-44-65,very_low,none,1980,65,2067,87,0,41700,18146.909936072494,152
R-very_low-1980-44-65,very_low,none,1980,65,2068,88,0,42708,18212.21857723372,152
R-very_low-1980-44-65,very_low,none,1980,65,2069,89,0,43728,18272.594860550926,152
R-very_low-1980-44-65,very_low,none,1980,65,2070,90,0,44772,18333.023571851583,152
R-very_low-1980-44-65,very_low,none,1980,65,2071,91,0,45852,18398.095819732756,152
R-very_low-1980-44-65,very_low,none,1980,65,2072,92,0,46956,18462.59221844044,152
R-very_low-1980-44-65,very_low,none,1980,65,2073,93,0,48084,18526.32007411543,152
R-very_low-1980-44-65,very_low,none,1980,65,2074,94,0,49236,18589.09849057032,152
R-very_low-1980-44-65,very_low,none,1980,65,2075,95,0,50412,18650.75787577669,152
R-very_low-1980-44-65,very_low,none,1980,65,2076,96,0,51624,18715.48989012717,152
R-very_low-1980-44-65,very_low,none,1980,65,2077,97,0,52860,18778.621009905848,152
R-very_low-1980-44-65,very_low,none,1980,65,2078,98,0,54132,18844.195554365528,152
R-very_low-1980-44-65,very_low,none,1980,65,2079,99,0,55428,18907.74465037758,152
R-very_low-1980-44-65,very_low,none,1980,65,2080,100,0,56760,18973.169996208813,152
R-very_low-1980-44-65,very_low,none,1980,65,2081,101,0,58116,19036.198169433086,152
R-very_low-1980-44-65,very_low,none,1980,65,2082,102,0,59520,19104.444563559184,152
R-very_low-1980-44-65,very_low,none,1980,65,2083,103,0,60948,19169.81593349687,152
R-very_low-1980-44-65,very_low,none,1980,65,2084,104,0,62400,19232.24862452172,152
R-very_low-1980-44-65,very_low,none,1980,65,2085,105,0,63900,19298.934144567702,152
R-very_low-1980-44-65,very_low,none,1980,65,2086,106,0,65436,19365.833810153923,152
R-very_low-1980-44-65,very_low,none,1980,65,2087,107,0,67008,19432.69809363173,152
R-very_low-1980-44-65,very_low,none,1980,65,2088,108,0,68616,19499.29168278862,152
R-very_low-1980-44-65,very_low,none,1980,65,2089,109,0,70260,19565.392973016566,152
R-very_low-1980-44-65,very_low,none,1980,65,2090,110,0,71952,19634.06800746365,152
R-very_low-1980-44-65,very_low,none,1980,65,2091,111,0,73668,19698.50609037655,152
R-very_low-1980-44-65,very_low,none,1980,65,2092,112,0,75444,19768.15369274389,152
R-very_low-1980-44-65,very_low,none,1980,65,2093,113,0,77256,19836.297446503766,152
R-very_low-1980-44-65,very_low,none,1980,65,2094,114,0,79104,19902.783975658887,152
R-very_low-1980-44-65,very_low,none,1980,65,2095,115,0,81000,19970.428995847527,152
R-very_low-1980-44-65,very_low,none,1980,65,2096,116,0,82944,20038.921401689393,152
R-very_low-1980-44-65,very_low,none,1980,65,2097,117,0,84936,20107.966900037663,152
R-very_low-1980-44-65,very_low,none,1980,65,2098,118,0,86976,20177.287351957435,152
R-very_low-1980-44-65,very_low,none,1980,65,2099,119,0,89064,20246.62016088561,152
R-very_low-1990-44-65,very_low,none,1990,65,2055,65,0,35136,19506.307034516394,152
R-very_low-1990-44-65,very_low,none,1990,65,2056,66,0,35976,19571.431987531327,152
R-very_low-1990-44-65,very_low,none,1990,65,2057,67,0,36840,19638.8630217049,152
R-very_low-1990-44-65,very_low,none,1990,65,2058,68,0,37728,19708.224180683002,152
R-very_low-1990-44-65,very_low,none,1990,65,2059,69,0,38628,19773.016286223192,152
R-very_low-1990-44-65,very_low,none,1990,65,2060,70,0,39552,19839.290709673976,152
R-very_low-1990-44-65,very_low,none,1990,65,2061,71,0,40500,19906.719936196252,152
R-very_low-1990-44-65,very_low,none,1990,65,2062,72,0,41472,19974.993831792337,152
R-very_low-1990-44-65,very_low,none,1990,65,2063,73,0,42468,20043.81906529786,152
R-very_low-1990-44-65,very_low,none,1990,65,2064,74,0,43488,20112.918371604424,152
R-very_low-1990-44-65,very_low,none,1990,65,2065,75,0,44532,20182.029998706697,152
R-very_low-1990-44-65,very_low,none,1990,65,2066,76,0,45600,20250.90706393847,152
R-very_low-1990-44-65,very_low,none,1990,65,2067,77,0,46692,20319.31699604549,152
R-very_low-1990-44-65,very_low,none,1990,65,2068,78,0,47820,20392.15819900994,152
R-very_low-1990-44-65,very_low,none,1990,65,2069,79,0,48960,20458.887769222772,152
R-very_low-1990-44-65,very_low,none,1990,65,2070,80,0,50136,20529.4485347617,152
R-very_low-1990-44-65,very_low,none,1990,65,2071,81,0,51336,20598.548525730628,152
R-very_low-1990-44-65,very_low,none,1990,65,2072,82,0,52572,20670.742782772188,152
R-very_low-1990-44-65,very_low,none,1990,65,2073,83,0,53832,20740.971263409487,152
R-very_low-1990-44-65,very_low,none,1990,65,2074,84,0,55128,20813.62867796248,152
R-very_low-1990-44-65,very_low,none,1990,65,2075,85,0,56448,20883.876469329574,152
R-very_low-1990-44-65,very_low,none,1990,65,2076,86,0,57804,20955.95416102803,152
R-very_low-1990-44-65,very_low,none,1990,65,2077,87,0,59184,21025.23469258925,152
R-very_low-1990-44-65,very_low,none,1990,65,2078,88,0,60612,21099.984869230833,152
R-very_low-1990-44-65,very_low,none,1990,65,2079,89,0,62064,21171.43436496056,152
R-very_low-1990-44-65,very_low,none,1990,65,2080,90,0,63552,21243.532410131473,152
R-very_low-1990-44-65,very_low,none,1990,65,2081,91,0,65076,21315.98238134124,152
R-very_low-1990-44-65,very_low,none,1990,65,2082,92,0,66636,21388.50416561374,152
R-very_low-1990-44-65,very_low,none,1990,65,2083,93,0,68232,21460.833510112858,152
R-very_low-1990-44-65,very_low,none,1990,65,2084,94,0,69876,21536.419950113454,152
R-very_low-1990-44-65,very_low,none,1990,65,2085,95,0,71556,21611.18202893093,152
R-very_low-1990-44-65,very_low,none,1990,65,2086,96,0,73272,21684.90395099942,152
R-very_low-1990-44-65,very_low,none,1990,65,2087,97,0,75024,21757.38332403037,152
R-very_low-1990-44-65,very_low,none,1990,65,2088,98,0,76824,21831.840740331016,152
R-very_low-1990-44-65,very_low,none,1990,65,2089,99,0,78672,21907.893480972947,152
R-very_low-1990-44-65,very_low,none,1990,65,2090,100,0,80556,21981.90435858964,152
R-very_low-1990-44-65,very_low,none,1990,65,2091,101,0,82488,22056.936124002023,152
R-very_low-1990-44-65,very_low,none,1990,65,2092,102,0,84468,22132.66006731736,152
R-very_low-1990-44-65,very_low,none,1990,65,2093,103,0,86496,22208.765454240314,152
R-very_low-1990-44-65,very_low,none,1990,65,2094,104,0,88572,22284.95881740568,152
R-very_low-1990-44-65,very_low,none,1990,65,2095,105,0,90696,22360.96331120231,152
R-very_low-1990-44-65,very_low,none,1990,65,2096,106,0,92880,22439.4171946001,152
R-very_low-1990-44-65,very_low,none,1990,65,2097,107,0,95100,22514.218378468282,152
R-very_low-1990-44-65,very_low,none,1990,65,2098,108,0,97380,22590.87843006824,152
R-very_low-1990-44-65,very_low,none,1990,65,2099,109,0,99720,22669.012872131425,152
R-very_low-1990-44-65,very_low,none,1990,65,2100,110,0,102120,22748.257531816904,152
R-very_low-1990-44-65,very_low,none,1990,65,2101,111,0,104568,22825.648371976422,152
R-very_low-1990-44-65,very_low,none,1990,65,2102,112,0,107076,22903.58421502482,152
R-very_low-1990-44-65,very_low,none,1990,65,2103,113,0,109644,22981.75412259833,152
R-very_low-1990-44-65,very_low,none,1990,65,2104,114,0,112272,23059.864607764746,152
R-very_low-1990-44-65,very_low,none,1990,65,2105,115,0,114972,23140.054157722443,152
R-very_low-1990-44-65,very_low,none,1990,65,2106,116,0,117732,23219.549935170962,152
R-very_low-1990-44-65,very_low,none,1990,65,2107,117,0,120552,23298.109741905202,152
R-very_low-1990-44-65,very_low,none,1990,65,2108,118,0,123444,23377.778721065737,152
R-very_low-1990-44-65,very_low,none,1990,65,2109,119,0,126408,23458.20669925576,152
R-very_low-2000-44-65,very_low,none,2000,65,2065,65,0,49632,22493.36461187036,153
R-very_low-2000-44-65,very_low,none,2000,65,2066,66,0,50820,22569.10300415248,153
R-very_low-2000-44-65,very_low,none,2000,65,2067,67,0,52044,22648.388026689612,153
R-very_low-2000-44-65,very_low,none,2000,65,2068,68,0,53292,22725.614695559132,153
R-very_low-2000-44-65,very_low,none,2000,65,2069,69,0,54564,22800.628109474495,153
R-very_low-2000-44-65,very_low,none,2000,65,2070,70,0,55872,22878.198271385947,153
R-very_low-2000-44-65,very_low,none,2000,65,2071,71,0,57216,22957.896066078458,153
R-very_low-2000-44-65,very_low,none,2000,65,2072,72,0,58584,23034.596271511946,153
R-very_low-2000-44-65,very_low,none,2000,65,2073,73,0,60000,23117.444564656136,153
R-very_low-2000-44-65,very_low,none,2000,65,2074,74,0,61440,23196.730263641246,153
R-very_low-2000-44-65,very_low,none,2000,65,2075,75,0,62904,23272.381048517353,153
R-very_low-2000-44-65,very_low,none,2000,65,2076,76,0,64416,23353.033410088945,153
R-very_low-2000-44-65,very_low,none,2000,65,2077,77,0,65964,23433.84328977354,153
R-very_low-2000-44-65,very_low,none,2000,65,2078,78,0,67548,23514.514913660732,153
R-very_low-2000-44-65,very_low,none,2000,65,2079,79,0,69168,23594.76946628629,153
R-very_low-2000-44-65,very_low,none,2000,65,2080,80,0,70824,23674.34446461404,153
R-very_low-2000-44-65,very_low,none,2000,65,2081,81,0,72528,23756.923753056693,153
R-very_low-2000-44-65,very_low,none,2000,65,2082,82,0,74268,23838.18697658625,153
R-very_low-2000-44-65,very_low,none,2000,65,2083,83,0,76044,23917.921553567565,153
R-very_low-2000-44-65,very_low,none,2000,65,2084,84,0,77868,23999.627177792583,153
R-very_low-2000-44-65,very_low,none,2000,65,2085,85,0,79740,24082.895284629554,153
R-very_low-2000-44-65,very_low,none,2000,65,2086,86,0,81660,24167.33891034246,153
R-very_low-2000-44-65,very_low,none,2000,65,2087,87,0,83616,24249.111804517528,153
R-very_low-2000-44-65,very_low,none,2000,65,2088,88,0,85620,24331.48761047513,153
R-very_low-2000-44-65,very_low,none,2000,65,2089,89,0,87672,24414.135108601033,153
R-very_low-2000-44-65,very_low,none,2000,65,2090,90,0,89784,24500.016149406776,153
R-very_low-2000-44-65,very_low,none,2000,65,2091,91,0,91932,24582.221071571064,153
R-very_low-2000-44-65,very_low,none,2000,65,2092,92,0,94140,24666.95812304371,153
R-very_low-2000-44-65,very_low,none,2000,65,2093,93,0,96396,24750.695462529475,153
R-very_low-2000-44-65,very_low,none,2000,65,2094,94,0,98712,24836.210707489383,153
R-very_low-2000-44-65,very_low,none,2000,65,2095,95,0,101076,24920.136804744252,153
R-very_low-2000-44-65,very_low,none,2000,65,2096,96,0,103500,25005.16450948655,153
R-very_low-2000-44-65,very_low,none,2000,65,2097,97,0,105984,25090.924507082884,153
R-very_low-2000-44-65,very_low,none,2000,65,2098,98,0,108528,25177.067716763668,153
R-very_low-2000-44-65,very_low,none,2000,65,2099,99,0,111132,25263.264525729137,153
R-very_low-2000-44-65,very_low,none,2000,65,2100,100,0,113808,25351.877136516043,153
R-very_low-2000-44-65,very_low,none,2000,65,2101,101,0,116532,25437.21268536413,153
R-very_low-2000-44-65,very_low,none,2000,65,2102,102,0,119328,25524.290197714537,153
R-very_low-2000-44-65,very_low,none,2000,65,2103,103,0,122196,25612.695877248418,153
R-very_low-2000-44-65,very_low,none,2000,65,2104,104,0,125124,25699.573350273942,153
R-very_low-2000-44-65,very_low,none,2000,65,2105,105,0,128124,25787.115983926786,153
R-very_low-2000-44-65,very_low,none,2000,65,2106,106,0,131196,25874.970894019378,153
