year,age,male,female,all
1958,94,0.197559,0.16391,0.1807345
1958,95,0.216185,0.180618,0.1984015
1958,96,0.235375,0.197954,0.2166645
1958,97,0.254135,0.215263,0.234699
1958,98,0.271451,0.232083,0.251767
1958,99,0.287241,0.248333,0.267787
1958,100,0.303141,0.264986,0.2840635
1958,101,0.319066,0.281957,0.3005115
1958,102,0.334924,0.299154,0.317039
1958,103,0.350622,0.31647,0.333546
1958,104,0.36606,0.333791,0.3499255
1958,105,0.382188,0.35207,0.367129
1958,106,0.399036,0.371361,0.3851985
1958,107,0.416638,0.39172,0.404179
1958,108,0.435029,0.413206,0.4241175
1958,109,0.454243,0.435883,0.445063
1958,110,0.474318,0.459818,0.467068
1958,111,0.495293,0.48508,0.4901865
1958,112,0.51721,0.511745,0.5144775
1958,113,0.54011,0.539891,0.5400005
1958,114,0.56404,0.56404,0.56404
1958,115,0.589045,0.589045,0.589045
1958,116,0.615174,0.615174,0.615174
1958,117,0.64248,0.64248,0.64248
1958,118,0.671015,0.671015,0.671015
1958,119,0.700836,0.700836,0.700836
1959,0,0.029591,0.023048,0.0263195
1959,1,0.001881,0.001639,0.00176
1959,2,0.001087,0.000916,0.0010015
1959,3,0.000829,0.000688,0.0007585
1959,4,0.00068,0.000573,0.0006265
1959,5,0.000624,0.00046,0.000542
1959,6,0.000554,0.000407,0.0004805
1959,7,0.000515,0.000361,0.000438
1959,8,0.000451,0.000317,0.000384
1959,9,0.000432,0.000296,0.000364
1959,10,0.000419,0.000276,0.0003475
1959,11,0.000419,0.00026,0.0003395
1959,12,0.000446,0.000285,0.0003655
1959,13,0.000548,0.000318,0.000433
1959,14,0.000736,0.00037,0.000553
1959,15,0.000926,0.000416,0.000671
1959,16,0.001165,0.000481,0.000823
1959,17,0.001418,0.000546,0.000982
1959,18,0.001744,0.000624,0.001184
1959,19,0.001909,0.000621,0.001265
1959,20,0.001992,0.000616,0.001304
1959,21,0.002056,0.000612,0.001334
1959,22,0.001899,0.000597,0.001248
1959,23,0.001768,0.000573,0.0011705
1959,24,0.00163,0.000558,0.001094
1959,25,0.001641,0.000566,0.0011035
1959,26,0.001645,0.000579,0.001112
1959,27,0.001782,0.000625,0.0012035
1959,28,0.001825,0.000681,0.001253
1959,29,0.001918,0.000717,0.0013175
1959,30,0.002011,0.000748,0.0013795
1959,31,0.002133,0.000785,0.001459
1959,32,0.002222,0.000831,0.0015265
1959,33,0.002326,0.00089,0.001608
1959,34,0.002483,0.000957,0.00172
1959,35,0.00261,0.001086,0.001848
1959,36,0.002731,0.001164,0.0019475
1959,37,0.002551,0.001201,0.001876
1959,38,0.002335,0.00123,0.0017825
1959,39,0.002394,0.001325,0.0018595
1959,40,0.002545,0.001431,0.001988
1959,41,0.002789,0.001594,0.0021915
1959,42,0.003012,0.001755,0.0023835
1959,43,0.00329,0.001962,0.002626
1959,44,0.003567,0.002103,0.002835
1959,45,0.003749,0.002258,0.0030035
1959,46,0.004063,0.002437,0.00325
1959,47,0.004348,0.00262,0.003484
1959,48,0.004572,0.002811,0.0036915
1959,49,0.004958,0.003057,0.0040075
1959,50,0.005328,0.00326,0.004294
1959,51,0.005605,0.003463,0.004534
1959,52,0.006118,0.003769,0.0049435
1959,53,0.006557,0.00401,0.0052835
1959,54,0.007093,0.004376,0.0057345
1959,55,0.007728,0.004816,0.006272
1959,56,0.008362,0.005195,0.0067785
1959,57,0.009042,0.005608,0.007325
1959,58,0.00969,0.006053,0.0078715
1959,59,0.010402,0.006406,0.008404
1959,60,0.011081,0.006905,0.008993
1959,61,0.014205,0.008548,0.0113765
1959,62,0.01641,0.010052,0.013231
1959,63,0.015571,0.009681,0.012626
1959,64,0.015324,0.009524,0.012424
1959,65,0.016048,0.009474,0.012761
1959,66,0.016553,0.00983,0.0131915
1959,67,0.017344,0.010476,0.01391
1959,68,0.018175,0.01126,0.0147175
1959,69,0.019151,0.012207,0.015679
1959,70,0.020362,0.013342,0.016852
1959,71,0.021874,0.014682,0.018278
1959,72,0.023711,0.016212,0.0199615
1959,73,0.025836,0.017884,0.02186
1959,74,0.028149,0.019642,0.0238955
1959,75,0.030632,0.021513,0.0260725
1959,76,0.033326,0.023571,0.0284485
1959,77,0.036303,0.025914,0.0311085
1959,78,0.039613,0.028611,0.034112
1959,79,0.043308,0.031724,0.037516
1959,80,0.04743,0.035303,0.0413665
1959,81,0.052063,0.039389,0.045726
1959,82,0.057356,0.044029,0.0506925
1959,83,0.063575,0.049314,0.0564445
1959,84,0.071077,0.055458,0.0632675
1959,85,0.080032,0.06264,0.071336
1959,86,0.089559,0.070295,0.079927
1959,87,0.09966,0.078509,0.0890845
1959,88,0.110481,0.087517,0.098999
1959,89,0.122126,0.097471,0.1097985
1959,90,0.134677,0.108369,0.121523
1959,91,0.148244,0.120232,0.134238
1959,92,0.162984,0.133195,0.1480895
1959,93,0.179024,0.147442,0.163233
1959,94,0.196381,0.162986,0.1796835
1959,95,0.2149,0.179609,0.1972545
1959,96,0.233983,0.196862,0.2154225
1959,97,0.25264,0.214094,0.233367
1959,98,0.269864,0.230845,0.2503545
1959,99,0.285572,0.247034,0.266303
1959,100,0.30139,0.263623,0.2825065
1959,101,0.317233,0.280528,0.2988805
1959,102,0.333011,0.297654,0.3153325
1959,103,0.348629,0.314898,0.3317635
1959,104,0.363988,0.332142,0.348065
1959,105,0.380034,0.350341,0.3651875
1959,106,0.396799,0.369547,0.383173
1959,107,0.414313,0.389817,0.402065
1959,108,0.432612,0.411211,0.4219115
1959,109,0.451731,0.43379,0.4427605
1959,110,0.471708,0.457623,0.4646655
1959,111,0.492581,0.482778,0.4876795
1959,112,0.514391,0.509331,0.511861
1959,113,0.537181,0.537181,0.537181
1959,114,0.560995,0.560995,0.560995
1959,115,0.58588,0.58588,0.58588
1959,116,0.611886,0.611886,0.611886
1959,117,0.639062,0.639062,0.639062
1959,118,0.667463,0.667463,0.667463
1959,119,0.697145,0.697145,0.697145
1960,0,0.029374,0.022619,0.0259965
1960,1,0.001737,0.001523,0.00163
1960,2,0.001051,0.000909,0.00098
1960,3,0.000822,0.000694,0.000758
1960,4,0.000714,0.000526,0.00062
1960,5,0.000615,0.00047,0.0005425
1960,6,0.000559,0.000411,0.000485
1960,7,0.000499,0.000353,0.000426
1960,8,0.000464,0.000325,0.0003945
1960,9,0.000448,0.000294,0.000371
1960,10,0.000411,0.000259,0.000335
1960,11,0.000407,0.00027,0.0003385
1960,12,0.000448,0.000278,0.000363
1960,13,0.000565,0.000311,0.000438
1960,14,0.000697,0.00035,0.0005235
1960,15,0.000878,0.000406,0.000642
1960,16,0.001115,0.000471,0.000793
1960,17,0.001462,0.000576,0.001019
1960,18,0.001743,0.000608,0.0011755
1960,19,0.001924,0.000609,0.0012665
1960,20,0.002011,0.000615,0.001313
1960,21,0.001883,0.00058,0.0012315
1960,22,0.001766,0.000562,0.001164
1960,23,0.001642,0.000555,0.0010985
1960,24,0.001644,0.000562,0.001103
1960,25,0.001643,0.00056,0.0011015
1960,26,0.001732,0.000609,0.0011705
1960,27,0.00178,0.000646,0.001213
1960,28,0.001863,0.000695,0.001279
1960,29,0.001932,0.000705,0.0013185
1960,30,0.002041,0.000742,0.0013915
1960,31,0.002123,0.000796,0.0014595
1960,32,0.002209,0.000832,0.0015205
1960,33,0.002399,0.000902,0.0016505
1960,34,0.002507,0.001011,0.001759
1960,35,0.002572,0.001078,0.001825
1960,36,0.002399,0.001113,0.001756
1960,37,0.002193,0.00114,0.0016665
1960,38,0.002237,0.001237,0.001737
1960,39,0.002364,0.001337,0.0018505
1960,40,0.002571,0.001465,0.002018
1960,41,0.002785,0.001616,0.0022005
1960,42,0.003033,0.001796,0.0024145
1960,43,0.003281,0.001926,0.0026035
1960,44,0.003414,0.002065,0.0027395
1960,45,0.003753,0.002235,0.002994
1960,46,0.003959,0.002408,0.0031835
1960,47,0.00419,0.002591,0.0033905
1960,48,0.004524,0.002801,0.0036625
1960,49,0.004836,0.003009,0.0039225
1960,50,0.005156,0.003196,0.004176
1960,51,0.005601,0.003497,0.004549
1960,52,0.006039,0.003726,0.0048825
1960,53,0.006503,0.004051,0.005277
1960,54,0.007079,0.004448,0.0057635
1960,55,0.007703,0.004798,0.0062505
1960,56,0.008328,0.005217,0.0067725
1960,57,0.008953,0.005628,0.0072905
1960,58,0.009648,0.005957,0.0078025
1960,59,0.010274,0.006375,0.0083245
1960,60,0.013157,0.007942,0.0105495
1960,61,0.015291,0.009329,0.01231
1960,62,0.01445,0.008991,0.0117205
1960,63,0.014247,0.008896,0.0115715
1960,64,0.014624,0.008655,0.0116395
1960,65,0.015623,0.009208,0.0124155
1960,66,0.016426,0.009743,0.0130845
1960,67,0.017199,0.010382,0.0137905
1960,68,0.018014,0.011158,0.014586
1960,69,0.018977,0.012098,0.0155375
1960,70,0.020175,0.013225,0.0167
1960,71,0.021673,0.014556,0.0181145
1960,72,0.023495,0.016075,0.019785
1960,73,0.025603,0.017736,0.0216695
1960,74,0.0279,0.019481,0.0236905
1960,75,0.030364,0.021339,0.0258515
1960,76,0.033037,0.023382,0.0282095
1960,77,0.035992,0.025708,0.03085
1960,78,0.039276,0.028386,0.033831
1960,79,0.042943,0.031475,0.037209
1960,80,0.047032,0.035027,0.0410295
1960,81,0.051628,0.039084,0.045356
1960,82,0.056884,0.043692,0.050288
1960,83,0.063069,0.048949,0.056009
1960,84,0.070553,0.055076,0.0628145
1960,85,0.079503,0.062251,0.070877
1960,86,0.089004,0.069882,0.079443
1960,87,0.099057,0.078057,0.088557
1960,88,0.109816,0.087016,0.098416
1960,89,0.121391,0.096913,0.109152
1960,90,0.133868,0.107749,0.1208085
1960,91,0.147355,0.119545,0.13345
1960,92,0.16201,0.132437,0.1472235
1960,93,0.177958,0.146608,0.162283
1960,94,0.195215,0.162071,0.178643
1960,95,0.213629,0.178611,0.19612
1960,96,0.232605,0.195782,0.2141935
1960,97,0.251161,0.212937,0.232049
1960,98,0.268294,0.22962,0.248957
1960,99,0.283921,0.245749,0.264835
1960,100,0.299657,0.262274,0.2809655
1960,101,0.315419,0.279113,0.297266
1960,102,0.331117,0.296171,0.313644
1960,103,0.346655,0.313341,0.329998
1960,104,0.361938,0.33051,0.346224
1960,105,0.377903,0.348629,0.363266
1960,106,0.394584,0.367752,0.381168
1960,107,0.412012,0.387934,0.399973
1960,108,0.43022,0.409236,0.419728
1960,109,0.449245,0.43172,0.4404825
1960,110,0.469124,0.455451,0.4622875
1960,111,0.489896,0.480501,0.4851985
1960,112,0.511601,0.506942,0.5092715
1960,113,0.534281,0.534281,0.534281
1960,114,0.557981,0.557981,0.557981
1960,115,0.582748,0.582748,0.582748
1960,116,0.608631,0.608631,0.608631
1960,117,0.635679,0.635679,0.635679
1960,118,0.663947,0.663947,0.663947
1960,119,0.69349,0.69349,0.69349
1961,0,0.028382,0.021986,0.025184
1961,1,0.001661,0.001532,0.0015965
1961,2,0.001102,0.000897,0.0009995
1961,3,0.000805,0.000659,0.000732
1961,4,0.000701,0.000549,0.000625
1961,5,0.000609,0.000476,0.0005425
1961,6,0.000542,0.000394,0.000468
1961,7,0.000502,0.000355,0.0004285
1961,8,0.000471,0.000317,0.000394
1961,9,0.000425,0.000272,0.0003485
1961,10,0.000398,0.000269,0.0003335
1961,11,0.000409,0.000262,0.0003355
1961,12,0.00046,0.000274,0.000367
1961,13,0.00054,0.000302,0.000421
1961,14,0.00065,0.000329,0.0004895
1961,15,0.000825,0.000388,0.0006065
1961,16,0.00114,0.000501,0.0008205
1961,17,0.00146,0.00056,0.00101
1961,18,0.00176,0.000588,0.001174
1961,19,0.001911,0.000612,0.0012615
1961,20,0.001826,0.000572,0.001199
1961,21,0.001743,0.000554,0.0011485
1961,22,0.001632,0.000548,0.00109
1961,23,0.00166,0.000556,0.001108
1961,24,0.001645,0.000546,0.0010955
1961,25,0.00171,0.000591,0.0011505
1961,26,0.001733,0.00062,0.0011765
1961,27,0.001804,0.000661,0.0012325
1961,28,0.001904,0.000677,0.0012905
1961,29,0.00197,0.000699,0.0013345
1961,30,0.002018,0.000747,0.0013825
1961,31,0.002102,0.000769,0.0014355
1961,32,0.002304,0.000849,0.0015765
1961,33,0.002426,0.000942,0.001684
1961,34,0.002455,0.001,0.0017275
1961,35,0.002247,0.001033,0.00164
1961,36,0.002066,0.001051,0.0015585
1961,37,0.00209,0.001149,0.0016195
1961,38,0.002217,0.001247,0.001732
1961,39,0.00238,0.001348,0.001864
1961,40,0.002601,0.001507,0.002054
1961,41,0.002826,0.00165,0.002238
1961,42,0.003032,0.001777,0.0024045
1961,43,0.003153,0.001902,0.0025275
1961,44,0.003478,0.002067,0.0027725
1961,45,0.00365,0.002236,0.002943
1961,46,0.0039,0.002374,0.003137
1961,47,0.004164,0.002581,0.0033725
1961,48,0.004438,0.002802,0.00362
1961,49,0.004756,0.002944,0.00385
1961,50,0.00515,0.003237,0.0041935
1961,51,0.005567,0.003466,0.0045165
1961,52,0.005981,0.00376,0.0048705
1961,53,0.006499,0.004117,0.005308
1961,54,0.007096,0.004442,0.005769
1961,55,0.007689,0.004842,0.0062655
1961,56,0.00826,0.005195,0.0067275
1961,57,0.008926,0.005525,0.0072255
1961,58,0.009499,0.005882,0.0076905
1961,59,0.012127,0.007304,0.0097155
1961,60,0.014215,0.008612,0.0114135
1961,61,0.013403,0.008305,0.010854
1961,62,0.013217,0.008236,0.0107265
1961,63,0.013671,0.008172,0.0109215
1961,64,0.014667,0.008669,0.011668
1961,65,0.015505,0.009128,0.0123165
1961,66,0.016294,0.009657,0.0129755
1961,67,0.017052,0.010289,0.0136705
1961,68,0.017854,0.011058,0.014456
1961,69,0.018804,0.011991,0.0153975
1961,70,0.019989,0.01311,0.0165495
1961,71,0.021475,0.014431,0.017953
1961,72,0.023282,0.015941,0.0196115
1961,73,0.025374,0.017589,0.0214815
1961,74,0.027653,0.019323,0.023488
1961,75,0.030099,0.021167,0.025633
1961,76,0.032752,0.023195,0.0279735
1961,77,0.035685,0.025504,0.0305945
1961,78,0.038944,0.028163,0.0335535
1961,79,0.042582,0.03123,0.036906
1961,80,0.046639,0.034755,0.040697
1961,81,0.0512,0.038782,0.044991
1961,82,0.056418,0.04336,0.049889
1961,83,0.062571,0.048589,0.05558
1961,84,0.070035,0.054699,0.062367
1961,85,0.07898,0.061866,0.070423
1961,86,0.088455,0.069474,0.0789645
1961,87,0.09846,0.07761,0.088035
1961,88,0.109157,0.086519,0.097838
1961,89,0.120664,0.09636,0.108512
1961,90,0.133067,0.107135,0.120101
1961,91,0.146476,0.118866,0.132671
1961,92,0.161047,0.131687,0.146367
1961,93,0.176903,0.145783,0.161343
1961,94,0.194063,0.161167,0.177615
1961,95,0.212372,0.177624,0.194998
1961,96,0.231242,0.194714,0.212978
1961,97,0.249698,0.211793,0.2307455
1961,98,0.26674,0.228409,0.2475745
1961,99,0.282287,0.244477,0.263382
1961,100,0.297943,0.26094,0.2794415
1961,101,0.313624,0.277714,0.295669
1961,102,0.329242,0.294703,0.3119725
1961,103,0.344702,0.311802,0.328252
1961,104,0.359908,0.328895,0.3444015
1961,105,0.375794,0.346936,0.361365
1961,106,0.392392,0.365976,0.379184
1961,107,0.409734,0.386072,0.397903
1961,108,0.427853,0.407283,0.417568
1961,109,0.446785,0.429671,0.438228
1961,110,0.466568,0.453303,0.4599355
1961,111,0.487239,0.478247,0.482743
1961,112,0.508839,0.504578,0.5067085
1961,113,0.531411,0.531411,0.531411
1961,114,0.554998,0.554998,0.554998
1961,115,0.579648,0.579648,0.579648
1961,116,0.605409,0.605409,0.605409
1961,117,0.632331,0.632331,0.632331
1961,118,0.660467,0.660467,0.660467
1961,119,0.689873,0.689873,0.689873
1962,0,0.028513,0.02184,0.0251765
1962,1,0.001742,0.001518,0.00163
1962,2,0.001094,0.000844,0.000969
1962,3,0.000801,0.000644,0.0007225
1962,4,0.000682,0.000559,0.0006205
1962,5,0.000593,0.000444,0.0005185
1962,6,0.000552,0.000395,0.0004735
1962,7,0.0005,0.000346,0.000423
1962,8,0.00045,0.000295,0.0003725
1962,9,0.000415,0.000275,0.000345
1962,10,0.000407,0.000266,0.0003365
1962,11,0.000408,0.000257,0.0003325
1962,12,0.000436,0.000268,0.000352
1962,13,0.000489,0.000269,0.000379
1962,14,0.000615,0.00032,0.0004675
1962,15,0.000841,0.000411,0.000626
1962,16,0.001124,0.000489,0.0008065
1962,17,0.001468,0.000541,0.0010045
1962,18,0.001736,0.0006,0.001168
1962,19,0.001738,0.000569,0.0011535
1962,20,0.001691,0.000545,0.001118
1962,21,0.001613,0.000543,0.001078
1962,22,0.001664,0.00055,0.001107
1962,23,0.001653,0.000536,0.0010945
1962,24,0.001711,0.000575,0.001143
1962,25,0.001691,0.000599,0.001145
1962,26,0.001769,0.000629,0.001199
1962,27,0.001859,0.000649,0.001254
1962,28,0.001916,0.000669,0.0012925
1962,29,0.001925,0.000691,0.001308
1962,30,0.001992,0.000709,0.0013505
1962,31,0.002185,0.000799,0.001492
1962,32,0.002317,0.000865,0.001591
1962,33,0.002347,0.000928,0.0016375
1962,34,0.002132,0.000962,0.001547
1962,35,0.001957,0.000964,0.0014605
1962,36,0.001954,0.001054,0.001504
1962,37,0.002063,0.00114,0.0016015
1962,38,0.002216,0.001235,0.0017255
1962,39,0.002439,0.001401,0.00192
1962,40,0.002634,0.001516,0.002075
1962,41,0.002798,0.001638,0.002218
1962,42,0.002922,0.001743,0.0023325
1962,43,0.003204,0.001914,0.002559
1962,44,0.003376,0.002071,0.0027235
1962,45,0.00362,0.002172,0.002896
1962,46,0.003827,0.002377,0.003102
1962,47,0.004088,0.002599,0.0033435
1962,48,0.004361,0.002708,0.0035345
1962,49,0.004723,0.002976,0.0038495
1962,50,0.005092,0.003199,0.0041455
1962,51,0.005504,0.003481,0.0044925
1962,52,0.00595,0.003805,0.0048775
1962,53,0.006502,0.004115,0.0053085
1962,54,0.007071,0.004475,0.005773
1962,55,0.007613,0.00478,0.0061965
1962,56,0.008216,0.005103,0.0066595
1962,57,0.008773,0.005411,0.007092
1962,58,0.011166,0.006693,0.0089295
1962,59,0.013184,0.007963,0.0105735
1962,60,0.012458,0.007658,0.010058
1962,61,0.012253,0.007571,0.009912
1962,62,0.012714,0.007712,0.010213
1962,63,0.01371,0.008189,0.0109495
1962,64,0.014553,0.008594,0.0115735
1962,65,0.015381,0.009048,0.0122145
1962,66,0.016159,0.009572,0.0128655
1962,67,0.016905,0.010198,0.0135515
1962,68,0.017694,0.010961,0.0143275
1962,69,0.018632,0.011886,0.015259
1962,70,0.019806,0.012998,0.016402
1962,71,0.021279,0.014309,0.017794
1962,72,0.023072,0.015808,0.01944
1962,73,0.025148,0.017445,0.0212965
1962,74,0.02741,0.019166,0.023288
1962,75,0.029837,0.020997,0.025417
1962,76,0.032471,0.023011,0.027741
1962,77,0.035382,0.025304,0.030343
1962,78,0.038616,0.027943,0.0332795
1962,79,0.042226,0.030987,0.0366065
1962,80,0.046252,0.034487,0.0403695
1962,81,0.050777,0.038484,0.0446305
1962,82,0.055958,0.043032,0.049495
1962,83,0.062079,0.048235,0.055157
1962,84,0.069524,0.054327,0.0619255
1962,85,0.078463,0.061485,0.069974
1962,86,0.087912,0.06907,0.078491
1962,87,0.097869,0.077168,0.0875185
1962,88,0.108506,0.086029,0.0972675
1962,89,0.119944,0.095814,0.107879
1962,90,0.132274,0.106528,0.119401
1962,91,0.145606,0.118194,0.1319
1962,92,0.160094,0.130946,0.14552
1962,93,0.17586,0.144968,0.160414
1962,94,0.192922,0.160272,0.176597
1962,95,0.211128,0.176649,0.1938885
1962,96,0.229894,0.193658,0.211776
1962,97,0.248249,0.210662,0.2294555
1962,98,0.265202,0.227211,0.2462065
1962,99,0.280669,0.24322,0.2619445
1962,100,0.296246,0.259621,0.2779335
1962,101,0.311848,0.276329,0.2940885
1962,102,0.327387,0.29325,0.3103185
1962,103,0.342769,0.310279,0.326524
1962,104,0.357899,0.327298,0.3425985
1962,105,0.373707,0.34526,0.3594835
1962,106,0.390222,0.364219,0.3772205
1962,107,0.407479,0.384229,0.395854
1962,108,0.42551,0.40535,0.41543
1962,109,0.44435,0.427644,0.435997
1962,110,0.464037,0.451176,0.4576065
1962,111,0.484608,0.476017,0.4803125
1962,112,0.506105,0.502239,0.504172
1962,113,0.52857,0.52857,0.52857
1962,114,0.552046,0.552046,0.552046
1962,115,0.57658,0.57658,0.57658
1962,116,0.60222,0.60222,0.60222
1962,117,0.629016,0.629016,0.629016
1962,118,0.657022,0.657022,0.657022
1962,119,0.686293,0.686293,0.686293
1963,0,0.028367,0.021809,0.025088
1963,1,0.001643,0.001521,0.001582
1963,2,0.001031,0.000884,0.0009575
1963,3,0.000795,0.000661,0.000728
1963,4,0.000666,0.000508,0.000587
1963,5,0.000612,0.000446,0.000529
1963,6,0.000538,0.000386,0.000462
1963,7,0.000483,0.000327,0.000405
1963,8,0.000442,0.000296,0.000369
1963,9,0.000414,0.000284,0.000349
1963,10,0.000398,0.000256,0.000327
1963,11,0.000378,0.000246,0.000312
1963,12,0.0004,0.000236,0.000318
1963,13,0.000476,0.000265,0.0003705
1963,14,0.000621,0.000325,0.000473
1963,15,0.000814,0.000403,0.0006085
1963,16,0.001128,0.000475,0.0008015
1963,17,0.001447,0.000551,0.000999
1963,18,0.001579,0.000554,0.0010665
1963,19,0.001629,0.000536,0.0010825
1963,20,0.001578,0.000542,0.00106
1963,21,0.001647,0.000549,0.001098
1963,22,0.001646,0.00053,0.001088
1963,23,0.001719,0.000561,0.00114
1963,24,0.001676,0.000574,0.001125
1963,25,0.001733,0.000599,0.001166
1963,26,0.001797,0.000622,0.0012095
1963,27,0.001849,0.000644,0.0012465
1963,28,0.001876,0.000657,0.0012665
1963,29,0.001896,0.000669,0.0012825
1963,30,0.002064,0.000742,0.001403
1963,31,0.002189,0.000802,0.0014955
1963,32,0.002251,0.00087,0.0015605
1963,33,0.00204,0.000903,0.0014715
1963,34,0.001858,0.000891,0.0013745
1963,35,0.001835,0.000969,0.001402
1963,36,0.001921,0.001035,0.001478
1963,37,0.002051,0.001128,0.0015895
1963,38,0.002287,0.001287,0.001787
1963,39,0.002428,0.001391,0.0019095
1963,40,0.002567,0.001501,0.002034
1963,41,0.002683,0.001585,0.002134
1963,42,0.002942,0.00175,0.002346
1963,43,0.003123,0.001899,0.002511
1963,44,0.003328,0.001986,0.002657
1963,45,0.0035,0.002181,0.0028405
1963,46,0.003751,0.002385,0.003068
1963,47,0.003985,0.002491,0.003238
1963,48,0.00431,0.002713,0.0035115
1963,49,0.004616,0.00293,0.003773
1963,50,0.005031,0.003196,0.0041135
1963,51,0.005443,0.003505,0.004474
1963,52,0.00594,0.003792,0.004866
1963,53,0.006475,0.004124,0.0052995
1963,54,0.00699,0.004382,0.005686
1963,55,0.007541,0.004682,0.0061115
1963,56,0.008093,0.004965,0.006529
1963,57,0.010327,0.00617,0.0082485
1963,58,0.012262,0.007337,0.0097995
1963,59,0.011548,0.007067,0.0093075
1963,60,0.011358,0.006938,0.009148
1963,61,0.011768,0.007252,0.00951
1963,62,0.012749,0.007732,0.0102405
1963,63,0.013602,0.008119,0.0108605
1963,64,0.014433,0.008516,0.0114745
1963,65,0.015253,0.008968,0.0121105
1963,66,0.016021,0.009488,0.0127545
1963,67,0.016757,0.010109,0.013433
1963,68,0.017536,0.010865,0.0142005
1963,69,0.018463,0.011783,0.015123
1963,70,0.019626,0.012887,0.0162565
1963,71,0.021086,0.014189,0.0176375
1963,72,0.022865,0.015677,0.019271
1963,73,0.024925,0.017302,0.0211135
1963,74,0.02717,0.019011,0.0230905
1963,75,0.029579,0.020829,0.025204
1963,76,0.032194,0.022829,0.0275115
1963,77,0.035083,0.025106,0.0300945
1963,78,0.038293,0.027726,0.0330095
1963,79,0.041875,0.030749,0.036312
1963,80,0.045869,0.034222,0.0400455
1963,81,0.05036,0.038191,0.0442755
1963,82,0.055505,0.042708,0.0491065
1963,83,0.061593,0.047884,0.0547385
1963,84,0.069019,0.053959,0.061489
1963,85,0.077952,0.061109,0.0695305
1963,86,0.087374,0.06867,0.078022
1963,87,0.097285,0.076731,0.087008
1963,88,0.107862,0.085544,0.096703
1963,89,0.119233,0.095274,0.1072535
1963,90,0.131491,0.105928,0.1187095
1963,91,0.144745,0.11753,0.1311375
1963,92,0.159151,0.130213,0.144682
1963,93,0.174828,0.144162,0.159495
1963,94,0.191794,0.159388,0.175591
1963,95,0.209898,0.175684,0.192791
1963,96,0.22856,0.192613,0.2105865
1963,97,0.246816,0.209543,0.2281795
1963,98,0.263681,0.226025,0.244853
1963,99,0.279069,0.241976,0.2605225
1963,100,0.294566,0.258315,0.2764405
1963,101,0.310089,0.27496,0.2925245
1963,102,0.32555,0.291814,0.308682
1963,103,0.340856,0.308772,0.324814
1963,104,0.355911,0.325717,0.340814
1963,105,0.37164,0.343603,0.3576215
1963,106,0.388075,0.36248,0.3752775
1963,107,0.405247,0.382406,0.3938265
1963,108,0.42319,0.403438,0.413314
1963,109,0.44194,0.425638,0.433789
1963,110,0.461532,0.449073,0.4553025
1963,111,0.482005,0.473811,0.477908
1963,112,0.5034,0.499925,0.5016625
1963,113,0.525758,0.525758,0.525758
1963,114,0.549124,0.549124,0.549124
1963,115,0.573543,0.573543,0.573543
1963,116,0.599063,0.599063,0.599063
1963,117,0.625735,0.625735,0.625735
1963,118,0.653612,0.653612,0.653612
1963,119,0.682749,0.682749,0.682749
1964,0,0.02776,0.02153,0.024645
1964,1,0.001608,0.001403,0.0015055
1964,2,0.00103,0.000842,0.000936
1964,3,0.000794,0.000573,0.0006835
1964,4,0.000693,0.000523,0.000608
1964,5,0.000592,0.000449,0.0005205
1964,6,0.000528,0.000377,0.0004525
1964,7,0.000473,0.000337,0.000405
1964,8,0.000432,0.00031,0.000371
1964,9,0.000411,0.000274,0.0003425
1964,10,0.000362,0.000238,0.0003
1964,11,0.00036,0.000224,0.000292
1964,12,0.000388,0.000225,0.0003065
1964,13,0.000476,0.000268,0.000372
1964,14,0.000598,0.000319,0.0004585
1964,15,0.000812,0.00039,0.000601
1964,16,0.001118,0.000477,0.0007975
1964,17,0.001307,0.000513,0.00091
1964,18,0.001496,0.000515,0.0010055
1964,19,0.001517,0.000539,0.001028
1964,20,0.00159,0.000539,0.0010645
1964,21,0.001622,0.00052,0.001071
1964,22,0.00173,0.000547,0.0011385
1964,23,0.001678,0.000558,0.001118
1964,24,0.001715,0.000573,0.001144
1964,25,0.001747,0.000596,0.0011715
1964,26,0.001782,0.000614,0.001198
1964,27,0.001815,0.000627,0.001221
1964,28,0.001831,0.000642,0.0012365
1964,29,0.001949,0.0007,0.0013245
1964,30,0.002049,0.000746,0.0013975
1964,31,0.002147,0.000821,0.001484
1964,32,0.001945,0.000842,0.0013935
1964,33,0.001755,0.000831,0.001293
1964,34,0.001733,0.000894,0.0013135
1964,35,0.001807,0.000937,0.001372
1964,36,0.001897,0.001021,0.001459
1964,37,0.002125,0.001166,0.0016455
1964,38,0.002232,0.001254,0.001743
1964,39,0.002357,0.001362,0.0018595
1964,40,0.002446,0.001445,0.0019455
1964,41,0.002676,0.001583,0.0021295
1964,42,0.002866,0.00172,0.002293
1964,43,0.003018,0.001796,0.002407
1964,44,0.003188,0.001988,0.002588
1964,45,0.003423,0.002169,0.002796
1964,46,0.003623,0.002277,0.00295
1964,47,0.003912,0.002472,0.003192
1964,48,0.004182,0.002676,0.003429
1964,49,0.004572,0.00292,0.003746
1964,50,0.004954,0.003196,0.004075
1964,51,0.005422,0.003471,0.0044465
1964,52,0.005907,0.003782,0.0048445
1964,53,0.006396,0.004017,0.0052065
1964,54,0.006889,0.004287,0.005588
1964,55,0.007442,0.004556,0.005999
1964,56,0.009585,0.005674,0.0076295
